#    L    TT             EE             TE             PP             TP          
  2348   0.103721E+03   0.366935E+01  -0.898866E+01   0.436514E+05   0.407000E+01
  2349   0.103721E+03   0.363502E+01  -0.894348E+01   0.436034E+05   0.407457E+01
  2350   0.103717E+03   0.360091E+01  -0.889700E+01   0.435556E+05   0.407424E+01
  2351   0.103711E+03   0.356704E+01  -0.884916E+01   0.435077E+05   0.406890E+01
  2352   0.103702E+03   0.353341E+01  -0.880009E+01   0.434600E+05   0.405869E+01
  2353   0.103689E+03   0.350003E+01  -0.874973E+01   0.434123E+05   0.404380E+01
  2354   0.103673E+03   0.346691E+01  -0.869822E+01   0.433646E+05   0.402442E+01
  2355   0.103654E+03   0.343406E+01  -0.864541E+01   0.433171E+05   0.400074E+01
  2356   0.103631E+03   0.340150E+01  -0.859145E+01   0.432695E+05   0.397296E+01
  2357   0.103606E+03   0.336923E+01  -0.853640E+01   0.432221E+05   0.394125E+01
  2358   0.103576E+03   0.333725E+01  -0.848019E+01   0.431747E+05   0.390583E+01
  2359   0.103543E+03   0.330558E+01  -0.842290E+01   0.431273E+05   0.386687E+01
  2360   0.103506E+03   0.327421E+01  -0.836445E+01   0.430801E+05   0.382457E+01
  2361   0.103466E+03   0.324316E+01  -0.830506E+01   0.430328E+05   0.377912E+01
  2362   0.103422E+03   0.321244E+01  -0.824457E+01   0.429857E+05   0.373071E+01
  2363   0.103374E+03   0.318205E+01  -0.818314E+01   0.429386E+05   0.367954E+01
  2364   0.103322E+03   0.315200E+01  -0.812069E+01   0.428915E+05   0.362579E+01
  2365   0.103267E+03   0.312229E+01  -0.805737E+01   0.428446E+05   0.356965E+01
  2366   0.103208E+03   0.309294E+01  -0.799309E+01   0.427976E+05   0.351132E+01
  2367   0.103144E+03   0.306394E+01  -0.792794E+01   0.427508E+05   0.345100E+01
  2368   0.103077E+03   0.303531E+01  -0.786190E+01   0.427040E+05   0.338886E+01
  2369   0.103006E+03   0.300705E+01  -0.779513E+01   0.426572E+05   0.332510E+01
  2370   0.102931E+03   0.297917E+01  -0.772748E+01   0.426105E+05   0.325992E+01
  2371   0.102852E+03   0.295167E+01  -0.765909E+01   0.425639E+05   0.319351E+01
  2372   0.102768E+03   0.292457E+01  -0.758996E+01   0.425173E+05   0.312604E+01
  2373   0.102682E+03   0.289785E+01  -0.752016E+01   0.424708E+05   0.305773E+01
  2374   0.102590E+03   0.287155E+01  -0.744970E+01   0.424244E+05   0.298876E+01
  2375   0.102495E+03   0.284564E+01  -0.737856E+01   0.423780E+05   0.291932E+01
  2376   0.102396E+03   0.282015E+01  -0.730682E+01   0.423316E+05   0.284960E+01
  2377   0.102291E+03   0.279507E+01  -0.723449E+01   0.422853E+05   0.277979E+01
  2378   0.102184E+03   0.277041E+01  -0.716159E+01   0.422391E+05   0.271009E+01
  2379   0.102072E+03   0.274617E+01  -0.708818E+01   0.421930E+05   0.264068E+01
  2380   0.101956E+03   0.272237E+01  -0.701428E+01   0.421469E+05   0.257177E+01
  2381   0.101836E+03   0.269898E+01  -0.693991E+01   0.421008E+05   0.250353E+01
  2382   0.101712E+03   0.267604E+01  -0.686511E+01   0.420548E+05   0.243617E+01
  2383   0.101583E+03   0.265354E+01  -0.678990E+01   0.420089E+05   0.236986E+01
  2384   0.101450E+03   0.263148E+01  -0.671430E+01   0.419630E+05   0.230481E+01
  2385   0.101314E+03   0.260986E+01  -0.663836E+01   0.419172E+05   0.224121E+01
  2386   0.101172E+03   0.258868E+01  -0.656209E+01   0.418714E+05   0.217924E+01
  2387   0.101027E+03   0.256796E+01  -0.648555E+01   0.418257E+05   0.211910E+01
  2388   0.100878E+03   0.254770E+01  -0.640876E+01   0.417801E+05   0.206099E+01
  2389   0.100724E+03   0.252789E+01  -0.633174E+01   0.417345E+05   0.200508E+01
  2390   0.100566E+03   0.250854E+01  -0.625453E+01   0.416890E+05   0.195157E+01
  2391   0.100404E+03   0.248965E+01  -0.617716E+01   0.416435E+05   0.190066E+01
  2392   0.100239E+03   0.247123E+01  -0.609967E+01   0.415981E+05   0.185254E+01
  2393   0.100069E+03   0.245327E+01  -0.602207E+01   0.415527E+05   0.180739E+01
  2394   0.998952E+02   0.243578E+01  -0.594440E+01   0.415074E+05   0.176542E+01
  2395   0.997173E+02   0.241876E+01  -0.586669E+01   0.414622E+05   0.172680E+01
  2396   0.995359E+02   0.240220E+01  -0.578896E+01   0.414170E+05   0.169173E+01
  2397   0.993503E+02   0.238611E+01  -0.571124E+01   0.413718E+05   0.166041E+01
  2398   0.991604E+02   0.237050E+01  -0.563356E+01   0.413267E+05   0.163302E+01
  2399   0.989670E+02   0.235535E+01  -0.555594E+01   0.412817E+05   0.160976E+01
  2400   0.987695E+02   0.234067E+01  -0.547842E+01   0.412368E+05   0.159081E+01
  2401   0.985676E+02   0.232646E+01  -0.540102E+01   0.411918E+05   0.157632E+01
  2402   0.983630E+02   0.231272E+01  -0.532377E+01   0.411470E+05   0.156617E+01
  2403   0.981534E+02   0.229945E+01  -0.524671E+01   0.411022E+05   0.156020E+01
  2404   0.979411E+02   0.228665E+01  -0.516986E+01   0.410574E+05   0.155825E+01
  2405   0.977245E+02   0.227433E+01  -0.509325E+01   0.410128E+05   0.156016E+01
  2406   0.975043E+02   0.226247E+01  -0.501690E+01   0.409681E+05   0.156576E+01
  2407   0.972807E+02   0.225109E+01  -0.494084E+01   0.409235E+05   0.157488E+01
  2408   0.970527E+02   0.224017E+01  -0.486511E+01   0.408790E+05   0.158737E+01
  2409   0.968220E+02   0.222971E+01  -0.478971E+01   0.408345E+05   0.160306E+01
  2410   0.965869E+02   0.221973E+01  -0.471470E+01   0.407901E+05   0.162179E+01
  2411   0.963491E+02   0.221020E+01  -0.464007E+01   0.407458E+05   0.164339E+01
  2412   0.961070E+02   0.220114E+01  -0.456588E+01   0.407015E+05   0.166771E+01
  2413   0.958620E+02   0.219254E+01  -0.449213E+01   0.406572E+05   0.169457E+01
  2414   0.956135E+02   0.218440E+01  -0.441885E+01   0.406130E+05   0.172381E+01
  2415   0.953614E+02   0.217671E+01  -0.434608E+01   0.405689E+05   0.175528E+01
  2416   0.951064E+02   0.216948E+01  -0.427383E+01   0.405248E+05   0.178880E+01
  2417   0.948479E+02   0.216271E+01  -0.420214E+01   0.404808E+05   0.182421E+01
  2418   0.945866E+02   0.215638E+01  -0.413102E+01   0.404368E+05   0.186136E+01
  2419   0.943216E+02   0.215051E+01  -0.406050E+01   0.403929E+05   0.190007E+01
  2420   0.940546E+02   0.214507E+01  -0.399061E+01   0.403490E+05   0.194018E+01
  2421   0.937839E+02   0.214008E+01  -0.392136E+01   0.403052E+05   0.198153E+01
  2422   0.935104E+02   0.213552E+01  -0.385279E+01   0.402614E+05   0.202396E+01
  2423   0.932347E+02   0.213140E+01  -0.378489E+01   0.402177E+05   0.206730E+01
  2424   0.929554E+02   0.212771E+01  -0.371771E+01   0.401741E+05   0.211138E+01
  2425   0.926740E+02   0.212445E+01  -0.365126E+01   0.401305E+05   0.215606E+01
  2426   0.923897E+02   0.212160E+01  -0.358557E+01   0.400869E+05   0.220115E+01
  2427   0.921025E+02   0.211918E+01  -0.352064E+01   0.400434E+05   0.224651E+01
  2428   0.918132E+02   0.211718E+01  -0.345650E+01   0.400000E+05   0.229195E+01
  2429   0.915217E+02   0.211558E+01  -0.339317E+01   0.399566E+05   0.233733E+01
  2430   0.912273E+02   0.211439E+01  -0.333067E+01   0.399133E+05   0.238248E+01
  2431   0.909307E+02   0.211361E+01  -0.326902E+01   0.398700E+05   0.242723E+01
  2432   0.906319E+02   0.211322E+01  -0.320823E+01   0.398268E+05   0.247142E+01
  2433   0.903310E+02   0.211322E+01  -0.314833E+01   0.397836E+05   0.251489E+01
  2434   0.900286E+02   0.211361E+01  -0.308933E+01   0.397405E+05   0.255747E+01
  2435   0.897232E+02   0.211439E+01  -0.303124E+01   0.396974E+05   0.259901E+01
  2436   0.894165E+02   0.211554E+01  -0.297408E+01   0.396544E+05   0.263933E+01
  2437   0.891075E+02   0.211706E+01  -0.291788E+01   0.396115E+05   0.267827E+01
  2438   0.887970E+02   0.211895E+01  -0.286263E+01   0.395686E+05   0.271567E+01
  2439   0.884844E+02   0.212120E+01  -0.280835E+01   0.395257E+05   0.275137E+01
  2440   0.881703E+02   0.212381E+01  -0.275507E+01   0.394829E+05   0.278520E+01
  2441   0.878546E+02   0.212677E+01  -0.270280E+01   0.394402E+05   0.281700E+01
  2442   0.875375E+02   0.213007E+01  -0.265153E+01   0.393975E+05   0.284661E+01
  2443   0.872182E+02   0.213371E+01  -0.260130E+01   0.393548E+05   0.287386E+01
  2444   0.868981E+02   0.213768E+01  -0.255210E+01   0.393122E+05   0.289859E+01
  2445   0.865773E+02   0.214198E+01  -0.250397E+01   0.392697E+05   0.292063E+01
  2446   0.862542E+02   0.214660E+01  -0.245688E+01   0.392272E+05   0.293982E+01
  2447   0.859311E+02   0.215154E+01  -0.241088E+01   0.391848E+05   0.295601E+01
  2448   0.856064E+02   0.215678E+01  -0.236596E+01   0.391424E+05   0.296902E+01
  2449   0.852803E+02   0.216232E+01  -0.232213E+01   0.391001E+05   0.297869E+01
  2450   0.849540E+02   0.216816E+01  -0.227940E+01   0.390578E+05   0.298485E+01
  2451   0.846263E+02   0.217429E+01  -0.223778E+01   0.390156E+05   0.298740E+01
  2452   0.842985E+02   0.218069E+01  -0.219727E+01   0.389734E+05   0.298639E+01
  2453   0.839692E+02   0.218737E+01  -0.215790E+01   0.389313E+05   0.298193E+01
  2454   0.836398E+02   0.219433E+01  -0.211967E+01   0.388892E+05   0.297414E+01
  2455   0.833096E+02   0.220154E+01  -0.208258E+01   0.388472E+05   0.296311E+01
  2456   0.829793E+02   0.220900E+01  -0.204664E+01   0.388052E+05   0.294897E+01
  2457   0.826490E+02   0.221671E+01  -0.201186E+01   0.387633E+05   0.293181E+01
  2458   0.823179E+02   0.222465E+01  -0.197824E+01   0.387214E+05   0.291175E+01
  2459   0.819859E+02   0.223284E+01  -0.194580E+01   0.386796E+05   0.288890E+01
  2460   0.816546E+02   0.224124E+01  -0.191452E+01   0.386378E+05   0.286336E+01
  2461   0.813232E+02   0.224987E+01  -0.188443E+01   0.385961E+05   0.283525E+01
  2462   0.809910E+02   0.225870E+01  -0.185552E+01   0.385545E+05   0.280467E+01
  2463   0.806602E+02   0.226774E+01  -0.182780E+01   0.385128E+05   0.277174E+01
  2464   0.803285E+02   0.227698E+01  -0.180127E+01   0.384713E+05   0.273655E+01
  2465   0.799975E+02   0.228641E+01  -0.177592E+01   0.384298E+05   0.269923E+01
  2466   0.796664E+02   0.229601E+01  -0.175177E+01   0.383883E+05   0.265988E+01
  2467   0.793359E+02   0.230579E+01  -0.172881E+01   0.383469E+05   0.261861E+01
  2468   0.790061E+02   0.231574E+01  -0.170704E+01   0.383055E+05   0.257552E+01
  2469   0.786769E+02   0.232585E+01  -0.168647E+01   0.382642E+05   0.253074E+01
  2470   0.783476E+02   0.233611E+01  -0.166710E+01   0.382230E+05   0.248435E+01
  2471   0.780196E+02   0.234651E+01  -0.164891E+01   0.381818E+05   0.243649E+01
  2472   0.776923E+02   0.235705E+01  -0.163191E+01   0.381406E+05   0.238725E+01
  2473   0.773656E+02   0.236773E+01  -0.161611E+01   0.380995E+05   0.233674E+01
  2474   0.770395E+02   0.237851E+01  -0.160148E+01   0.380584E+05   0.228507E+01
  2475   0.767147E+02   0.238942E+01  -0.158805E+01   0.380174E+05   0.223236E+01
  2476   0.763906E+02   0.240044E+01  -0.157580E+01   0.379764E+05   0.217871E+01
  2477   0.760678E+02   0.241155E+01  -0.156472E+01   0.379355E+05   0.212422E+01
  2478   0.757464E+02   0.242275E+01  -0.155482E+01   0.378947E+05   0.206902E+01
  2479   0.754262E+02   0.243404E+01  -0.154607E+01   0.378539E+05   0.201320E+01
  2480   0.751067E+02   0.244541E+01  -0.153849E+01   0.378131E+05   0.195688E+01
  2481   0.747893E+02   0.245685E+01  -0.153205E+01   0.377724E+05   0.190016E+01
  2482   0.744732E+02   0.246835E+01  -0.152676E+01   0.377317E+05   0.184316E+01
  2483   0.741584E+02   0.247992E+01  -0.152262E+01   0.376911E+05   0.178599E+01
  2484   0.738449E+02   0.249153E+01  -0.151960E+01   0.376505E+05   0.172874E+01
  2485   0.735335E+02   0.250318E+01  -0.151771E+01   0.376100E+05   0.167154E+01
  2486   0.732242E+02   0.251487E+01  -0.151693E+01   0.375695E+05   0.161449E+01
  2487   0.729161E+02   0.252658E+01  -0.151726E+01   0.375291E+05   0.155770E+01
  2488   0.726101E+02   0.253832E+01  -0.151869E+01   0.374887E+05   0.150128E+01
  2489   0.723054E+02   0.255007E+01  -0.152122E+01   0.374484E+05   0.144533E+01
  2490   0.720028E+02   0.256182E+01  -0.152482E+01   0.374081E+05   0.138998E+01
  2491   0.717029E+02   0.257357E+01  -0.152950E+01   0.373679E+05   0.133532E+01
  2492   0.714044E+02   0.258531E+01  -0.153523E+01   0.373277E+05   0.128146E+01
  2493   0.711078E+02   0.259704E+01  -0.154202E+01   0.372876E+05   0.122852E+01
  2494   0.708137E+02   0.260875E+01  -0.154984E+01   0.372475E+05   0.117661E+01
  2495   0.705217E+02   0.262043E+01  -0.155869E+01   0.372075E+05   0.112582E+01
  2496   0.702320E+02   0.263208E+01  -0.156856E+01   0.371675E+05   0.107628E+01
  2497   0.699445E+02   0.264368E+01  -0.157942E+01   0.371276E+05   0.102809E+01
  2498   0.696594E+02   0.265524E+01  -0.159127E+01   0.370877E+05   0.981355E+00
  2499   0.693766E+02   0.266674E+01  -0.160410E+01   0.370478E+05   0.936191E+00
  2500   0.690963E+02   0.267818E+01  -0.161790E+01   0.370080E+05   0.892704E+00
  2501   0.688184E+02   0.268954E+01  -0.163264E+01   0.369683E+05   0.850988E+00
  2502   0.685431E+02   0.270083E+01  -0.164832E+01   0.369286E+05   0.811063E+00
  2503   0.682703E+02   0.271203E+01  -0.166493E+01   0.368889E+05   0.772937E+00
  2504   0.680001E+02   0.272315E+01  -0.168244E+01   0.368493E+05   0.736616E+00
  2505   0.677325E+02   0.273417E+01  -0.170085E+01   0.368098E+05   0.702104E+00
  2506   0.674676E+02   0.274508E+01  -0.172014E+01   0.367703E+05   0.669409E+00
  2507   0.672055E+02   0.275589E+01  -0.174029E+01   0.367308E+05   0.638535E+00
  2508   0.669461E+02   0.276658E+01  -0.176129E+01   0.366914E+05   0.609489E+00
  2509   0.666895E+02   0.277716E+01  -0.178313E+01   0.366520E+05   0.582276E+00
  2510   0.664358E+02   0.278760E+01  -0.180578E+01   0.366127E+05   0.556903E+00
  2511   0.661850E+02   0.279792E+01  -0.182923E+01   0.365734E+05   0.533375E+00
  2512   0.659372E+02   0.280809E+01  -0.185347E+01   0.365342E+05   0.511698E+00
  2513   0.656922E+02   0.281812E+01  -0.187848E+01   0.364950E+05   0.491878E+00
  2514   0.654503E+02   0.282801E+01  -0.190424E+01   0.364559E+05   0.473920E+00
  2515   0.652114E+02   0.283774E+01  -0.193073E+01   0.364168E+05   0.457831E+00
  2516   0.649755E+02   0.284730E+01  -0.195794E+01   0.363778E+05   0.443617E+00
  2517   0.647426E+02   0.285670E+01  -0.198585E+01   0.363388E+05   0.431282E+00
  2518   0.645129E+02   0.286593E+01  -0.201444E+01   0.362998E+05   0.420834E+00
  2519   0.642862E+02   0.287499E+01  -0.204370E+01   0.362609E+05   0.412278E+00
  2520   0.640627E+02   0.288386E+01  -0.207361E+01   0.362221E+05   0.405620E+00
  2521   0.638423E+02   0.289254E+01  -0.210414E+01   0.361833E+05   0.400865E+00
  2522   0.636252E+02   0.290104E+01  -0.213529E+01   0.361445E+05   0.398019E+00
  2523   0.634111E+02   0.290934E+01  -0.216703E+01   0.361058E+05   0.397089E+00
  2524   0.632003E+02   0.291745E+01  -0.219934E+01   0.360671E+05   0.398080E+00
  2525   0.629928E+02   0.292535E+01  -0.223220E+01   0.360285E+05   0.400999E+00
  2526   0.627885E+02   0.293303E+01  -0.226559E+01   0.359899E+05   0.405850E+00
  2527   0.625874E+02   0.294052E+01  -0.229949E+01   0.359514E+05   0.412639E+00
  2528   0.623896E+02   0.294778E+01  -0.233390E+01   0.359129E+05   0.421373E+00
  2529   0.621951E+02   0.295483E+01  -0.236877E+01   0.358744E+05   0.432058E+00
  2530   0.620039E+02   0.296166E+01  -0.240411E+01   0.358361E+05   0.444699E+00
  2531   0.618159E+02   0.296826E+01  -0.243988E+01   0.357977E+05   0.459302E+00
  2532   0.616313E+02   0.297463E+01  -0.247606E+01   0.357594E+05   0.475873E+00
  2533   0.614499E+02   0.298077E+01  -0.251264E+01   0.357211E+05   0.494417E+00
  2534   0.612719E+02   0.298667E+01  -0.254959E+01   0.356829E+05   0.514941E+00
  2535   0.610971E+02   0.299233E+01  -0.258691E+01   0.356448E+05   0.537451E+00
  2536   0.609257E+02   0.299774E+01  -0.262456E+01   0.356066E+05   0.561952E+00
  2537   0.607576E+02   0.300291E+01  -0.266253E+01   0.355686E+05   0.588450E+00
  2538   0.605927E+02   0.300782E+01  -0.270080E+01   0.355305E+05   0.616951E+00
  2539   0.604311E+02   0.301249E+01  -0.273935E+01   0.354925E+05   0.647461E+00
  2540   0.602728E+02   0.301689E+01  -0.277815E+01   0.354546E+05   0.679986E+00
  2541   0.601178E+02   0.302104E+01  -0.281719E+01   0.354167E+05   0.714531E+00
  2542   0.599661E+02   0.302493E+01  -0.285645E+01   0.353788E+05   0.751103E+00
  2543   0.598177E+02   0.302856E+01  -0.289591E+01   0.353410E+05   0.789706E+00
  2544   0.596725E+02   0.303193E+01  -0.293555E+01   0.353033E+05   0.830348E+00
  2545   0.595306E+02   0.303505E+01  -0.297534E+01   0.352656E+05   0.873034E+00
  2546   0.593920E+02   0.303789E+01  -0.301527E+01   0.352279E+05   0.917769E+00
  2547   0.592566E+02   0.304047E+01  -0.305532E+01   0.351902E+05   0.964560E+00
  2548   0.591244E+02   0.304278E+01  -0.309547E+01   0.351527E+05   0.101341E+01
  2549   0.589954E+02   0.304483E+01  -0.313570E+01   0.351151E+05   0.106433E+01
  2550   0.588695E+02   0.304660E+01  -0.317598E+01   0.350776E+05   0.111733E+01
  2551   0.587468E+02   0.304810E+01  -0.321631E+01   0.350402E+05   0.117238E+01
  2552   0.586273E+02   0.304932E+01  -0.325665E+01   0.350028E+05   0.122944E+01
  2553   0.585109E+02   0.305026E+01  -0.329700E+01   0.349654E+05   0.128841E+01
  2554   0.583975E+02   0.305092E+01  -0.333732E+01   0.349281E+05   0.134923E+01
  2555   0.582873E+02   0.305130E+01  -0.337760E+01   0.348908E+05   0.141180E+01
  2556   0.581800E+02   0.305141E+01  -0.341783E+01   0.348536E+05   0.147605E+01
  2557   0.580759E+02   0.305124E+01  -0.345798E+01   0.348164E+05   0.154190E+01
  2558   0.579747E+02   0.305078E+01  -0.349802E+01   0.347792E+05   0.160927E+01
  2559   0.578765E+02   0.305005E+01  -0.353796E+01   0.347421E+05   0.167808E+01
  2560   0.577814E+02   0.304903E+01  -0.357776E+01   0.347051E+05   0.174825E+01
  2561   0.576891E+02   0.304773E+01  -0.361740E+01   0.346681E+05   0.181969E+01
  2562   0.575998E+02   0.304614E+01  -0.365688E+01   0.346311E+05   0.189234E+01
  2563   0.575133E+02   0.304427E+01  -0.369616E+01   0.345942E+05   0.196610E+01
  2564   0.574296E+02   0.304211E+01  -0.373523E+01   0.345573E+05   0.204090E+01
  2565   0.573487E+02   0.303967E+01  -0.377407E+01   0.345204E+05   0.211666E+01
  2566   0.572706E+02   0.303694E+01  -0.381267E+01   0.344836E+05   0.219330E+01
  2567   0.571952E+02   0.303393E+01  -0.385100E+01   0.344469E+05   0.227073E+01
  2568   0.571226E+02   0.303064E+01  -0.388905E+01   0.344102E+05   0.234889E+01
  2569   0.570526E+02   0.302706E+01  -0.392682E+01   0.343735E+05   0.242768E+01
  2570   0.569852E+02   0.302321E+01  -0.396426E+01   0.343369E+05   0.250703E+01
  2571   0.569205E+02   0.301908E+01  -0.400138E+01   0.343003E+05   0.258686E+01
  2572   0.568584E+02   0.301467E+01  -0.403816E+01   0.342637E+05   0.266709E+01
  2573   0.567987E+02   0.300999E+01  -0.407457E+01   0.342272E+05   0.274764E+01
  2574   0.567417E+02   0.300504E+01  -0.411061E+01   0.341908E+05   0.282842E+01
  2575   0.566870E+02   0.299982E+01  -0.414626E+01   0.341544E+05   0.290936E+01
  2576   0.566349E+02   0.299433E+01  -0.418150E+01   0.341180E+05   0.299038E+01
  2577   0.565850E+02   0.298857E+01  -0.421632E+01   0.340817E+05   0.307140E+01
  2578   0.565375E+02   0.298254E+01  -0.425070E+01   0.340454E+05   0.315233E+01
  2579   0.564922E+02   0.297625E+01  -0.428462E+01   0.340091E+05   0.323311E+01
  2580   0.564492E+02   0.296970E+01  -0.431809E+01   0.339729E+05   0.331364E+01
  2581   0.564084E+02   0.296289E+01  -0.435106E+01   0.339368E+05   0.339385E+01
  2582   0.563697E+02   0.295582E+01  -0.438355E+01   0.339007E+05   0.347366E+01
  2583   0.563332E+02   0.294849E+01  -0.441552E+01   0.338646E+05   0.355298E+01
  2584   0.562987E+02   0.294091E+01  -0.444698E+01   0.338286E+05   0.363175E+01
  2585   0.562662E+02   0.293308E+01  -0.447790E+01   0.337926E+05   0.370987E+01
  2586   0.562357E+02   0.292500E+01  -0.450828E+01   0.337566E+05   0.378727E+01
  2587   0.562071E+02   0.291668E+01  -0.453809E+01   0.337207E+05   0.386386E+01
  2588   0.561804E+02   0.290811E+01  -0.456733E+01   0.336849E+05   0.393958E+01
  2589   0.561555E+02   0.289931E+01  -0.459599E+01   0.336490E+05   0.401433E+01
  2590   0.561323E+02   0.289027E+01  -0.462406E+01   0.336133E+05   0.408804E+01
  2591   0.561109E+02   0.288100E+01  -0.465152E+01   0.335775E+05   0.416062E+01
  2592   0.560911E+02   0.287149E+01  -0.467836E+01   0.335418E+05   0.423201E+01
  2593   0.560729E+02   0.286174E+01  -0.470457E+01   0.335062E+05   0.430211E+01
  2594   0.560564E+02   0.285178E+01  -0.473014E+01   0.334705E+05   0.437085E+01
  2595   0.560412E+02   0.284159E+01  -0.475505E+01   0.334350E+05   0.443814E+01
  2596   0.560276E+02   0.283119E+01  -0.477931E+01   0.333994E+05   0.450391E+01
  2597   0.560154E+02   0.282057E+01  -0.480291E+01   0.333639E+05   0.456808E+01
  2598   0.560044E+02   0.280974E+01  -0.482582E+01   0.333285E+05   0.463057E+01
  2599   0.559949E+02   0.279869E+01  -0.484806E+01   0.332931E+05   0.469130E+01
  2600   0.559865E+02   0.278745E+01  -0.486960E+01   0.332577E+05   0.475018E+01
  2601   0.559795E+02   0.277601E+01  -0.489044E+01   0.332224E+05   0.480716E+01
  2602   0.559734E+02   0.276438E+01  -0.491057E+01   0.331871E+05   0.486227E+01
  2603   0.559686E+02   0.275255E+01  -0.492999E+01   0.331519E+05   0.491557E+01
  2604   0.559648E+02   0.274054E+01  -0.494869E+01   0.331167E+05   0.496710E+01
  2605   0.559620E+02   0.272834E+01  -0.496664E+01   0.330815E+05   0.501692E+01
  2606   0.559600E+02   0.271596E+01  -0.498387E+01   0.330464E+05   0.506509E+01
  2607   0.559589E+02   0.270341E+01  -0.500033E+01   0.330113E+05   0.511165E+01
  2608   0.559587E+02   0.269068E+01  -0.501605E+01   0.329762E+05   0.515666E+01
  2609   0.559592E+02   0.267779E+01  -0.503099E+01   0.329412E+05   0.520017E+01
  2610   0.559605E+02   0.266472E+01  -0.504518E+01   0.329063E+05   0.524224E+01
  2611   0.559624E+02   0.265150E+01  -0.505859E+01   0.328714E+05   0.528292E+01
  2612   0.559649E+02   0.263812E+01  -0.507122E+01   0.328365E+05   0.532225E+01
  2613   0.559679E+02   0.262459E+01  -0.508308E+01   0.328016E+05   0.536031E+01
  2614   0.559715E+02   0.261091E+01  -0.509415E+01   0.327668E+05   0.539713E+01
  2615   0.559755E+02   0.259709E+01  -0.510442E+01   0.327321E+05   0.543278E+01
  2616   0.559799E+02   0.258313E+01  -0.511390E+01   0.326974E+05   0.546729E+01
  2617   0.559846E+02   0.256903E+01  -0.512259E+01   0.326627E+05   0.550074E+01
  2618   0.559896E+02   0.255481E+01  -0.513048E+01   0.326280E+05   0.553317E+01
  2619   0.559949E+02   0.254045E+01  -0.513756E+01   0.325934E+05   0.556463E+01
  2620   0.560004E+02   0.252598E+01  -0.514385E+01   0.325589E+05   0.559518E+01
  2621   0.560060E+02   0.251140E+01  -0.514933E+01   0.325244E+05   0.562487E+01
  2622   0.560117E+02   0.249670E+01  -0.515401E+01   0.324899E+05   0.565375E+01
  2623   0.560174E+02   0.248190E+01  -0.515788E+01   0.324554E+05   0.568188E+01
  2624   0.560232E+02   0.246700E+01  -0.516094E+01   0.324210E+05   0.570931E+01
  2625   0.560288E+02   0.245199E+01  -0.516320E+01   0.323867E+05   0.573609E+01
  2626   0.560343E+02   0.243690E+01  -0.516465E+01   0.323524E+05   0.576228E+01
  2627   0.560397E+02   0.242172E+01  -0.516528E+01   0.323181E+05   0.578793E+01
  2628   0.560448E+02   0.240645E+01  -0.516511E+01   0.322838E+05   0.581309E+01
  2629   0.560497E+02   0.239111E+01  -0.516413E+01   0.322496E+05   0.583782E+01
  2630   0.560541E+02   0.237569E+01  -0.516234E+01   0.322155E+05   0.586217E+01
  2631   0.560583E+02   0.236019E+01  -0.515974E+01   0.321813E+05   0.588619E+01
  2632   0.560620E+02   0.234464E+01  -0.515635E+01   0.321472E+05   0.590993E+01
  2633   0.560653E+02   0.232903E+01  -0.515217E+01   0.321132E+05   0.593345E+01
  2634   0.560680E+02   0.231337E+01  -0.514719E+01   0.320792E+05   0.595681E+01
  2635   0.560703E+02   0.229766E+01  -0.514142E+01   0.320452E+05   0.598005E+01
  2636   0.560720E+02   0.228191E+01  -0.513487E+01   0.320113E+05   0.600322E+01
  2637   0.560731E+02   0.226613E+01  -0.512754E+01   0.319774E+05   0.602639E+01
  2638   0.560734E+02   0.225030E+01  -0.511944E+01   0.319435E+05   0.604961E+01
  2639   0.560732E+02   0.223446E+01  -0.511056E+01   0.319097E+05   0.607292E+01
  2640   0.560721E+02   0.221859E+01  -0.510092E+01   0.318760E+05   0.609638E+01
  2641   0.560703E+02   0.220270E+01  -0.509051E+01   0.318422E+05   0.612004E+01
  2642   0.560676E+02   0.218680E+01  -0.507933E+01   0.318085E+05   0.614396E+01
  2643   0.560640E+02   0.217088E+01  -0.506740E+01   0.317749E+05   0.616820E+01
  2644   0.560594E+02   0.215496E+01  -0.505472E+01   0.317412E+05   0.619279E+01
  2645   0.560539E+02   0.213904E+01  -0.504130E+01   0.317077E+05   0.621780E+01
  2646   0.560473E+02   0.212311E+01  -0.502713E+01   0.316741E+05   0.624328E+01
  2647   0.560398E+02   0.210720E+01  -0.501224E+01   0.316406E+05   0.626929E+01
  2648   0.560311E+02   0.209131E+01  -0.499662E+01   0.316071E+05   0.629587E+01
  2649   0.560213E+02   0.207543E+01  -0.498028E+01   0.315737E+05   0.632308E+01
  2650   0.560104E+02   0.205957E+01  -0.496323E+01   0.315403E+05   0.635097E+01
  2651   0.559983E+02   0.204374E+01  -0.494548E+01   0.315070E+05   0.637957E+01
  2652   0.559848E+02   0.202794E+01  -0.492703E+01   0.314736E+05   0.640881E+01
  2653   0.559701E+02   0.201217E+01  -0.490789E+01   0.314404E+05   0.643858E+01
  2654   0.559541E+02   0.199644E+01  -0.488806E+01   0.314071E+05   0.646879E+01
  2655   0.559367E+02   0.198075E+01  -0.486757E+01   0.313739E+05   0.649933E+01
  2656   0.559179E+02   0.196512E+01  -0.484639E+01   0.313408E+05   0.653011E+01
  2657   0.558976E+02   0.194953E+01  -0.482455E+01   0.313076E+05   0.656101E+01
