#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.280423E+00   0.126763E+06   0.123591E+06   0.869921E+00   0.776936E+00   0.000000E+00   0.126273E+06   0.126273E+06   0.126273E+06  -0.207936E-01   0.125673E+06   0.125535E+06   0.243892E+00
   0.285823E+00   0.122912E+06   0.119732E+06   0.811809E+00   0.725038E+00   0.000000E+00   0.122421E+06   0.122421E+06   0.122421E+06  -0.201593E-01   0.121840E+06   0.121701E+06   0.239956E+00
   0.291222E+00   0.119314E+06   0.116154E+06   0.759015E+00   0.677887E+00   0.000000E+00   0.118826E+06   0.118826E+06   0.118826E+06  -0.195673E-01   0.118262E+06   0.118125E+06   0.233577E+00
   0.296622E+00   0.116028E+06   0.112928E+06   0.711456E+00   0.635412E+00   0.000000E+00   0.115550E+06   0.115550E+06   0.115550E+06  -0.190277E-01   0.115001E+06   0.114867E+06   0.224324E+00
   0.302021E+00   0.113053E+06   0.110052E+06   0.668672E+00   0.597201E+00   0.000000E+00   0.112590E+06   0.112590E+06   0.112590E+06  -0.185403E-01   0.112056E+06   0.111926E+06   0.212687E+00
   0.307421E+00   0.110338E+06   0.107460E+06   0.629938E+00   0.562606E+00   0.000000E+00   0.109894E+06   0.109894E+06   0.109894E+06  -0.180963E-01   0.109372E+06   0.109248E+06   0.199773E+00
   0.312820E+00   0.107807E+06   0.105062E+06   0.594490E+00   0.530946E+00   0.000000E+00   0.107384E+06   0.107384E+06   0.107384E+06  -0.176830E-01   0.106873E+06   0.106755E+06   0.186909E+00
   0.318219E+00   0.105389E+06   0.102769E+06   0.561659E+00   0.501624E+00   0.000000E+00   0.104985E+06   0.104985E+06   0.104985E+06  -0.172879E-01   0.104485E+06   0.104373E+06   0.175277E+00
   0.323619E+00   0.103019E+06   0.100503E+06   0.530898E+00   0.474151E+00   0.000000E+00   0.102630E+06   0.102630E+06   0.102630E+06  -0.169003E-01   0.102142E+06   0.102034E+06   0.165637E+00
   0.329018E+00   0.100649E+06   0.982098E+05   0.501818E+00   0.448178E+00   0.000000E+00   0.100273E+06   0.100273E+06   0.100273E+06  -0.165120E-01   0.997950E+05   0.996900E+05   0.158225E+00
   0.334418E+00   0.982639E+05   0.958749E+05   0.474226E+00   0.423536E+00   0.000000E+00   0.978952E+05   0.978952E+05   0.978952E+05  -0.161205E-01   0.974289E+05   0.973259E+05   0.152790E+00
   0.339817E+00   0.958807E+05   0.935221E+05   0.448115E+00   0.400216E+00   0.000000E+00   0.955167E+05   0.955167E+05   0.955167E+05  -0.157288E-01   0.950620E+05   0.949601E+05   0.148746E+00
   0.345217E+00   0.935363E+05   0.911975E+05   0.423560E+00   0.378287E+00   0.000000E+00   0.931754E+05   0.931754E+05   0.931754E+05  -0.153433E-01   0.927321E+05   0.926308E+05   0.145366E+00
   0.350616E+00   0.912678E+05   0.889485E+05   0.400629E+00   0.357807E+00   0.000000E+00   0.909099E+05   0.909099E+05   0.909099E+05  -0.149702E-01   0.904776E+05   0.903772E+05   0.141974E+00
   0.356015E+00   0.891045E+05   0.868124E+05   0.379338E+00   0.338792E+00   0.000000E+00   0.887507E+05   0.887507E+05   0.887507E+05  -0.146147E-01   0.883289E+05   0.882297E+05   0.138100E+00
   0.361415E+00   0.870652E+05   0.848124E+05   0.359655E+00   0.321213E+00   0.000000E+00   0.867175E+05   0.867175E+05   0.867175E+05  -0.142799E-01   0.863054E+05   0.862081E+05   0.133542E+00
   0.366814E+00   0.851552E+05   0.829542E+05   0.341488E+00   0.304987E+00   0.000000E+00   0.848155E+05   0.848155E+05   0.848155E+05  -0.139667E-01   0.844124E+05   0.843175E+05   0.128363E+00
   0.372214E+00   0.833630E+05   0.812232E+05   0.324682E+00   0.289978E+00   0.000000E+00   0.830328E+05   0.830328E+05   0.830328E+05  -0.136731E-01   0.826380E+05   0.825458E+05   0.122819E+00
   0.377613E+00   0.816643E+05   0.795898E+05   0.309049E+00   0.276016E+00   0.000000E+00   0.813441E+05   0.813441E+05   0.813441E+05  -0.133950E-01   0.809572E+05   0.808680E+05   0.117255E+00
   0.383013E+00   0.800318E+05   0.780209E+05   0.294406E+00   0.262937E+00   0.000000E+00   0.797215E+05   0.797215E+05   0.797215E+05  -0.131278E-01   0.793421E+05   0.792556E+05   0.112006E+00
   0.388412E+00   0.784426E+05   0.764891E+05   0.280604E+00   0.250610E+00   0.000000E+00   0.781411E+05   0.781411E+05   0.781411E+05  -0.128676E-01   0.777692E+05   0.776851E+05   0.107320E+00
   0.393811E+00   0.768796E+05   0.749743E+05   0.267529E+00   0.238933E+00   0.000000E+00   0.765856E+05   0.765856E+05   0.765856E+05  -0.126114E-01   0.762210E+05   0.761390E+05   0.103306E+00
   0.399211E+00   0.753330E+05   0.734663E+05   0.255103E+00   0.227836E+00   0.000000E+00   0.750449E+05   0.750449E+05   0.750449E+05  -0.123577E-01   0.746877E+05   0.746072E+05   0.999331E-01
   0.404610E+00   0.738031E+05   0.719670E+05   0.243293E+00   0.217287E+00   0.000000E+00   0.735197E+05   0.735197E+05   0.735197E+05  -0.121066E-01   0.731698E+05   0.730906E+05   0.970657E-01
   0.410010E+00   0.723001E+05   0.704897E+05   0.232096E+00   0.207287E+00   0.000000E+00   0.720207E+05   0.720207E+05   0.720207E+05  -0.118597E-01   0.716781E+05   0.715999E+05   0.945114E-01
   0.415409E+00   0.708376E+05   0.690510E+05   0.221521E+00   0.197843E+00   0.000000E+00   0.705619E+05   0.705619E+05   0.705619E+05  -0.116195E-01   0.702263E+05   0.701491E+05   0.920753E-01
   0.420809E+00   0.694250E+05   0.676636E+05   0.211562E+00   0.188949E+00   0.000000E+00   0.691532E+05   0.691532E+05   0.691532E+05  -0.113875E-01   0.688243E+05   0.687483E+05   0.896029E-01
   0.426208E+00   0.680676E+05   0.663344E+05   0.202200E+00   0.180588E+00   0.000000E+00   0.678001E+05   0.678001E+05   0.678001E+05  -0.111647E-01   0.674777E+05   0.674029E+05   0.870082E-01
   0.431607E+00   0.667685E+05   0.650673E+05   0.193409E+00   0.172736E+00   0.000000E+00   0.665060E+05   0.665060E+05   0.665060E+05  -0.109516E-01   0.661897E+05   0.661164E+05   0.842799E-01
   0.437007E+00   0.655274E+05   0.638613E+05   0.185154E+00   0.165364E+00   0.000000E+00   0.652702E+05   0.652702E+05   0.652702E+05  -0.107481E-01   0.649598E+05   0.648880E+05   0.814684E-01
   0.442406E+00   0.643372E+05   0.627079E+05   0.177384E+00   0.158424E+00   0.000000E+00   0.640858E+05   0.640858E+05   0.640858E+05  -0.105531E-01   0.637810E+05   0.637108E+05   0.786594E-01
   0.447806E+00   0.631871E+05   0.615944E+05   0.170041E+00   0.151866E+00   0.000000E+00   0.629413E+05   0.629413E+05   0.629413E+05  -0.103646E-01   0.626419E+05   0.625733E+05   0.759459E-01
   0.453205E+00   0.620679E+05   0.605099E+05   0.163076E+00   0.145645E+00   0.000000E+00   0.618275E+05   0.618275E+05   0.618275E+05  -0.101812E-01   0.615333E+05   0.614662E+05   0.734046E-01
   0.458605E+00   0.609743E+05   0.594479E+05   0.156454E+00   0.139731E+00   0.000000E+00   0.607387E+05   0.607387E+05   0.607387E+05  -0.100019E-01   0.604497E+05   0.603840E+05   0.710801E-01
   0.464004E+00   0.599026E+05   0.584044E+05   0.150148E+00   0.134099E+00   0.000000E+00   0.596714E+05   0.596714E+05   0.596714E+05  -0.982615E-02   0.593874E+05   0.593229E+05   0.689786E-01
   0.469403E+00   0.588499E+05   0.573767E+05   0.144135E+00   0.128729E+00   0.000000E+00   0.586226E+05   0.586226E+05   0.586226E+05  -0.965344E-02   0.583436E+05   0.582801E+05   0.670724E-01
   0.474803E+00   0.578166E+05   0.563659E+05   0.138401E+00   0.123607E+00   0.000000E+00   0.575927E+05   0.575927E+05   0.575927E+05  -0.948385E-02   0.573187E+05   0.572561E+05   0.653119E-01
   0.480202E+00   0.568066E+05   0.553772E+05   0.132940E+00   0.118731E+00   0.000000E+00   0.565860E+05   0.565860E+05   0.565860E+05  -0.931807E-02   0.563168E+05   0.562551E+05   0.636415E-01
   0.485602E+00   0.558246E+05   0.544162E+05   0.127752E+00   0.114097E+00   0.000000E+00   0.556073E+05   0.556073E+05   0.556073E+05  -0.915690E-02   0.553428E+05   0.552820E+05   0.620122E-01
   0.491001E+00   0.548728E+05   0.534858E+05   0.122826E+00   0.109698E+00   0.000000E+00   0.546588E+05   0.546588E+05   0.546588E+05  -0.900072E-02   0.543988E+05   0.543390E+05   0.603904E-01
   0.496401E+00   0.539509E+05   0.525861E+05   0.118149E+00   0.105521E+00   0.000000E+00   0.537403E+05   0.537403E+05   0.537403E+05  -0.884947E-02   0.534847E+05   0.534258E+05   0.587619E-01
   0.501800E+00   0.530583E+05   0.517165E+05   0.113708E+00   0.101554E+00   0.000000E+00   0.528512E+05   0.528512E+05   0.528512E+05  -0.870306E-02   0.525998E+05   0.525420E+05   0.571316E-01
   0.507199E+00   0.521942E+05   0.508759E+05   0.109488E+00   0.977848E-01   0.000000E+00   0.519908E+05   0.519908E+05   0.519908E+05  -0.856137E-02   0.517435E+05   0.516867E+05   0.555184E-01
   0.512599E+00   0.513563E+05   0.500615E+05   0.105473E+00   0.941994E-01   0.000000E+00   0.511565E+05   0.511565E+05   0.511565E+05  -0.842399E-02   0.509131E+05   0.508573E+05   0.539464E-01
   0.517998E+00   0.505404E+05   0.492685E+05   0.101646E+00   0.907811E-01   0.000000E+00   0.503441E+05   0.503441E+05   0.503441E+05  -0.829022E-02   0.501046E+05   0.500499E+05   0.524380E-01
   0.523398E+00   0.497431E+05   0.484930E+05   0.979894E-01   0.875155E-01   0.000000E+00   0.495502E+05   0.495502E+05   0.495502E+05  -0.815948E-02   0.493144E+05   0.492606E+05   0.510084E-01
   0.528797E+00   0.489628E+05   0.477331E+05   0.944928E-01   0.843926E-01   0.000000E+00   0.487730E+05   0.487730E+05   0.487730E+05  -0.803149E-02   0.485409E+05   0.484880E+05   0.496638E-01
   0.534197E+00   0.481989E+05   0.469885E+05   0.911478E-01   0.814052E-01   0.000000E+00   0.480121E+05   0.480121E+05   0.480121E+05  -0.790620E-02   0.477837E+05   0.477315E+05   0.484005E-01
   0.539596E+00   0.474511E+05   0.462587E+05   0.879465E-01   0.785461E-01   0.000000E+00   0.472671E+05   0.472671E+05   0.472671E+05  -0.778352E-02   0.470422E+05   0.469908E+05   0.472067E-01
   0.544995E+00   0.467189E+05   0.455438E+05   0.848819E-01   0.758090E-01   0.000000E+00   0.465375E+05   0.465375E+05   0.465375E+05  -0.766338E-02   0.463161E+05   0.462655E+05   0.460668E-01
   0.550395E+00   0.460031E+05   0.448447E+05   0.819492E-01   0.731898E-01   0.000000E+00   0.458244E+05   0.458244E+05   0.458244E+05  -0.754594E-02   0.456064E+05   0.455565E+05   0.449654E-01
   0.555794E+00   0.453053E+05   0.441634E+05   0.791453E-01   0.706856E-01   0.000000E+00   0.451291E+05   0.451291E+05   0.451291E+05  -0.743145E-02   0.449144E+05   0.448652E+05   0.438905E-01
   0.561194E+00   0.446258E+05   0.435005E+05   0.764652E-01   0.682920E-01   0.000000E+00   0.444522E+05   0.444522E+05   0.444522E+05  -0.731998E-02   0.442407E+05   0.441922E+05   0.428348E-01
   0.566593E+00   0.439639E+05   0.428552E+05   0.739022E-01   0.660029E-01   0.000000E+00   0.437928E+05   0.437928E+05   0.437928E+05  -0.721141E-02   0.435845E+05   0.435367E+05   0.417959E-01
   0.571993E+00   0.433186E+05   0.422265E+05   0.714492E-01   0.638121E-01   0.000000E+00   0.431501E+05   0.431501E+05   0.431501E+05  -0.710556E-02   0.429448E+05   0.428978E+05   0.407762E-01
   0.577392E+00   0.426894E+05   0.416138E+05   0.691009E-01   0.617148E-01   0.000000E+00   0.425234E+05   0.425234E+05   0.425234E+05  -0.700238E-02   0.423211E+05   0.422748E+05   0.397811E-01
   0.582791E+00   0.420758E+05   0.410163E+05   0.668516E-01   0.597060E-01   0.000000E+00   0.419123E+05   0.419123E+05   0.419123E+05  -0.690173E-02   0.417129E+05   0.416672E+05   0.388165E-01
   0.588191E+00   0.414760E+05   0.404324E+05   0.646946E-01   0.577795E-01   0.000000E+00   0.413150E+05   0.413150E+05   0.413150E+05  -0.680338E-02   0.411184E+05   0.410735E+05   0.378871E-01
   0.593590E+00   0.408887E+05   0.398603E+05   0.626236E-01   0.559299E-01   0.000000E+00   0.407300E+05   0.407300E+05   0.407300E+05  -0.670705E-02   0.405362E+05   0.404919E+05   0.369952E-01
   0.598990E+00   0.403133E+05   0.392995E+05   0.606343E-01   0.541532E-01   0.000000E+00   0.401569E+05   0.401569E+05   0.401569E+05  -0.661267E-02   0.399658E+05   0.399222E+05   0.361407E-01
   0.604389E+00   0.397500E+05   0.387503E+05   0.587235E-01   0.524467E-01   0.000000E+00   0.395957E+05   0.395957E+05   0.395957E+05  -0.652026E-02   0.394073E+05   0.393643E+05   0.353214E-01
   0.609789E+00   0.391985E+05   0.382124E+05   0.568877E-01   0.508071E-01   0.000000E+00   0.390463E+05   0.390463E+05   0.390463E+05  -0.642979E-02   0.388605E+05   0.388180E+05   0.345330E-01
   0.615188E+00   0.386582E+05   0.376853E+05   0.551230E-01   0.492310E-01   0.000000E+00   0.385081E+05   0.385081E+05   0.385081E+05  -0.634116E-02   0.383249E+05   0.382830E+05   0.337708E-01
   0.620587E+00   0.381292E+05   0.371693E+05   0.534267E-01   0.477160E-01   0.000000E+00   0.379810E+05   0.379810E+05   0.379810E+05  -0.625438E-02   0.378004E+05   0.377590E+05   0.330303E-01
   0.625987E+00   0.376119E+05   0.366647E+05   0.517965E-01   0.462601E-01   0.000000E+00   0.374657E+05   0.374657E+05   0.374657E+05  -0.616952E-02   0.372875E+05   0.372467E+05   0.323085E-01
   0.631386E+00   0.371064E+05   0.361719E+05   0.502302E-01   0.448611E-01   0.000000E+00   0.369622E+05   0.369622E+05   0.369622E+05  -0.608660E-02   0.367864E+05   0.367461E+05   0.316038E-01
   0.680140E+00   0.329954E+05   0.321652E+05   0.384914E-01   0.343772E-01   0.000000E+00   0.328673E+05   0.328673E+05   0.328673E+05  -0.541229E-02   0.327109E+05   0.326752E+05   0.260577E-01
   0.732659E+00   0.293164E+05   0.285788E+05   0.294723E-01   0.263221E-01   0.000000E+00   0.292025E+05   0.292025E+05   0.292025E+05  -0.480881E-02   0.290636E+05   0.290319E+05   0.214851E-01
   0.789233E+00   0.260292E+05   0.253743E+05   0.225506E-01   0.201402E-01   0.000000E+00   0.259281E+05   0.259281E+05   0.259281E+05  -0.426961E-02   0.258048E+05   0.257766E+05   0.177041E-01
   0.811282E+00   0.249035E+05   0.242770E+05   0.204185E-01   0.182360E-01   0.000000E+00   0.248068E+05   0.248068E+05   0.248068E+05  -0.408496E-02   0.246887E+05   0.246618E+05   0.164746E-01
   0.100425E+01   0.176285E+05   0.171852E+05   0.943288E-02   0.842461E-02   0.000000E+00   0.175601E+05   0.175601E+05   0.175601E+05  -0.289164E-02   0.174765E+05   0.174575E+05   0.941052E-02
   0.124311E+01   0.124169E+05   0.121047E+05   0.433618E-02   0.387269E-02   0.000000E+00   0.123687E+05   0.123687E+05   0.123687E+05  -0.203677E-02   0.123099E+05   0.122965E+05   0.534751E-02
   0.153878E+01   0.870688E+04   0.848801E+04   0.198436E-02   0.177225E-02   0.000000E+00   0.867310E+04   0.867310E+04   0.867310E+04  -0.142821E-02   0.863184E+04   0.862246E+04   0.302381E-02
   0.190478E+01   0.608048E+04   0.592765E+04   0.904398E-03   0.807728E-03   0.000000E+00   0.605689E+04   0.605689E+04   0.605689E+04  -0.997395E-03   0.602807E+04   0.602154E+04   0.170169E-02
   0.235783E+01   0.423062E+04   0.412430E+04   0.410667E-03   0.366771E-03   0.000000E+00   0.421421E+04   0.421421E+04   0.421421E+04  -0.693959E-03   0.419416E+04   0.418963E+04   0.953026E-03
   0.291864E+01   0.293362E+04   0.285990E+04   0.185846E-03   0.165981E-03   0.000000E+00   0.292224E+04   0.292224E+04   0.292224E+04  -0.481208E-03   0.290834E+04   0.290521E+04   0.530996E-03
   0.361284E+01   0.202798E+04   0.197702E+04   0.838451E-04   0.748828E-04   0.000000E+00   0.202011E+04   0.202011E+04   0.202011E+04  -0.332654E-03   0.201050E+04   0.200836E+04   0.294125E-03
   0.447215E+01   0.139797E+04   0.136283E+04   0.377204E-04   0.336884E-04   0.000000E+00   0.139255E+04   0.139255E+04   0.139255E+04  -0.229312E-03   0.138592E+04   0.138446E+04   0.161754E-03
   0.553586E+01   0.961182E+03   0.937022E+03   0.169258E-04   0.151165E-04   0.000000E+00   0.957454E+03   0.957454E+03   0.957454E+03  -0.157665E-03   0.952897E+03   0.951914E+03   0.881204E-04
   0.685256E+01   0.659294E+03   0.642717E+03   0.757683E-05   0.676689E-05   0.000000E+00   0.656736E+03   0.656736E+03   0.656736E+03  -0.108145E-03   0.653610E+03   0.652956E+03   0.473697E-04
   0.848245E+01   0.451231E+03   0.439879E+03   0.338433E-05   0.302254E-05   0.000000E+00   0.449479E+03   0.449479E+03   0.449479E+03  -0.740161E-04   0.447339E+03   0.446912E+03   0.249569E-04
   0.105000E+02   0.308202E+03   0.300442E+03   0.150861E-05   0.134732E-05   0.000000E+00   0.307005E+03   0.307005E+03   0.307005E+03  -0.505548E-04   0.305543E+03   0.305273E+03   0.127287E-04
