#    L    TT             EE             BB             TE          
  2209   0.132435E+03   0.575097E+01   0.366251E-01  -0.360458E+01
  2210   0.131973E+03   0.575832E+01   0.365776E-01  -0.364622E+01
  2211   0.131515E+03   0.576537E+01   0.365303E-01  -0.368869E+01
  2212   0.131062E+03   0.577209E+01   0.364831E-01  -0.373195E+01
  2213   0.130615E+03   0.577848E+01   0.364360E-01  -0.377597E+01
  2214   0.130173E+03   0.578455E+01   0.363889E-01  -0.382074E+01
  2215   0.129735E+03   0.579029E+01   0.363420E-01  -0.386622E+01
  2216   0.129303E+03   0.579568E+01   0.362952E-01  -0.391238E+01
  2217   0.128877E+03   0.580073E+01   0.362484E-01  -0.395919E+01
  2218   0.128455E+03   0.580544E+01   0.362018E-01  -0.400663E+01
  2219   0.128039E+03   0.580981E+01   0.361553E-01  -0.405466E+01
  2220   0.127628E+03   0.581382E+01   0.361089E-01  -0.410327E+01
  2221   0.127222E+03   0.581748E+01   0.360625E-01  -0.415243E+01
  2222   0.126822E+03   0.582079E+01   0.360163E-01  -0.420209E+01
  2223   0.126427E+03   0.582374E+01   0.359702E-01  -0.425224E+01
  2224   0.126037E+03   0.582632E+01   0.359242E-01  -0.430285E+01
  2225   0.125653E+03   0.582854E+01   0.358783E-01  -0.435390E+01
  2226   0.125274E+03   0.583039E+01   0.358326E-01  -0.440536E+01
  2227   0.124900E+03   0.583186E+01   0.357869E-01  -0.445719E+01
  2228   0.124532E+03   0.583296E+01   0.357413E-01  -0.450937E+01
  2229   0.124168E+03   0.583368E+01   0.356959E-01  -0.456188E+01
  2230   0.123810E+03   0.583401E+01   0.356506E-01  -0.461468E+01
  2231   0.123457E+03   0.583396E+01   0.356054E-01  -0.466776E+01
  2232   0.123110E+03   0.583353E+01   0.355603E-01  -0.472107E+01
  2233   0.122767E+03   0.583272E+01   0.355153E-01  -0.477460E+01
  2234   0.122430E+03   0.583152E+01   0.354704E-01  -0.482831E+01
  2235   0.122098E+03   0.582995E+01   0.354257E-01  -0.488218E+01
  2236   0.121771E+03   0.582800E+01   0.353810E-01  -0.493617E+01
  2237   0.121450E+03   0.582567E+01   0.353365E-01  -0.499027E+01
  2238   0.121134E+03   0.582296E+01   0.352921E-01  -0.504443E+01
  2239   0.120822E+03   0.581987E+01   0.352478E-01  -0.509865E+01
  2240   0.120516E+03   0.581641E+01   0.352037E-01  -0.515290E+01
  2241   0.120215E+03   0.581256E+01   0.351597E-01  -0.520714E+01
  2242   0.119919E+03   0.580832E+01   0.351158E-01  -0.526136E+01
  2243   0.119628E+03   0.580371E+01   0.350720E-01  -0.531552E+01
  2244   0.119342E+03   0.579871E+01   0.350283E-01  -0.536961E+01
  2245   0.119061E+03   0.579332E+01   0.349848E-01  -0.542359E+01
  2246   0.118784E+03   0.578755E+01   0.349413E-01  -0.547746E+01
  2247   0.118513E+03   0.578141E+01   0.348980E-01  -0.553117E+01
  2248   0.118246E+03   0.577488E+01   0.348549E-01  -0.558471E+01
  2249   0.117984E+03   0.576797E+01   0.348118E-01  -0.563806E+01
  2250   0.117727E+03   0.576069E+01   0.347689E-01  -0.569117E+01
  2251   0.117475E+03   0.575303E+01   0.347261E-01  -0.574405E+01
  2252   0.117227E+03   0.574499E+01   0.346834E-01  -0.579666E+01
  2253   0.116983E+03   0.573658E+01   0.346409E-01  -0.584896E+01
  2254   0.116744E+03   0.572780E+01   0.345985E-01  -0.590096E+01
  2255   0.116509E+03   0.571863E+01   0.345562E-01  -0.595262E+01
  2256   0.116279E+03   0.570908E+01   0.345140E-01  -0.600392E+01
  2257   0.116054E+03   0.569916E+01   0.344720E-01  -0.605482E+01
  2258   0.115833E+03   0.568887E+01   0.344301E-01  -0.610533E+01
  2259   0.115616E+03   0.567820E+01   0.343883E-01  -0.615540E+01
  2260   0.115403E+03   0.566716E+01   0.343467E-01  -0.620502E+01
  2261   0.115195E+03   0.565575E+01   0.343051E-01  -0.625416E+01
  2262   0.114990E+03   0.564400E+01   0.342637E-01  -0.630282E+01
  2263   0.114789E+03   0.563189E+01   0.342224E-01  -0.635096E+01
  2264   0.114593E+03   0.561944E+01   0.341813E-01  -0.639856E+01
  2265   0.114400E+03   0.560664E+01   0.341403E-01  -0.644561E+01
  2266   0.114212E+03   0.559350E+01   0.340994E-01  -0.649211E+01
  2267   0.114027E+03   0.558003E+01   0.340586E-01  -0.653797E+01
  2268   0.113846E+03   0.556622E+01   0.340179E-01  -0.658323E+01
  2269   0.113668E+03   0.555209E+01   0.339774E-01  -0.662784E+01
  2270   0.113495E+03   0.553763E+01   0.339370E-01  -0.667188E+01
  2271   0.113325E+03   0.552284E+01   0.338967E-01  -0.671521E+01
  2272   0.113158E+03   0.550773E+01   0.338566E-01  -0.675785E+01
  2273   0.112995E+03   0.549230E+01   0.338165E-01  -0.679982E+01
  2274   0.112836E+03   0.547656E+01   0.337766E-01  -0.684105E+01
  2275   0.112679E+03   0.546052E+01   0.337368E-01  -0.688156E+01
  2276   0.112526E+03   0.544417E+01   0.336971E-01  -0.692136E+01
  2277   0.112376E+03   0.542753E+01   0.336576E-01  -0.696038E+01
  2278   0.112228E+03   0.541061E+01   0.336181E-01  -0.699863E+01
  2279   0.112085E+03   0.539339E+01   0.335788E-01  -0.703614E+01
  2280   0.111944E+03   0.537590E+01   0.335396E-01  -0.707283E+01
  2281   0.111806E+03   0.535813E+01   0.335005E-01  -0.710865E+01
  2282   0.111671E+03   0.534009E+01   0.334615E-01  -0.714367E+01
  2283   0.111538E+03   0.532178E+01   0.334226E-01  -0.717792E+01
  2284   0.111409E+03   0.530320E+01   0.333838E-01  -0.721124E+01
  2285   0.111281E+03   0.528437E+01   0.333452E-01  -0.724373E+01
  2286   0.111157E+03   0.526527E+01   0.333066E-01  -0.727531E+01
  2287   0.111035E+03   0.524594E+01   0.332682E-01  -0.730608E+01
  2288   0.110916E+03   0.522635E+01   0.332298E-01  -0.733589E+01
  2289   0.110798E+03   0.520653E+01   0.331916E-01  -0.736483E+01
  2290   0.110684E+03   0.518648E+01   0.331535E-01  -0.739282E+01
  2291   0.110571E+03   0.516622E+01   0.331154E-01  -0.741996E+01
  2292   0.110461E+03   0.514574E+01   0.330775E-01  -0.744617E+01
  2293   0.110352E+03   0.512506E+01   0.330397E-01  -0.747139E+01
  2294   0.110246E+03   0.510417E+01   0.330020E-01  -0.749577E+01
  2295   0.110142E+03   0.508309E+01   0.329643E-01  -0.751910E+01
  2296   0.110039E+03   0.506182E+01   0.329268E-01  -0.754153E+01
  2297   0.109938E+03   0.504037E+01   0.328893E-01  -0.756299E+01
  2298   0.109839E+03   0.501873E+01   0.328520E-01  -0.758357E+01
  2299   0.109743E+03   0.499692E+01   0.328147E-01  -0.760312E+01
  2300   0.109647E+03   0.497494E+01   0.327775E-01  -0.762163E+01
  2301   0.109553E+03   0.495279E+01   0.327405E-01  -0.763928E+01
  2302   0.109460E+03   0.493049E+01   0.327035E-01  -0.765583E+01
  2303   0.109368E+03   0.490803E+01   0.326666E-01  -0.767152E+01
  2304   0.109279E+03   0.488543E+01   0.326297E-01  -0.768611E+01
  2305   0.109190E+03   0.486269E+01   0.325930E-01  -0.769976E+01
  2306   0.109102E+03   0.483981E+01   0.325564E-01  -0.771240E+01
  2307   0.109016E+03   0.481681E+01   0.325198E-01  -0.772402E+01
  2308   0.108930E+03   0.479369E+01   0.324833E-01  -0.773463E+01
  2309   0.108845E+03   0.477045E+01   0.324469E-01  -0.774423E+01
  2310   0.108762E+03   0.474711E+01   0.324105E-01  -0.775289E+01
  2311   0.108679E+03   0.472366E+01   0.323743E-01  -0.776053E+01
  2312   0.108597E+03   0.470012E+01   0.323381E-01  -0.776707E+01
  2313   0.108515E+03   0.467648E+01   0.323020E-01  -0.777268E+01
  2314   0.108434E+03   0.465277E+01   0.322660E-01  -0.777733E+01
  2315   0.108354E+03   0.462898E+01   0.322300E-01  -0.778089E+01
  2316   0.108274E+03   0.460512E+01   0.321941E-01  -0.778350E+01
  2317   0.108195E+03   0.458121E+01   0.321583E-01  -0.778508E+01
  2318   0.108115E+03   0.455722E+01   0.321226E-01  -0.778563E+01
  2319   0.108036E+03   0.453319E+01   0.320869E-01  -0.778522E+01
  2320   0.107957E+03   0.450910E+01   0.320513E-01  -0.778384E+01
  2321   0.107879E+03   0.448498E+01   0.320158E-01  -0.778142E+01
  2322   0.107800E+03   0.446083E+01   0.319803E-01  -0.777803E+01
  2323   0.107721E+03   0.443664E+01   0.319449E-01  -0.777366E+01
  2324   0.107642E+03   0.441244E+01   0.319095E-01  -0.776831E+01
  2325   0.107564E+03   0.438823E+01   0.318742E-01  -0.776204E+01
  2326   0.107484E+03   0.436402E+01   0.318390E-01  -0.775477E+01
  2327   0.107405E+03   0.433980E+01   0.318038E-01  -0.774651E+01
  2328   0.107325E+03   0.431561E+01   0.317687E-01  -0.773739E+01
  2329   0.107246E+03   0.429143E+01   0.317337E-01  -0.772733E+01
  2330   0.107165E+03   0.426728E+01   0.316987E-01  -0.771632E+01
  2331   0.107084E+03   0.424316E+01   0.316637E-01  -0.770444E+01
  2332   0.107003E+03   0.421907E+01   0.316289E-01  -0.769159E+01
  2333   0.106921E+03   0.419501E+01   0.315940E-01  -0.767785E+01
  2334   0.106839E+03   0.417100E+01   0.315592E-01  -0.766321E+01
  2335   0.106755E+03   0.414704E+01   0.315245E-01  -0.764766E+01
  2336   0.106671E+03   0.412313E+01   0.314898E-01  -0.763127E+01
  2337   0.106587E+03   0.409929E+01   0.314552E-01  -0.761402E+01
  2338   0.106501E+03   0.407551E+01   0.314206E-01  -0.759584E+01
  2339   0.106414E+03   0.405180E+01   0.313860E-01  -0.757686E+01
  2340   0.106327E+03   0.402818E+01   0.313515E-01  -0.755708E+01
  2341   0.106238E+03   0.400464E+01   0.313170E-01  -0.753640E+01
  2342   0.106149E+03   0.398118E+01   0.312826E-01  -0.751490E+01
  2343   0.106058E+03   0.395783E+01   0.312482E-01  -0.749264E+01
  2344   0.105966E+03   0.393457E+01   0.312138E-01  -0.746960E+01
  2345   0.105873E+03   0.391142E+01   0.311795E-01  -0.744571E+01
  2346   0.105779E+03   0.388837E+01   0.311452E-01  -0.742110E+01
  2347   0.105684E+03   0.386544E+01   0.311109E-01  -0.739568E+01
  2348   0.105587E+03   0.384262E+01   0.310767E-01  -0.736952E+01
  2349   0.105489E+03   0.381993E+01   0.310425E-01  -0.734261E+01
  2350   0.105389E+03   0.379737E+01   0.310083E-01  -0.731500E+01
  2351   0.105289E+03   0.377493E+01   0.309742E-01  -0.728662E+01
  2352   0.105187E+03   0.375263E+01   0.309401E-01  -0.725760E+01
  2353   0.105083E+03   0.373047E+01   0.309060E-01  -0.722785E+01
  2354   0.104977E+03   0.370847E+01   0.308719E-01  -0.719750E+01
  2355   0.104871E+03   0.368661E+01   0.308378E-01  -0.716641E+01
  2356   0.104762E+03   0.366492E+01   0.308038E-01  -0.713469E+01
  2357   0.104653E+03   0.364339E+01   0.307697E-01  -0.710241E+01
  2358   0.104541E+03   0.362204E+01   0.307357E-01  -0.706949E+01
  2359   0.104428E+03   0.360085E+01   0.307017E-01  -0.703598E+01
  2360   0.104313E+03   0.357983E+01   0.306677E-01  -0.700180E+01
  2361   0.104197E+03   0.355899E+01   0.306337E-01  -0.696716E+01
  2362   0.104078E+03   0.353834E+01   0.305998E-01  -0.693188E+01
  2363   0.103958E+03   0.351788E+01   0.305658E-01  -0.689612E+01
  2364   0.103836E+03   0.349760E+01   0.305319E-01  -0.685977E+01
  2365   0.103713E+03   0.347751E+01   0.304979E-01  -0.682297E+01
  2366   0.103588E+03   0.345763E+01   0.304640E-01  -0.678563E+01
  2367   0.103460E+03   0.343794E+01   0.304300E-01  -0.674782E+01
  2368   0.103331E+03   0.341846E+01   0.303961E-01  -0.670951E+01
  2369   0.103200E+03   0.339919E+01   0.303622E-01  -0.667084E+01
  2370   0.103067E+03   0.338014E+01   0.303282E-01  -0.663165E+01
  2371   0.102932E+03   0.336129E+01   0.302943E-01  -0.659207E+01
  2372   0.102795E+03   0.334267E+01   0.302604E-01  -0.655209E+01
  2373   0.102657E+03   0.332426E+01   0.302264E-01  -0.651175E+01
  2374   0.102517E+03   0.330609E+01   0.301925E-01  -0.647106E+01
  2375   0.102374E+03   0.328813E+01   0.301586E-01  -0.642999E+01
  2376   0.102230E+03   0.327041E+01   0.301246E-01  -0.638860E+01
  2377   0.102083E+03   0.325292E+01   0.300907E-01  -0.634687E+01
  2378   0.101935E+03   0.323566E+01   0.300567E-01  -0.630484E+01
  2379   0.101785E+03   0.321863E+01   0.300228E-01  -0.626253E+01
  2380   0.101634E+03   0.320185E+01   0.299888E-01  -0.621996E+01
  2381   0.101480E+03   0.318530E+01   0.299549E-01  -0.617713E+01
  2382   0.101323E+03   0.316900E+01   0.299209E-01  -0.613406E+01
  2383   0.101165E+03   0.315294E+01   0.298869E-01  -0.609077E+01
  2384   0.101005E+03   0.313712E+01   0.298529E-01  -0.604726E+01
  2385   0.100843E+03   0.312155E+01   0.298189E-01  -0.600356E+01
  2386   0.100679E+03   0.310623E+01   0.297849E-01  -0.595968E+01
  2387   0.100513E+03   0.309116E+01   0.297509E-01  -0.591564E+01
  2388   0.100345E+03   0.307634E+01   0.297169E-01  -0.587147E+01
  2389   0.100175E+03   0.306177E+01   0.296829E-01  -0.582718E+01
  2390   0.100003E+03   0.304746E+01   0.296488E-01  -0.578277E+01
  2391   0.998291E+02   0.303340E+01   0.296148E-01  -0.573828E+01
  2392   0.996539E+02   0.301960E+01   0.295807E-01  -0.569372E+01
  2393   0.994759E+02   0.300605E+01   0.295467E-01  -0.564911E+01
  2394   0.992965E+02   0.299277E+01   0.295126E-01  -0.560444E+01
  2395   0.991150E+02   0.297974E+01   0.294785E-01  -0.555975E+01
  2396   0.989321E+02   0.296697E+01   0.294444E-01  -0.551505E+01
  2397   0.987470E+02   0.295446E+01   0.294103E-01  -0.547034E+01
  2398   0.985598E+02   0.294221E+01   0.293762E-01  -0.542565E+01
  2399   0.983711E+02   0.293022E+01   0.293421E-01  -0.538099E+01
  2400   0.981802E+02   0.291848E+01   0.293079E-01  -0.533637E+01
  2401   0.979871E+02   0.290700E+01   0.292738E-01  -0.529180E+01
  2402   0.977932E+02   0.289578E+01   0.292396E-01  -0.524731E+01
  2403   0.975964E+02   0.288481E+01   0.292055E-01  -0.520291E+01
  2404   0.973987E+02   0.287410E+01   0.291713E-01  -0.515862E+01
  2405   0.971987E+02   0.286366E+01   0.291371E-01  -0.511445E+01
  2406   0.969971E+02   0.285347E+01   0.291029E-01  -0.507041E+01
  2407   0.967939E+02   0.284355E+01   0.290687E-01  -0.502652E+01
  2408   0.965882E+02   0.283387E+01   0.290344E-01  -0.498280E+01
  2409   0.963817E+02   0.282445E+01   0.290002E-01  -0.493924E+01
  2410   0.961727E+02   0.281529E+01   0.289659E-01  -0.489589E+01
  2411   0.959627E+02   0.280638E+01   0.289317E-01  -0.485274E+01
  2412   0.957503E+02   0.279772E+01   0.288974E-01  -0.480980E+01
  2413   0.955367E+02   0.278932E+01   0.288631E-01  -0.476710E+01
  2414   0.953214E+02   0.278117E+01   0.288288E-01  -0.472464E+01
  2415   0.951043E+02   0.277327E+01   0.287944E-01  -0.468244E+01
  2416   0.948860E+02   0.276562E+01   0.287601E-01  -0.464052E+01
  2417   0.946658E+02   0.275822E+01   0.287257E-01  -0.459888E+01
  2418   0.944444E+02   0.275106E+01   0.286914E-01  -0.455755E+01
  2419   0.942210E+02   0.274416E+01   0.286570E-01  -0.451653E+01
  2420   0.939972E+02   0.273749E+01   0.286226E-01  -0.447584E+01
  2421   0.937713E+02   0.273107E+01   0.285882E-01  -0.443548E+01
  2422   0.935442E+02   0.272488E+01   0.285537E-01  -0.439548E+01
  2423   0.933164E+02   0.271894E+01   0.285193E-01  -0.435583E+01
  2424   0.930865E+02   0.271323E+01   0.284848E-01  -0.431656E+01
  2425   0.928559E+02   0.270776E+01   0.284503E-01  -0.427767E+01
  2426   0.926239E+02   0.270251E+01   0.284159E-01  -0.423916E+01
  2427   0.923904E+02   0.269750E+01   0.283813E-01  -0.420106E+01
  2428   0.921562E+02   0.269271E+01   0.283468E-01  -0.416338E+01
  2429   0.919211E+02   0.268816E+01   0.283123E-01  -0.412611E+01
  2430   0.916845E+02   0.268382E+01   0.282777E-01  -0.408927E+01
  2431   0.914470E+02   0.267970E+01   0.282431E-01  -0.405288E+01
  2432   0.912086E+02   0.267581E+01   0.282085E-01  -0.401694E+01
  2433   0.909692E+02   0.267212E+01   0.281739E-01  -0.398146E+01
  2434   0.907296E+02   0.266865E+01   0.281393E-01  -0.394645E+01
  2435   0.904882E+02   0.266540E+01   0.281047E-01  -0.391191E+01
  2436   0.902465E+02   0.266235E+01   0.280700E-01  -0.387786E+01
  2437   0.900037E+02   0.265950E+01   0.280354E-01  -0.384431E+01
  2438   0.897605E+02   0.265686E+01   0.280007E-01  -0.381124E+01
  2439   0.895161E+02   0.265441E+01   0.279660E-01  -0.377869E+01
  2440   0.892713E+02   0.265216E+01   0.279313E-01  -0.374665E+01
  2441   0.890259E+02   0.265010E+01   0.278966E-01  -0.371513E+01
  2442   0.887800E+02   0.264823E+01   0.278618E-01  -0.368413E+01
  2443   0.885327E+02   0.264655E+01   0.278271E-01  -0.365367E+01
  2444   0.882855E+02   0.264505E+01   0.277924E-01  -0.362374E+01
  2445   0.880384E+02   0.264373E+01   0.277576E-01  -0.359436E+01
  2446   0.877898E+02   0.264259E+01   0.277228E-01  -0.356552E+01
  2447   0.875419E+02   0.264163E+01   0.276881E-01  -0.353724E+01
  2448   0.872932E+02   0.264083E+01   0.276533E-01  -0.350951E+01
  2449   0.870437E+02   0.264020E+01   0.276185E-01  -0.348236E+01
  2450   0.867947E+02   0.263973E+01   0.275837E-01  -0.345576E+01
  2451   0.865447E+02   0.263943E+01   0.275489E-01  -0.342973E+01
  2452   0.862953E+02   0.263927E+01   0.275141E-01  -0.340428E+01
  2453   0.860448E+02   0.263927E+01   0.274793E-01  -0.337941E+01
  2454   0.857948E+02   0.263943E+01   0.274445E-01  -0.335513E+01
  2455   0.855443E+02   0.263972E+01   0.274097E-01  -0.333144E+01
  2456   0.852942E+02   0.264015E+01   0.273749E-01  -0.330834E+01
  2457   0.850443E+02   0.264073E+01   0.273401E-01  -0.328583E+01
  2458   0.847939E+02   0.264143E+01   0.273053E-01  -0.326393E+01
  2459   0.845430E+02   0.264227E+01   0.272705E-01  -0.324263E+01
  2460   0.842930E+02   0.264323E+01   0.272357E-01  -0.322193E+01
  2461   0.840430E+02   0.264431E+01   0.272010E-01  -0.320184E+01
  2462   0.837924E+02   0.264552E+01   0.271662E-01  -0.318237E+01
  2463   0.835433E+02   0.264683E+01   0.271314E-01  -0.316350E+01
  2464   0.832934E+02   0.264826E+01   0.270967E-01  -0.314525E+01
  2465   0.830441E+02   0.264980E+01   0.270619E-01  -0.312760E+01
  2466   0.827948E+02   0.265143E+01   0.270272E-01  -0.311058E+01
  2467   0.825460E+02   0.265317E+01   0.269924E-01  -0.309417E+01
  2468   0.822977E+02   0.265500E+01   0.269577E-01  -0.307837E+01
  2469   0.820500E+02   0.265693E+01   0.269230E-01  -0.306318E+01
  2470   0.818020E+02   0.265894E+01   0.268883E-01  -0.304862E+01
  2471   0.815551E+02   0.266103E+01   0.268537E-01  -0.303466E+01
  2472   0.813086E+02   0.266321E+01   0.268190E-01  -0.302131E+01
  2473   0.810624E+02   0.266546E+01   0.267844E-01  -0.300858E+01
  2474   0.808166E+02   0.266777E+01   0.267497E-01  -0.299646E+01
  2475   0.805717E+02   0.267016E+01   0.267151E-01  -0.298495E+01
  2476   0.803270E+02   0.267262E+01   0.266806E-01  -0.297405E+01
  2477   0.800833E+02   0.267513E+01   0.266460E-01  -0.296374E+01
  2478   0.798404E+02   0.267769E+01   0.266114E-01  -0.295404E+01
  2479   0.795984E+02   0.268032E+01   0.265769E-01  -0.294494E+01
  2480   0.793565E+02   0.268298E+01   0.265424E-01  -0.293643E+01
  2481   0.791161E+02   0.268570E+01   0.265079E-01  -0.292850E+01
  2482   0.788764E+02   0.268846E+01   0.264734E-01  -0.292117E+01
  2483   0.786374E+02   0.269126E+01   0.264390E-01  -0.291442E+01
  2484   0.783990E+02   0.269409E+01   0.264046E-01  -0.290824E+01
  2485   0.781621E+02   0.269696E+01   0.263702E-01  -0.290264E+01
  2486   0.779265E+02   0.269985E+01   0.263358E-01  -0.289760E+01
  2487   0.776915E+02   0.270276E+01   0.263015E-01  -0.289314E+01
  2488   0.774577E+02   0.270570E+01   0.262671E-01  -0.288924E+01
  2489   0.772244E+02   0.270866E+01   0.262329E-01  -0.288589E+01
  2490   0.769924E+02   0.271161E+01   0.261986E-01  -0.288310E+01
  2491   0.767623E+02   0.271459E+01   0.261643E-01  -0.288085E+01
  2492   0.765326E+02   0.271756E+01   0.261301E-01  -0.287915E+01
  2493   0.763040E+02   0.272054E+01   0.260959E-01  -0.287798E+01
  2494   0.760769E+02   0.272353E+01   0.260618E-01  -0.287734E+01
  2495   0.758510E+02   0.272650E+01   0.260276E-01  -0.287722E+01
  2496   0.756264E+02   0.272947E+01   0.259935E-01  -0.287762E+01
  2497   0.754030E+02   0.273243E+01   0.259595E-01  -0.287852E+01
  2498   0.751810E+02   0.273538E+01   0.259254E-01  -0.287993E+01
  2499   0.749602E+02   0.273830E+01   0.258914E-01  -0.288184E+01
  2500   0.747409E+02   0.274120E+01   0.258574E-01  -0.288424E+01
  2501   0.745228E+02   0.274408E+01   0.258235E-01  -0.288711E+01
  2502   0.743062E+02   0.274692E+01   0.257895E-01  -0.289047E+01
  2503   0.740910E+02   0.274973E+01   0.257557E-01  -0.289430E+01
  2504   0.738773E+02   0.275251E+01   0.257218E-01  -0.289859E+01
  2505   0.736650E+02   0.275524E+01   0.256880E-01  -0.290333E+01
  2506   0.734542E+02   0.275793E+01   0.256542E-01  -0.290853E+01
  2507   0.732449E+02   0.276058E+01   0.256205E-01  -0.291416E+01
  2508   0.730372E+02   0.276318E+01   0.255868E-01  -0.292022E+01
  2509   0.728310E+02   0.276572E+01   0.255531E-01  -0.292671E+01
  2510   0.726264E+02   0.276821E+01   0.255195E-01  -0.293362E+01
  2511   0.724234E+02   0.277065E+01   0.254859E-01  -0.294093E+01
  2512   0.722221E+02   0.277302E+01   0.254523E-01  -0.294864E+01
  2513   0.720223E+02   0.277532E+01   0.254188E-01  -0.295674E+01
  2514   0.718243E+02   0.277757E+01   0.253853E-01  -0.296523E+01
  2515   0.716279E+02   0.277974E+01   0.253519E-01  -0.297409E+01
  2516   0.714332E+02   0.278184E+01   0.253185E-01  -0.298331E+01
  2517   0.712401E+02   0.278385E+01   0.252852E-01  -0.299289E+01
  2518   0.710487E+02   0.278580E+01   0.252519E-01  -0.300282E+01
  2519   0.708590E+02   0.278766E+01   0.252186E-01  -0.301309E+01
  2520   0.706710E+02   0.278944E+01   0.251855E-01  -0.302369E+01
  2521   0.704847E+02   0.279113E+01   0.251523E-01  -0.303461E+01
  2522   0.703002E+02   0.279273E+01   0.251192E-01  -0.304585E+01
  2523   0.701173E+02   0.279426E+01   0.250862E-01  -0.305738E+01
  2524   0.699362E+02   0.279568E+01   0.250532E-01  -0.306920E+01
  2525   0.697569E+02   0.279701E+01   0.250202E-01  -0.308131E+01
  2526   0.695793E+02   0.279824E+01   0.249873E-01  -0.309369E+01
  2527   0.694034E+02   0.279938E+01   0.249545E-01  -0.310633E+01
  2528   0.692293E+02   0.280041E+01   0.249217E-01  -0.311922E+01
  2529   0.690570E+02   0.280135E+01   0.248889E-01  -0.313235E+01
  2530   0.688864E+02   0.280219E+01   0.248563E-01  -0.314572E+01
  2531   0.687175E+02   0.280292E+01   0.248237E-01  -0.315931E+01
  2532   0.685504E+02   0.280354E+01   0.247911E-01  -0.317311E+01
  2533   0.683851E+02   0.280405E+01   0.247586E-01  -0.318711E+01
  2534   0.682215E+02   0.280446E+01   0.247261E-01  -0.320131E+01
  2535   0.680596E+02   0.280474E+01   0.246938E-01  -0.321569E+01
  2536   0.678995E+02   0.280492E+01   0.246614E-01  -0.323024E+01
  2537   0.677411E+02   0.280497E+01   0.246292E-01  -0.324496E+01
  2538   0.675844E+02   0.280491E+01   0.245970E-01  -0.325983E+01
  2539   0.674295E+02   0.280473E+01   0.245648E-01  -0.327485E+01
  2540   0.672762E+02   0.280442E+01   0.245327E-01  -0.328999E+01
  2541   0.671247E+02   0.280401E+01   0.245007E-01  -0.330527E+01
  2542   0.669749E+02   0.280346E+01   0.244687E-01  -0.332066E+01
  2543   0.668269E+02   0.280280E+01   0.244368E-01  -0.333615E+01
  2544   0.666805E+02   0.280201E+01   0.244050E-01  -0.335174E+01
  2545   0.665358E+02   0.280111E+01   0.243732E-01  -0.336741E+01
  2546   0.663928E+02   0.280008E+01   0.243415E-01  -0.338315E+01
  2547   0.662516E+02   0.279893E+01   0.243099E-01  -0.339896E+01
  2548   0.661119E+02   0.279766E+01   0.242783E-01  -0.341483E+01
  2549   0.659739E+02   0.279626E+01   0.242468E-01  -0.343074E+01
  2550   0.658376E+02   0.279474E+01   0.242153E-01  -0.344669E+01
  2551   0.657029E+02   0.279308E+01   0.241839E-01  -0.346267E+01
  2552   0.655699E+02   0.279130E+01   0.241526E-01  -0.347866E+01
  2553   0.654385E+02   0.278938E+01   0.241213E-01  -0.349466E+01
  2554   0.653086E+02   0.278734E+01   0.240901E-01  -0.351065E+01
  2555   0.651804E+02   0.278516E+01   0.240589E-01  -0.352663E+01
  2556   0.650537E+02   0.278285E+01   0.240278E-01  -0.354259E+01
  2557   0.649288E+02   0.278041E+01   0.239968E-01  -0.355853E+01
  2558   0.648052E+02   0.277784E+01   0.239659E-01  -0.357441E+01
  2559   0.646833E+02   0.277514E+01   0.239350E-01  -0.359025E+01
  2560   0.645630E+02   0.277230E+01   0.239041E-01  -0.360603E+01
  2561   0.644442E+02   0.276933E+01   0.238733E-01  -0.362173E+01
  2562   0.643270E+02   0.276623E+01   0.238426E-01  -0.363737E+01
  2563   0.642112E+02   0.276299E+01   0.238120E-01  -0.365291E+01
  2564   0.640970E+02   0.275961E+01   0.237814E-01  -0.366835E+01
  2565   0.639841E+02   0.275610E+01   0.237508E-01  -0.368370E+01
  2566   0.638728E+02   0.275245E+01   0.237204E-01  -0.369892E+01
  2567   0.637629E+02   0.274866E+01   0.236900E-01  -0.371402E+01
  2568   0.636545E+02   0.274475E+01   0.236596E-01  -0.372899E+01
  2569   0.635475E+02   0.274070E+01   0.236293E-01  -0.374383E+01
  2570   0.634419E+02   0.273651E+01   0.235991E-01  -0.375852E+01
  2571   0.633377E+02   0.273220E+01   0.235689E-01  -0.377305E+01
  2572   0.632349E+02   0.272776E+01   0.235388E-01  -0.378743E+01
  2573   0.631335E+02   0.272319E+01   0.235087E-01  -0.380164E+01
  2574   0.630335E+02   0.271850E+01   0.234787E-01  -0.381567E+01
  2575   0.629348E+02   0.271367E+01   0.234488E-01  -0.382952E+01
  2576   0.628374E+02   0.270873E+01   0.234189E-01  -0.384318E+01
  2577   0.627413E+02   0.270365E+01   0.233891E-01  -0.385665E+01
  2578   0.626464E+02   0.269846E+01   0.233594E-01  -0.386990E+01
  2579   0.625529E+02   0.269314E+01   0.233297E-01  -0.388295E+01
  2580   0.624605E+02   0.268770E+01   0.233000E-01  -0.389577E+01
  2581   0.623693E+02   0.268213E+01   0.232705E-01  -0.390837E+01
  2582   0.622794E+02   0.267645E+01   0.232409E-01  -0.392073E+01
  2583   0.621906E+02   0.267065E+01   0.232115E-01  -0.393285E+01
  2584   0.621029E+02   0.266473E+01   0.231821E-01  -0.394474E+01
  2585   0.620163E+02   0.265869E+01   0.231528E-01  -0.395637E+01
