#    L    TT             EE             BB             TE          
  1832   0.308468E+03   0.829844E+01   0.560870E-01  -0.557097E+01
  1833   0.307336E+03   0.833259E+01   0.560215E-01  -0.549763E+01
  1834   0.306203E+03   0.836728E+01   0.559558E-01  -0.542813E+01
  1835   0.305071E+03   0.840237E+01   0.558901E-01  -0.536247E+01
  1836   0.303940E+03   0.843788E+01   0.558241E-01  -0.530065E+01
  1837   0.302809E+03   0.847382E+01   0.557581E-01  -0.524268E+01
  1838   0.301679E+03   0.851012E+01   0.556920E-01  -0.518856E+01
  1839   0.300549E+03   0.854680E+01   0.556257E-01  -0.513828E+01
  1840   0.299422E+03   0.858380E+01   0.555594E-01  -0.509184E+01
  1841   0.298296E+03   0.862112E+01   0.554929E-01  -0.504922E+01
  1842   0.297171E+03   0.865863E+01   0.554264E-01  -0.501042E+01
  1843   0.296050E+03   0.869650E+01   0.553597E-01  -0.497542E+01
  1844   0.294930E+03   0.873458E+01   0.552930E-01  -0.494422E+01
  1845   0.293813E+03   0.877281E+01   0.552261E-01  -0.491680E+01
  1846   0.292699E+03   0.881128E+01   0.551592E-01  -0.489316E+01
  1847   0.291589E+03   0.884993E+01   0.550923E-01  -0.487328E+01
  1848   0.290481E+03   0.888870E+01   0.550252E-01  -0.485714E+01
  1849   0.289378E+03   0.892759E+01   0.549581E-01  -0.484472E+01
  1850   0.288278E+03   0.896655E+01   0.548909E-01  -0.483601E+01
  1851   0.287182E+03   0.900558E+01   0.548237E-01  -0.483101E+01
  1852   0.286090E+03   0.904463E+01   0.547565E-01  -0.482968E+01
  1853   0.285002E+03   0.908378E+01   0.546891E-01  -0.483201E+01
  1854   0.283920E+03   0.912282E+01   0.546218E-01  -0.483796E+01
  1855   0.282842E+03   0.916190E+01   0.545544E-01  -0.484749E+01
  1856   0.281770E+03   0.920090E+01   0.544870E-01  -0.486059E+01
  1857   0.280703E+03   0.923989E+01   0.544196E-01  -0.487721E+01
  1858   0.279642E+03   0.927874E+01   0.543521E-01  -0.489733E+01
  1859   0.278586E+03   0.931746E+01   0.542846E-01  -0.492091E+01
  1860   0.277538E+03   0.935606E+01   0.542171E-01  -0.494792E+01
  1861   0.276495E+03   0.939455E+01   0.541496E-01  -0.497833E+01
  1862   0.275459E+03   0.943279E+01   0.540822E-01  -0.501208E+01
  1863   0.274430E+03   0.947087E+01   0.540147E-01  -0.504916E+01
  1864   0.273408E+03   0.950880E+01   0.539472E-01  -0.508952E+01
  1865   0.272393E+03   0.954636E+01   0.538797E-01  -0.513312E+01
  1866   0.271385E+03   0.958372E+01   0.538123E-01  -0.517994E+01
  1867   0.270385E+03   0.962082E+01   0.537449E-01  -0.522993E+01
  1868   0.269393E+03   0.965758E+01   0.536775E-01  -0.528302E+01
  1869   0.268408E+03   0.969402E+01   0.536101E-01  -0.533920E+01
  1870   0.267432E+03   0.973015E+01   0.535428E-01  -0.539840E+01
  1871   0.266465E+03   0.976590E+01   0.534756E-01  -0.546057E+01
  1872   0.265505E+03   0.980128E+01   0.534083E-01  -0.552568E+01
  1873   0.264555E+03   0.983632E+01   0.533412E-01  -0.559367E+01
  1874   0.263612E+03   0.987085E+01   0.532741E-01  -0.566449E+01
  1875   0.262679E+03   0.990498E+01   0.532070E-01  -0.573809E+01
  1876   0.261755E+03   0.993863E+01   0.531401E-01  -0.581442E+01
  1877   0.260841E+03   0.997189E+01   0.530732E-01  -0.589341E+01
  1878   0.259936E+03   0.100046E+02   0.530064E-01  -0.597503E+01
  1879   0.259040E+03   0.100368E+02   0.529396E-01  -0.605920E+01
  1880   0.258154E+03   0.100686E+02   0.528730E-01  -0.614589E+01
  1881   0.257278E+03   0.100997E+02   0.528064E-01  -0.623504E+01
  1882   0.256412E+03   0.101304E+02   0.527400E-01  -0.632659E+01
  1883   0.255555E+03   0.101604E+02   0.526736E-01  -0.642048E+01
  1884   0.254709E+03   0.101900E+02   0.526074E-01  -0.651666E+01
  1885   0.253872E+03   0.102188E+02   0.525413E-01  -0.661509E+01
  1886   0.253047E+03   0.102470E+02   0.524752E-01  -0.671569E+01
  1887   0.252231E+03   0.102746E+02   0.524094E-01  -0.681844E+01
  1888   0.251426E+03   0.103016E+02   0.523436E-01  -0.692324E+01
  1889   0.250631E+03   0.103279E+02   0.522780E-01  -0.703004E+01
  1890   0.249847E+03   0.103535E+02   0.522125E-01  -0.713877E+01
  1891   0.249074E+03   0.103785E+02   0.521471E-01  -0.724936E+01
  1892   0.248312E+03   0.104027E+02   0.520819E-01  -0.736175E+01
  1893   0.247560E+03   0.104262E+02   0.520168E-01  -0.747587E+01
  1894   0.246819E+03   0.104491E+02   0.519519E-01  -0.759167E+01
  1895   0.246090E+03   0.104712E+02   0.518871E-01  -0.770906E+01
  1896   0.245371E+03   0.104926E+02   0.518225E-01  -0.782799E+01
  1897   0.244664E+03   0.105133E+02   0.517581E-01  -0.794841E+01
  1898   0.243967E+03   0.105331E+02   0.516938E-01  -0.807026E+01
  1899   0.243282E+03   0.105522E+02   0.516297E-01  -0.819347E+01
  1900   0.242609E+03   0.105705E+02   0.515658E-01  -0.831798E+01
  1901   0.241945E+03   0.105880E+02   0.515020E-01  -0.844373E+01
  1902   0.241294E+03   0.106047E+02   0.514385E-01  -0.857065E+01
  1903   0.240653E+03   0.106206E+02   0.513751E-01  -0.869866E+01
  1904   0.240024E+03   0.106356E+02   0.513119E-01  -0.882778E+01
  1905   0.239406E+03   0.106498E+02   0.512488E-01  -0.895780E+01
  1906   0.238800E+03   0.106632E+02   0.511860E-01  -0.908875E+01
  1907   0.238205E+03   0.106757E+02   0.511234E-01  -0.922060E+01
  1908   0.237620E+03   0.106874E+02   0.510610E-01  -0.935314E+01
  1909   0.237048E+03   0.106982E+02   0.509987E-01  -0.948643E+01
  1910   0.236487E+03   0.107081E+02   0.509367E-01  -0.962041E+01
  1911   0.235936E+03   0.107172E+02   0.508749E-01  -0.975491E+01
  1912   0.235398E+03   0.107254E+02   0.508133E-01  -0.988989E+01
  1913   0.234870E+03   0.107326E+02   0.507519E-01  -0.100254E+02
  1914   0.234354E+03   0.107390E+02   0.506907E-01  -0.101612E+02
  1915   0.233849E+03   0.107445E+02   0.506297E-01  -0.102974E+02
  1916   0.233355E+03   0.107490E+02   0.505689E-01  -0.104338E+02
  1917   0.232872E+03   0.107527E+02   0.505084E-01  -0.105704E+02
  1918   0.232400E+03   0.107555E+02   0.504480E-01  -0.107071E+02
  1919   0.231940E+03   0.107574E+02   0.503879E-01  -0.108439E+02
  1920   0.231490E+03   0.107584E+02   0.503280E-01  -0.109806E+02
  1921   0.231052E+03   0.107584E+02   0.502683E-01  -0.111173E+02
  1922   0.230624E+03   0.107575E+02   0.502089E-01  -0.112539E+02
  1923   0.230207E+03   0.107558E+02   0.501497E-01  -0.113902E+02
  1924   0.229802E+03   0.107532E+02   0.500907E-01  -0.115262E+02
  1925   0.229407E+03   0.107496E+02   0.500319E-01  -0.116619E+02
  1926   0.229022E+03   0.107452E+02   0.499734E-01  -0.117973E+02
  1927   0.228649E+03   0.107399E+02   0.499150E-01  -0.119321E+02
  1928   0.228285E+03   0.107336E+02   0.498570E-01  -0.120665E+02
  1929   0.227933E+03   0.107264E+02   0.497991E-01  -0.122003E+02
  1930   0.227591E+03   0.107184E+02   0.497415E-01  -0.123334E+02
  1931   0.227259E+03   0.107094E+02   0.496841E-01  -0.124658E+02
  1932   0.226936E+03   0.106996E+02   0.496269E-01  -0.125975E+02
  1933   0.226624E+03   0.106889E+02   0.495700E-01  -0.127284E+02
  1934   0.226322E+03   0.106772E+02   0.495133E-01  -0.128584E+02
  1935   0.226030E+03   0.106647E+02   0.494568E-01  -0.129875E+02
  1936   0.225748E+03   0.106512E+02   0.494006E-01  -0.131156E+02
  1937   0.225475E+03   0.106370E+02   0.493446E-01  -0.132426E+02
  1938   0.225212E+03   0.106218E+02   0.492888E-01  -0.133686E+02
  1939   0.224958E+03   0.106058E+02   0.492333E-01  -0.134934E+02
  1940   0.224713E+03   0.105889E+02   0.491780E-01  -0.136171E+02
  1941   0.224478E+03   0.105712E+02   0.491229E-01  -0.137395E+02
  1942   0.224251E+03   0.105526E+02   0.490681E-01  -0.138605E+02
  1943   0.224034E+03   0.105332E+02   0.490135E-01  -0.139803E+02
  1944   0.223825E+03   0.105129E+02   0.489591E-01  -0.140987E+02
  1945   0.223624E+03   0.104918E+02   0.489050E-01  -0.142156E+02
  1946   0.223432E+03   0.104699E+02   0.488511E-01  -0.143310E+02
  1947   0.223249E+03   0.104471E+02   0.487974E-01  -0.144448E+02
  1948   0.223073E+03   0.104235E+02   0.487440E-01  -0.145571E+02
  1949   0.222905E+03   0.103992E+02   0.486908E-01  -0.146676E+02
  1950   0.222745E+03   0.103739E+02   0.486378E-01  -0.147766E+02
  1951   0.222593E+03   0.103479E+02   0.485850E-01  -0.148837E+02
  1952   0.222448E+03   0.103210E+02   0.485325E-01  -0.149891E+02
  1953   0.222310E+03   0.102934E+02   0.484802E-01  -0.150926E+02
  1954   0.222179E+03   0.102651E+02   0.484282E-01  -0.151943E+02
  1955   0.222056E+03   0.102360E+02   0.483763E-01  -0.152941E+02
  1956   0.221939E+03   0.102061E+02   0.483247E-01  -0.153920E+02
  1957   0.221829E+03   0.101755E+02   0.482733E-01  -0.154880E+02
  1958   0.221726E+03   0.101442E+02   0.482221E-01  -0.155818E+02
  1959   0.221629E+03   0.101123E+02   0.481712E-01  -0.156737E+02
  1960   0.221539E+03   0.100795E+02   0.481205E-01  -0.157634E+02
  1961   0.221454E+03   0.100462E+02   0.480700E-01  -0.158511E+02
  1962   0.221375E+03   0.100122E+02   0.480197E-01  -0.159366E+02
  1963   0.221302E+03   0.997743E+01   0.479696E-01  -0.160199E+02
  1964   0.221235E+03   0.994204E+01   0.479197E-01  -0.161009E+02
  1965   0.221172E+03   0.990600E+01   0.478701E-01  -0.161797E+02
  1966   0.221115E+03   0.986936E+01   0.478207E-01  -0.162562E+02
  1967   0.221063E+03   0.983204E+01   0.477714E-01  -0.163304E+02
  1968   0.221015E+03   0.979419E+01   0.477224E-01  -0.164023E+02
  1969   0.220973E+03   0.975565E+01   0.476736E-01  -0.164719E+02
  1970   0.220935E+03   0.971663E+01   0.476250E-01  -0.165390E+02
  1971   0.220901E+03   0.967705E+01   0.475766E-01  -0.166037E+02
  1972   0.220871E+03   0.963691E+01   0.475284E-01  -0.166661E+02
  1973   0.220845E+03   0.959619E+01   0.474803E-01  -0.167259E+02
  1974   0.220822E+03   0.955497E+01   0.474325E-01  -0.167833E+02
  1975   0.220804E+03   0.951323E+01   0.473849E-01  -0.168381E+02
  1976   0.220789E+03   0.947104E+01   0.473375E-01  -0.168905E+02
  1977   0.220776E+03   0.942831E+01   0.472902E-01  -0.169402E+02
  1978   0.220767E+03   0.938505E+01   0.472431E-01  -0.169874E+02
  1979   0.220759E+03   0.934146E+01   0.471962E-01  -0.170321E+02
  1980   0.220755E+03   0.929731E+01   0.471495E-01  -0.170741E+02
  1981   0.220753E+03   0.925281E+01   0.471030E-01  -0.171135E+02
  1982   0.220754E+03   0.920789E+01   0.470566E-01  -0.171503E+02
  1983   0.220757E+03   0.916253E+01   0.470104E-01  -0.171846E+02
  1984   0.220761E+03   0.911687E+01   0.469644E-01  -0.172162E+02
  1985   0.220767E+03   0.907083E+01   0.469185E-01  -0.172452E+02
  1986   0.220774E+03   0.902440E+01   0.468728E-01  -0.172716E+02
  1987   0.220784E+03   0.897773E+01   0.468273E-01  -0.172954E+02
  1988   0.220794E+03   0.893071E+01   0.467819E-01  -0.173165E+02
  1989   0.220805E+03   0.888343E+01   0.467367E-01  -0.173350E+02
  1990   0.220817E+03   0.883580E+01   0.466916E-01  -0.173508E+02
  1991   0.220830E+03   0.878795E+01   0.466466E-01  -0.173640E+02
  1992   0.220843E+03   0.873980E+01   0.466018E-01  -0.173745E+02
  1993   0.220856E+03   0.869143E+01   0.465571E-01  -0.173824E+02
  1994   0.220870E+03   0.864288E+01   0.465126E-01  -0.173875E+02
  1995   0.220883E+03   0.859409E+01   0.464682E-01  -0.173901E+02
  1996   0.220896E+03   0.854503E+01   0.464239E-01  -0.173900E+02
  1997   0.220909E+03   0.849585E+01   0.463798E-01  -0.173872E+02
  1998   0.220920E+03   0.844653E+01   0.463357E-01  -0.173818E+02
  1999   0.220931E+03   0.839701E+01   0.462918E-01  -0.173738E+02
  2000   0.220941E+03   0.834733E+01   0.462480E-01  -0.173632E+02
  2001   0.220950E+03   0.829756E+01   0.462043E-01  -0.173499E+02
  2002   0.220957E+03   0.824770E+01   0.461608E-01  -0.173340E+02
  2003   0.220963E+03   0.819773E+01   0.461173E-01  -0.173156E+02
  2004   0.220967E+03   0.814765E+01   0.460739E-01  -0.172945E+02
  2005   0.220970E+03   0.809759E+01   0.460306E-01  -0.172709E+02
  2006   0.220971E+03   0.804740E+01   0.459874E-01  -0.172447E+02
  2007   0.220969E+03   0.799722E+01   0.459443E-01  -0.172160E+02
  2008   0.220966E+03   0.794704E+01   0.459013E-01  -0.171847E+02
  2009   0.220959E+03   0.789684E+01   0.458584E-01  -0.171509E+02
  2010   0.220951E+03   0.784670E+01   0.458155E-01  -0.171146E+02
  2011   0.220939E+03   0.779654E+01   0.457728E-01  -0.170758E+02
  2012   0.220924E+03   0.774641E+01   0.457301E-01  -0.170344E+02
  2013   0.220906E+03   0.769630E+01   0.456874E-01  -0.169906E+02
  2014   0.220885E+03   0.764629E+01   0.456449E-01  -0.169444E+02
  2015   0.220861E+03   0.759636E+01   0.456024E-01  -0.168957E+02
  2016   0.220832E+03   0.754659E+01   0.455599E-01  -0.168446E+02
  2017   0.220801E+03   0.749688E+01   0.455175E-01  -0.167912E+02
  2018   0.220765E+03   0.744730E+01   0.454752E-01  -0.167355E+02
  2019   0.220726E+03   0.739792E+01   0.454329E-01  -0.166775E+02
  2020   0.220682E+03   0.734865E+01   0.453907E-01  -0.166173E+02
  2021   0.220635E+03   0.729964E+01   0.453485E-01  -0.165548E+02
  2022   0.220584E+03   0.725075E+01   0.453064E-01  -0.164901E+02
  2023   0.220529E+03   0.720211E+01   0.452643E-01  -0.164233E+02
  2024   0.220469E+03   0.715369E+01   0.452222E-01  -0.163542E+02
  2025   0.220405E+03   0.710550E+01   0.451801E-01  -0.162831E+02
  2026   0.220335E+03   0.705756E+01   0.451381E-01  -0.162098E+02
  2027   0.220261E+03   0.700987E+01   0.450961E-01  -0.161345E+02
  2028   0.220182E+03   0.696246E+01   0.450542E-01  -0.160571E+02
  2029   0.220098E+03   0.691532E+01   0.450122E-01  -0.159777E+02
  2030   0.220008E+03   0.686847E+01   0.449703E-01  -0.158964E+02
  2031   0.219914E+03   0.682194E+01   0.449284E-01  -0.158130E+02
  2032   0.219814E+03   0.677573E+01   0.448865E-01  -0.157278E+02
  2033   0.219709E+03   0.672985E+01   0.448446E-01  -0.156408E+02
  2034   0.219598E+03   0.668432E+01   0.448027E-01  -0.155519E+02
  2035   0.219482E+03   0.663916E+01   0.447608E-01  -0.154612E+02
  2036   0.219360E+03   0.659436E+01   0.447189E-01  -0.153688E+02
  2037   0.219232E+03   0.654993E+01   0.446770E-01  -0.152745E+02
  2038   0.219099E+03   0.650589E+01   0.446351E-01  -0.151787E+02
  2039   0.218959E+03   0.646224E+01   0.445932E-01  -0.150811E+02
  2040   0.218813E+03   0.641900E+01   0.445513E-01  -0.149819E+02
  2041   0.218661E+03   0.637618E+01   0.445094E-01  -0.148812E+02
  2042   0.218502E+03   0.633377E+01   0.444674E-01  -0.147789E+02
  2043   0.218338E+03   0.629180E+01   0.444255E-01  -0.146750E+02
  2044   0.218167E+03   0.625029E+01   0.443835E-01  -0.145697E+02
  2045   0.217990E+03   0.620922E+01   0.443415E-01  -0.144630E+02
  2046   0.217806E+03   0.616862E+01   0.442994E-01  -0.143548E+02
  2047   0.217615E+03   0.612850E+01   0.442573E-01  -0.142454E+02
  2048   0.217419E+03   0.608887E+01   0.442152E-01  -0.141348E+02
  2049   0.217216E+03   0.604973E+01   0.441731E-01  -0.140229E+02
  2050   0.217006E+03   0.601109E+01   0.441309E-01  -0.139097E+02
  2051   0.216790E+03   0.597296E+01   0.440887E-01  -0.137955E+02
  2052   0.216567E+03   0.593534E+01   0.440464E-01  -0.136801E+02
  2053   0.216337E+03   0.589824E+01   0.440041E-01  -0.135635E+02
  2054   0.216101E+03   0.586167E+01   0.439618E-01  -0.134460E+02
  2055   0.215857E+03   0.582563E+01   0.439194E-01  -0.133274E+02
  2056   0.215607E+03   0.579013E+01   0.438769E-01  -0.132079E+02
  2057   0.215349E+03   0.575519E+01   0.438344E-01  -0.130874E+02
  2058   0.215085E+03   0.572080E+01   0.437918E-01  -0.129661E+02
  2059   0.214813E+03   0.568697E+01   0.437492E-01  -0.128440E+02
  2060   0.214535E+03   0.565371E+01   0.437065E-01  -0.127211E+02
  2061   0.214250E+03   0.562103E+01   0.436638E-01  -0.125974E+02
  2062   0.213958E+03   0.558892E+01   0.436210E-01  -0.124730E+02
  2063   0.213658E+03   0.555740E+01   0.435781E-01  -0.123481E+02
  2064   0.213352E+03   0.552648E+01   0.435352E-01  -0.122225E+02
  2065   0.213039E+03   0.549614E+01   0.434922E-01  -0.120963E+02
  2066   0.212719E+03   0.546641E+01   0.434491E-01  -0.119697E+02
  2067   0.212392E+03   0.543729E+01   0.434059E-01  -0.118425E+02
  2068   0.212059E+03   0.540876E+01   0.433627E-01  -0.117150E+02
  2069   0.211718E+03   0.538085E+01   0.433194E-01  -0.115871E+02
  2070   0.211370E+03   0.535356E+01   0.432760E-01  -0.114588E+02
  2071   0.211016E+03   0.532688E+01   0.432325E-01  -0.113303E+02
  2072   0.210654E+03   0.530082E+01   0.431889E-01  -0.112015E+02
  2073   0.210286E+03   0.527538E+01   0.431453E-01  -0.110725E+02
  2074   0.209911E+03   0.525057E+01   0.431016E-01  -0.109433E+02
  2075   0.209530E+03   0.522638E+01   0.430578E-01  -0.108140E+02
  2076   0.209140E+03   0.520282E+01   0.430139E-01  -0.106846E+02
  2077   0.208745E+03   0.517989E+01   0.429699E-01  -0.105551E+02
  2078   0.208342E+03   0.515758E+01   0.429259E-01  -0.104257E+02
  2079   0.207933E+03   0.513592E+01   0.428817E-01  -0.102964E+02
  2080   0.207518E+03   0.511488E+01   0.428375E-01  -0.101671E+02
  2081   0.207096E+03   0.509447E+01   0.427931E-01  -0.100379E+02
  2082   0.206668E+03   0.507471E+01   0.427487E-01  -0.990899E+01
  2083   0.206234E+03   0.505558E+01   0.427042E-01  -0.978031E+01
  2084   0.205793E+03   0.503709E+01   0.426595E-01  -0.965188E+01
  2085   0.205346E+03   0.501922E+01   0.426148E-01  -0.952379E+01
  2086   0.204893E+03   0.500200E+01   0.425700E-01  -0.939604E+01
  2087   0.204434E+03   0.498540E+01   0.425251E-01  -0.926867E+01
  2088   0.203969E+03   0.496943E+01   0.424801E-01  -0.914171E+01
  2089   0.203498E+03   0.495410E+01   0.424350E-01  -0.901523E+01
  2090   0.203021E+03   0.493939E+01   0.423899E-01  -0.888926E+01
  2091   0.202537E+03   0.492531E+01   0.423446E-01  -0.876378E+01
  2092   0.202048E+03   0.491184E+01   0.422992E-01  -0.863891E+01
  2093   0.201554E+03   0.489900E+01   0.422537E-01  -0.851469E+01
  2094   0.201053E+03   0.488677E+01   0.422081E-01  -0.839104E+01
  2095   0.200547E+03   0.487515E+01   0.421625E-01  -0.826813E+01
  2096   0.200036E+03   0.486415E+01   0.421167E-01  -0.814596E+01
  2097   0.199519E+03   0.485375E+01   0.420708E-01  -0.802451E+01
  2098   0.198997E+03   0.484395E+01   0.420249E-01  -0.790387E+01
  2099   0.198470E+03   0.483475E+01   0.419788E-01  -0.778406E+01
  2100   0.197937E+03   0.482615E+01   0.419327E-01  -0.766510E+01
  2101   0.197399E+03   0.481814E+01   0.418864E-01  -0.754704E+01
  2102   0.196856E+03   0.481070E+01   0.418401E-01  -0.742989E+01
  2103   0.196308E+03   0.480385E+01   0.417937E-01  -0.731371E+01
  2104   0.195754E+03   0.479758E+01   0.417471E-01  -0.719853E+01
  2105   0.195196E+03   0.479187E+01   0.417005E-01  -0.708438E+01
  2106   0.194632E+03   0.478673E+01   0.416538E-01  -0.697128E+01
  2107   0.194065E+03   0.478216E+01   0.416070E-01  -0.685927E+01
  2108   0.193492E+03   0.477814E+01   0.415601E-01  -0.674839E+01
  2109   0.192916E+03   0.477466E+01   0.415132E-01  -0.663867E+01
  2110   0.192334E+03   0.477174E+01   0.414661E-01  -0.653014E+01
  2111   0.191750E+03   0.476935E+01   0.414189E-01  -0.642282E+01
  2112   0.191160E+03   0.476749E+01   0.413717E-01  -0.631676E+01
  2113   0.190568E+03   0.476617E+01   0.413244E-01  -0.621196E+01
  2114   0.189970E+03   0.476536E+01   0.412769E-01  -0.610847E+01
  2115   0.189370E+03   0.476506E+01   0.412294E-01  -0.600629E+01
  2116   0.188766E+03   0.476526E+01   0.411819E-01  -0.590546E+01
  2117   0.188158E+03   0.476597E+01   0.411342E-01  -0.580600E+01
  2118   0.187547E+03   0.476716E+01   0.410864E-01  -0.570794E+01
  2119   0.186933E+03   0.476884E+01   0.410386E-01  -0.561130E+01
  2120   0.186315E+03   0.477099E+01   0.409907E-01  -0.551610E+01
  2121   0.185694E+03   0.477362E+01   0.409427E-01  -0.542235E+01
  2122   0.185070E+03   0.477670E+01   0.408947E-01  -0.533009E+01
  2123   0.184443E+03   0.478024E+01   0.408465E-01  -0.523932E+01
  2124   0.183815E+03   0.478422E+01   0.407983E-01  -0.515008E+01
