#    L    TT             EE             BB             TE             PP             TP             EP          
  2169   0.149375E+03   0.514414E+01   0.000000E+00   0.740585E-01   0.114326E-08   0.289615E-06   0.373545E-07
  2170   0.148561E+03   0.517461E+01   0.000000E+00   0.776808E-01   0.114196E-08   0.290888E-06   0.375397E-07
  2171   0.147751E+03   0.520505E+01   0.000000E+00   0.785803E-01   0.114067E-08   0.292265E-06   0.377165E-07
  2172   0.146946E+03   0.523547E+01   0.000000E+00   0.767817E-01   0.113937E-08   0.293735E-06   0.378854E-07
  2173   0.146145E+03   0.526583E+01   0.000000E+00   0.723064E-01   0.113808E-08   0.295286E-06   0.380467E-07
  2174   0.145348E+03   0.529613E+01   0.000000E+00   0.651793E-01   0.113679E-08   0.296908E-06   0.382005E-07
  2175   0.144557E+03   0.532634E+01   0.000000E+00   0.554224E-01   0.113550E-08   0.298589E-06   0.383472E-07
  2176   0.143770E+03   0.535645E+01   0.000000E+00   0.430599E-01   0.113421E-08   0.300318E-06   0.384871E-07
  2177   0.142988E+03   0.538646E+01   0.000000E+00   0.281145E-01   0.113292E-08   0.302083E-06   0.386205E-07
  2178   0.142211E+03   0.541634E+01   0.000000E+00   0.106098E-01   0.113164E-08   0.303874E-06   0.387477E-07
  2179   0.141439E+03   0.544607E+01   0.000000E+00  -0.943167E-02   0.113036E-08   0.305680E-06   0.388689E-07
  2180   0.140673E+03   0.547564E+01   0.000000E+00  -0.319856E-01   0.112907E-08   0.307488E-06   0.389845E-07
  2181   0.139912E+03   0.550504E+01   0.000000E+00  -0.570280E-01   0.112780E-08   0.309287E-06   0.390947E-07
  2182   0.139157E+03   0.553424E+01   0.000000E+00  -0.845275E-01   0.112652E-08   0.311067E-06   0.391999E-07
  2183   0.138407E+03   0.556325E+01   0.000000E+00  -0.114452E+00   0.112524E-08   0.312817E-06   0.393003E-07
  2184   0.137664E+03   0.559204E+01   0.000000E+00  -0.146768E+00   0.112397E-08   0.314524E-06   0.393962E-07
  2185   0.136926E+03   0.562059E+01   0.000000E+00  -0.181444E+00   0.112270E-08   0.316178E-06   0.394880E-07
  2186   0.136194E+03   0.564890E+01   0.000000E+00  -0.218446E+00   0.112142E-08   0.317768E-06   0.395758E-07
  2187   0.135470E+03   0.567695E+01   0.000000E+00  -0.257743E+00   0.112016E-08   0.319282E-06   0.396601E-07
  2188   0.134751E+03   0.570473E+01   0.000000E+00  -0.299302E+00   0.111889E-08   0.320709E-06   0.397410E-07
  2189   0.134038E+03   0.573223E+01   0.000000E+00  -0.343089E+00   0.111762E-08   0.322038E-06   0.398190E-07
  2190   0.133333E+03   0.575943E+01   0.000000E+00  -0.389070E+00   0.111636E-08   0.323257E-06   0.398942E-07
  2191   0.132634E+03   0.578630E+01   0.000000E+00  -0.437213E+00   0.111510E-08   0.324356E-06   0.399670E-07
  2192   0.131942E+03   0.581286E+01   0.000000E+00  -0.487482E+00   0.111383E-08   0.325322E-06   0.400376E-07
  2193   0.131257E+03   0.583907E+01   0.000000E+00  -0.539845E+00   0.111258E-08   0.326146E-06   0.401065E-07
  2194   0.130578E+03   0.586493E+01   0.000000E+00  -0.594268E+00   0.111132E-08   0.326815E-06   0.401737E-07
  2195   0.129907E+03   0.589041E+01   0.000000E+00  -0.650716E+00   0.111006E-08   0.327318E-06   0.402397E-07
  2196   0.129243E+03   0.591552E+01   0.000000E+00  -0.709147E+00   0.110881E-08   0.327645E-06   0.403047E-07
  2197   0.128586E+03   0.594024E+01   0.000000E+00  -0.769521E+00   0.110756E-08   0.327783E-06   0.403690E-07
  2198   0.127937E+03   0.596455E+01   0.000000E+00  -0.831788E+00   0.110631E-08   0.327723E-06   0.404330E-07
  2199   0.127294E+03   0.598846E+01   0.000000E+00  -0.895917E+00   0.110506E-08   0.327451E-06   0.404969E-07
  2200   0.126660E+03   0.601193E+01   0.000000E+00  -0.961857E+00   0.110381E-08   0.326958E-06   0.405609E-07
  2201   0.126033E+03   0.603498E+01   0.000000E+00  -0.102958E+01   0.110256E-08   0.326235E-06   0.406254E-07
  2202   0.125414E+03   0.605759E+01   0.000000E+00  -0.109901E+01   0.110132E-08   0.325285E-06   0.406904E-07
  2203   0.124802E+03   0.607973E+01   0.000000E+00  -0.117015E+01   0.110008E-08   0.324114E-06   0.407557E-07
  2204   0.124199E+03   0.610141E+01   0.000000E+00  -0.124292E+01   0.109884E-08   0.322730E-06   0.408215E-07
  2205   0.123603E+03   0.612262E+01   0.000000E+00  -0.131730E+01   0.109760E-08   0.321138E-06   0.408877E-07
  2206   0.123015E+03   0.614334E+01   0.000000E+00  -0.139326E+01   0.109636E-08   0.319345E-06   0.409541E-07
  2207   0.122436E+03   0.616355E+01   0.000000E+00  -0.147074E+01   0.109512E-08   0.317358E-06   0.410209E-07
  2208   0.121864E+03   0.618325E+01   0.000000E+00  -0.154970E+01   0.109389E-08   0.315182E-06   0.410880E-07
  2209   0.121300E+03   0.620243E+01   0.000000E+00  -0.163011E+01   0.109266E-08   0.312824E-06   0.411552E-07
  2210   0.120745E+03   0.622108E+01   0.000000E+00  -0.171192E+01   0.109142E-08   0.310291E-06   0.412228E-07
  2211   0.120198E+03   0.623919E+01   0.000000E+00  -0.179508E+01   0.109020E-08   0.307589E-06   0.412904E-07
  2212   0.119659E+03   0.625676E+01   0.000000E+00  -0.187955E+01   0.108897E-08   0.304724E-06   0.413583E-07
  2213   0.119128E+03   0.627376E+01   0.000000E+00  -0.196527E+01   0.108774E-08   0.301702E-06   0.414262E-07
  2214   0.118606E+03   0.629020E+01   0.000000E+00  -0.205221E+01   0.108652E-08   0.298531E-06   0.414942E-07
  2215   0.118091E+03   0.630608E+01   0.000000E+00  -0.214032E+01   0.108529E-08   0.295216E-06   0.415623E-07
  2216   0.117586E+03   0.632137E+01   0.000000E+00  -0.222954E+01   0.108407E-08   0.291764E-06   0.416304E-07
  2217   0.117089E+03   0.633608E+01   0.000000E+00  -0.231984E+01   0.108285E-08   0.288181E-06   0.416985E-07
  2218   0.116601E+03   0.635019E+01   0.000000E+00  -0.241116E+01   0.108163E-08   0.284474E-06   0.417666E-07
  2219   0.116120E+03   0.636371E+01   0.000000E+00  -0.250346E+01   0.108042E-08   0.280649E-06   0.418346E-07
  2220   0.115649E+03   0.637664E+01   0.000000E+00  -0.259669E+01   0.107920E-08   0.276712E-06   0.419025E-07
  2221   0.115185E+03   0.638895E+01   0.000000E+00  -0.269082E+01   0.107799E-08   0.272671E-06   0.419702E-07
  2222   0.114731E+03   0.640064E+01   0.000000E+00  -0.278577E+01   0.107678E-08   0.268530E-06   0.420378E-07
  2223   0.114285E+03   0.641172E+01   0.000000E+00  -0.288152E+01   0.107557E-08   0.264297E-06   0.421052E-07
  2224   0.113848E+03   0.642218E+01   0.000000E+00  -0.297801E+01   0.107436E-08   0.259978E-06   0.421724E-07
  2225   0.113419E+03   0.643200E+01   0.000000E+00  -0.307521E+01   0.107315E-08   0.255579E-06   0.422393E-07
  2226   0.112998E+03   0.644119E+01   0.000000E+00  -0.317306E+01   0.107195E-08   0.251108E-06   0.423059E-07
  2227   0.112587E+03   0.644972E+01   0.000000E+00  -0.327151E+01   0.107074E-08   0.246569E-06   0.423722E-07
  2228   0.112183E+03   0.645762E+01   0.000000E+00  -0.337053E+01   0.106954E-08   0.241970E-06   0.424382E-07
  2229   0.111788E+03   0.646486E+01   0.000000E+00  -0.347005E+01   0.106834E-08   0.237317E-06   0.425038E-07
  2230   0.111402E+03   0.647144E+01   0.000000E+00  -0.357005E+01   0.106714E-08   0.232617E-06   0.425690E-07
  2231   0.111024E+03   0.647737E+01   0.000000E+00  -0.367046E+01   0.106594E-08   0.227875E-06   0.426337E-07
  2232   0.110655E+03   0.648263E+01   0.000000E+00  -0.377124E+01   0.106475E-08   0.223098E-06   0.426979E-07
  2233   0.110293E+03   0.648722E+01   0.000000E+00  -0.387235E+01   0.106355E-08   0.218293E-06   0.427617E-07
  2234   0.109941E+03   0.649117E+01   0.000000E+00  -0.397374E+01   0.106236E-08   0.213466E-06   0.428249E-07
  2235   0.109597E+03   0.649444E+01   0.000000E+00  -0.407535E+01   0.106117E-08   0.208623E-06   0.428875E-07
  2236   0.109262E+03   0.649707E+01   0.000000E+00  -0.417715E+01   0.105998E-08   0.203771E-06   0.429496E-07
  2237   0.108934E+03   0.649902E+01   0.000000E+00  -0.427908E+01   0.105879E-08   0.198916E-06   0.430110E-07
  2238   0.108615E+03   0.650032E+01   0.000000E+00  -0.438111E+01   0.105761E-08   0.194065E-06   0.430717E-07
  2239   0.108304E+03   0.650095E+01   0.000000E+00  -0.448317E+01   0.105642E-08   0.189224E-06   0.431318E-07
  2240   0.108002E+03   0.650092E+01   0.000000E+00  -0.458525E+01   0.105524E-08   0.184399E-06   0.431911E-07
  2241   0.107707E+03   0.650022E+01   0.000000E+00  -0.468728E+01   0.105405E-08   0.179596E-06   0.432497E-07
  2242   0.107421E+03   0.649884E+01   0.000000E+00  -0.478924E+01   0.105287E-08   0.174823E-06   0.433075E-07
  2243   0.107143E+03   0.649681E+01   0.000000E+00  -0.489105E+01   0.105170E-08   0.170085E-06   0.433645E-07
  2244   0.106873E+03   0.649409E+01   0.000000E+00  -0.499270E+01   0.105052E-08   0.165390E-06   0.434206E-07
  2245   0.106611E+03   0.649071E+01   0.000000E+00  -0.509413E+01   0.104934E-08   0.160742E-06   0.434759E-07
  2246   0.106356E+03   0.648665E+01   0.000000E+00  -0.519531E+01   0.104817E-08   0.156149E-06   0.435302E-07
  2247   0.106110E+03   0.648194E+01   0.000000E+00  -0.529618E+01   0.104700E-08   0.151618E-06   0.435836E-07
  2248   0.105871E+03   0.647656E+01   0.000000E+00  -0.539671E+01   0.104582E-08   0.147153E-06   0.436361E-07
  2249   0.105640E+03   0.647051E+01   0.000000E+00  -0.549687E+01   0.104466E-08   0.142763E-06   0.436875E-07
  2250   0.105417E+03   0.646380E+01   0.000000E+00  -0.559659E+01   0.104349E-08   0.138453E-06   0.437379E-07
  2251   0.105201E+03   0.645643E+01   0.000000E+00  -0.569585E+01   0.104232E-08   0.134229E-06   0.437872E-07
  2252   0.104993E+03   0.644840E+01   0.000000E+00  -0.579460E+01   0.104116E-08   0.130093E-06   0.438352E-07
  2253   0.104792E+03   0.643971E+01   0.000000E+00  -0.589280E+01   0.103999E-08   0.126049E-06   0.438815E-07
  2254   0.104599E+03   0.643038E+01   0.000000E+00  -0.599041E+01   0.103883E-08   0.122097E-06   0.439260E-07
  2255   0.104411E+03   0.642037E+01   0.000000E+00  -0.608739E+01   0.103767E-08   0.118240E-06   0.439682E-07
  2256   0.104232E+03   0.640971E+01   0.000000E+00  -0.618371E+01   0.103651E-08   0.114479E-06   0.440081E-07
  2257   0.104060E+03   0.639840E+01   0.000000E+00  -0.627932E+01   0.103535E-08   0.110818E-06   0.440453E-07
  2258   0.103895E+03   0.638644E+01   0.000000E+00  -0.637418E+01   0.103420E-08   0.107257E-06   0.440794E-07
  2259   0.103737E+03   0.637383E+01   0.000000E+00  -0.646825E+01   0.103304E-08   0.103799E-06   0.441103E-07
  2260   0.103586E+03   0.636058E+01   0.000000E+00  -0.656150E+01   0.103189E-08   0.100446E-06   0.441377E-07
  2261   0.103441E+03   0.634669E+01   0.000000E+00  -0.665389E+01   0.103074E-08   0.972004E-07   0.441613E-07
  2262   0.103304E+03   0.633218E+01   0.000000E+00  -0.674539E+01   0.102959E-08   0.940634E-07   0.441808E-07
  2263   0.103171E+03   0.631705E+01   0.000000E+00  -0.683596E+01   0.102844E-08   0.910374E-07   0.441959E-07
  2264   0.103047E+03   0.630131E+01   0.000000E+00  -0.692555E+01   0.102729E-08   0.881245E-07   0.442064E-07
  2265   0.102928E+03   0.628497E+01   0.000000E+00  -0.701414E+01   0.102615E-08   0.853266E-07   0.442120E-07
  2266   0.102816E+03   0.626801E+01   0.000000E+00  -0.710173E+01   0.102500E-08   0.826457E-07   0.442125E-07
  2267   0.102710E+03   0.625048E+01   0.000000E+00  -0.718820E+01   0.102386E-08   0.800839E-07   0.442074E-07
  2268   0.102609E+03   0.623235E+01   0.000000E+00  -0.727358E+01   0.102272E-08   0.776433E-07   0.441967E-07
  2269   0.102515E+03   0.621363E+01   0.000000E+00  -0.735780E+01   0.102158E-08   0.753258E-07   0.441800E-07
  2270   0.102427E+03   0.619435E+01   0.000000E+00  -0.744093E+01   0.102044E-08   0.731335E-07   0.441569E-07
  2271   0.102344E+03   0.617448E+01   0.000000E+00  -0.752283E+01   0.101931E-08   0.710684E-07   0.441274E-07
  2272   0.102267E+03   0.615405E+01   0.000000E+00  -0.760350E+01   0.101817E-08   0.691326E-07   0.440910E-07
  2273   0.102196E+03   0.613306E+01   0.000000E+00  -0.768293E+01   0.101704E-08   0.673280E-07   0.440476E-07
  2274   0.102130E+03   0.611151E+01   0.000000E+00  -0.776106E+01   0.101590E-08   0.656567E-07   0.439967E-07
  2275   0.102069E+03   0.608943E+01   0.000000E+00  -0.783788E+01   0.101477E-08   0.641207E-07   0.439382E-07
  2276   0.102014E+03   0.606682E+01   0.000000E+00  -0.791340E+01   0.101364E-08   0.627220E-07   0.438719E-07
  2277   0.101963E+03   0.604367E+01   0.000000E+00  -0.798754E+01   0.101252E-08   0.614627E-07   0.437973E-07
  2278   0.101917E+03   0.602001E+01   0.000000E+00  -0.806030E+01   0.101139E-08   0.603448E-07   0.437142E-07
  2279   0.101876E+03   0.599585E+01   0.000000E+00  -0.813168E+01   0.101027E-08   0.593703E-07   0.436224E-07
  2280   0.101841E+03   0.597118E+01   0.000000E+00  -0.820162E+01   0.100914E-08   0.585413E-07   0.435216E-07
  2281   0.101809E+03   0.594602E+01   0.000000E+00  -0.827002E+01   0.100802E-08   0.578597E-07   0.434116E-07
  2282   0.101782E+03   0.592037E+01   0.000000E+00  -0.833698E+01   0.100690E-08   0.573277E-07   0.432919E-07
  2283   0.101759E+03   0.589425E+01   0.000000E+00  -0.840249E+01   0.100578E-08   0.569472E-07   0.431624E-07
  2284   0.101741E+03   0.586766E+01   0.000000E+00  -0.846640E+01   0.100466E-08   0.567202E-07   0.430229E-07
  2285   0.101726E+03   0.584059E+01   0.000000E+00  -0.852879E+01   0.100355E-08   0.566488E-07   0.428729E-07
  2286   0.101716E+03   0.581308E+01   0.000000E+00  -0.858958E+01   0.100243E-08   0.567350E-07   0.427123E-07
  2287   0.101709E+03   0.578513E+01   0.000000E+00  -0.864885E+01   0.100132E-08   0.569809E-07   0.425407E-07
  2288   0.101706E+03   0.575674E+01   0.000000E+00  -0.870645E+01   0.100021E-08   0.573884E-07   0.423580E-07
  2289   0.101707E+03   0.572793E+01   0.000000E+00  -0.876245E+01   0.999097E-09   0.579596E-07   0.421637E-07
  2290   0.101711E+03   0.569871E+01   0.000000E+00  -0.881679E+01   0.997988E-09   0.586965E-07   0.419577E-07
  2291   0.101719E+03   0.566910E+01   0.000000E+00  -0.886953E+01   0.996880E-09   0.596012E-07   0.417397E-07
  2292   0.101730E+03   0.563909E+01   0.000000E+00  -0.892061E+01   0.995774E-09   0.606756E-07   0.415094E-07
  2293   0.101744E+03   0.560872E+01   0.000000E+00  -0.896994E+01   0.994669E-09   0.619218E-07   0.412665E-07
  2294   0.101761E+03   0.557797E+01   0.000000E+00  -0.901769E+01   0.993566E-09   0.633419E-07   0.410108E-07
  2295   0.101781E+03   0.554687E+01   0.000000E+00  -0.906362E+01   0.992464E-09   0.649378E-07   0.407419E-07
  2296   0.101803E+03   0.551543E+01   0.000000E+00  -0.910788E+01   0.991364E-09   0.667115E-07   0.404597E-07
  2297   0.101828E+03   0.548364E+01   0.000000E+00  -0.915041E+01   0.990265E-09   0.686652E-07   0.401637E-07
  2298   0.101856E+03   0.545153E+01   0.000000E+00  -0.919127E+01   0.989167E-09   0.708008E-07   0.398539E-07
  2299   0.101886E+03   0.541910E+01   0.000000E+00  -0.923032E+01   0.988071E-09   0.731204E-07   0.395298E-07
  2300   0.101918E+03   0.538636E+01   0.000000E+00  -0.926756E+01   0.986976E-09   0.756259E-07   0.391912E-07
  2301   0.101952E+03   0.535332E+01   0.000000E+00  -0.930313E+01   0.985883E-09   0.783175E-07   0.388380E-07
  2302   0.101989E+03   0.532000E+01   0.000000E+00  -0.933682E+01   0.984791E-09   0.811874E-07   0.384706E-07
  2303   0.102026E+03   0.528639E+01   0.000000E+00  -0.936885E+01   0.983700E-09   0.842259E-07   0.380895E-07
  2304   0.102067E+03   0.525252E+01   0.000000E+00  -0.939898E+01   0.982611E-09   0.874233E-07   0.376953E-07
  2305   0.102108E+03   0.521840E+01   0.000000E+00  -0.942738E+01   0.981523E-09   0.907698E-07   0.372886E-07
  2306   0.102150E+03   0.518403E+01   0.000000E+00  -0.945395E+01   0.980437E-09   0.942559E-07   0.368699E-07
  2307   0.102195E+03   0.514943E+01   0.000000E+00  -0.947870E+01   0.979352E-09   0.978717E-07   0.364397E-07
  2308   0.102240E+03   0.511461E+01   0.000000E+00  -0.950164E+01   0.978268E-09   0.101608E-06   0.359987E-07
  2309   0.102286E+03   0.507958E+01   0.000000E+00  -0.952275E+01   0.977186E-09   0.105454E-06   0.355473E-07
  2310   0.102333E+03   0.504435E+01   0.000000E+00  -0.954211E+01   0.976105E-09   0.109401E-06   0.350862E-07
  2311   0.102382E+03   0.500893E+01   0.000000E+00  -0.955964E+01   0.975026E-09   0.113438E-06   0.346158E-07
  2312   0.102430E+03   0.497334E+01   0.000000E+00  -0.957528E+01   0.973948E-09   0.117557E-06   0.341368E-07
  2313   0.102480E+03   0.493758E+01   0.000000E+00  -0.958915E+01   0.972871E-09   0.121748E-06   0.336497E-07
  2314   0.102530E+03   0.490167E+01   0.000000E+00  -0.960127E+01   0.971796E-09   0.126000E-06   0.331550E-07
  2315   0.102580E+03   0.486561E+01   0.000000E+00  -0.961149E+01   0.970722E-09   0.130304E-06   0.326533E-07
  2316   0.102631E+03   0.482943E+01   0.000000E+00  -0.961995E+01   0.969649E-09   0.134651E-06   0.321452E-07
  2317   0.102681E+03   0.479312E+01   0.000000E+00  -0.962657E+01   0.968578E-09   0.139031E-06   0.316312E-07
  2318   0.102732E+03   0.475671E+01   0.000000E+00  -0.963135E+01   0.967508E-09   0.143433E-06   0.311119E-07
  2319   0.102782E+03   0.472019E+01   0.000000E+00  -0.963437E+01   0.966440E-09   0.147849E-06   0.305878E-07
  2320   0.102833E+03   0.468358E+01   0.000000E+00  -0.963563E+01   0.965373E-09   0.152268E-06   0.300594E-07
  2321   0.102882E+03   0.464690E+01   0.000000E+00  -0.963504E+01   0.964307E-09   0.156681E-06   0.295274E-07
  2322   0.102931E+03   0.461015E+01   0.000000E+00  -0.963268E+01   0.963243E-09   0.161079E-06   0.289923E-07
  2323   0.102981E+03   0.457335E+01   0.000000E+00  -0.962856E+01   0.962180E-09   0.165450E-06   0.284546E-07
  2324   0.103028E+03   0.453651E+01   0.000000E+00  -0.962266E+01   0.961118E-09   0.169787E-06   0.279149E-07
  2325   0.103076E+03   0.449964E+01   0.000000E+00  -0.961507E+01   0.960058E-09   0.174078E-06   0.273738E-07
  2326   0.103122E+03   0.446276E+01   0.000000E+00  -0.960570E+01   0.958999E-09   0.178315E-06   0.268318E-07
  2327   0.103167E+03   0.442587E+01   0.000000E+00  -0.959455E+01   0.957941E-09   0.182487E-06   0.262894E-07
  2328   0.103212E+03   0.438900E+01   0.000000E+00  -0.958178E+01   0.956885E-09   0.186586E-06   0.257473E-07
  2329   0.103255E+03   0.435215E+01   0.000000E+00  -0.956730E+01   0.955830E-09   0.190600E-06   0.252059E-07
  2330   0.103297E+03   0.431533E+01   0.000000E+00  -0.955111E+01   0.954776E-09   0.194521E-06   0.246658E-07
  2331   0.103337E+03   0.427855E+01   0.000000E+00  -0.953329E+01   0.953724E-09   0.198339E-06   0.241277E-07
  2332   0.103376E+03   0.424182E+01   0.000000E+00  -0.951376E+01   0.952673E-09   0.202044E-06   0.235919E-07
  2333   0.103414E+03   0.420515E+01   0.000000E+00  -0.949260E+01   0.951624E-09   0.205626E-06   0.230592E-07
  2334   0.103450E+03   0.416855E+01   0.000000E+00  -0.946979E+01   0.950576E-09   0.209076E-06   0.225300E-07
  2335   0.103483E+03   0.413204E+01   0.000000E+00  -0.944535E+01   0.949529E-09   0.212383E-06   0.220049E-07
  2336   0.103515E+03   0.409561E+01   0.000000E+00  -0.941934E+01   0.948483E-09   0.215539E-06   0.214845E-07
  2337   0.103545E+03   0.405929E+01   0.000000E+00  -0.939176E+01   0.947439E-09   0.218534E-06   0.209692E-07
  2338   0.103573E+03   0.402307E+01   0.000000E+00  -0.936253E+01   0.946396E-09   0.221357E-06   0.204598E-07
  2339   0.103599E+03   0.398698E+01   0.000000E+00  -0.933181E+01   0.945355E-09   0.224000E-06   0.199566E-07
  2340   0.103623E+03   0.395103E+01   0.000000E+00  -0.929959E+01   0.944315E-09   0.226452E-06   0.194603E-07
  2341   0.103644E+03   0.391522E+01   0.000000E+00  -0.926580E+01   0.943276E-09   0.228703E-06   0.189715E-07
  2342   0.103663E+03   0.387956E+01   0.000000E+00  -0.923050E+01   0.942238E-09   0.230745E-06   0.184906E-07
  2343   0.103679E+03   0.384407E+01   0.000000E+00  -0.919377E+01   0.941202E-09   0.232567E-06   0.180183E-07
  2344   0.103693E+03   0.380874E+01   0.000000E+00  -0.915562E+01   0.940167E-09   0.234159E-06   0.175551E-07
  2345   0.103704E+03   0.377361E+01   0.000000E+00  -0.911595E+01   0.939133E-09   0.235512E-06   0.171015E-07
  2346   0.103713E+03   0.373865E+01   0.000000E+00  -0.907493E+01   0.938101E-09   0.236617E-06   0.166582E-07
  2347   0.103718E+03   0.370390E+01   0.000000E+00  -0.903247E+01   0.937070E-09   0.237463E-06   0.162255E-07
  2348   0.103721E+03   0.366935E+01   0.000000E+00  -0.898865E+01   0.936040E-09   0.238040E-06   0.158042E-07
  2349   0.103721E+03   0.363502E+01   0.000000E+00  -0.894347E+01   0.935012E-09   0.238340E-06   0.153948E-07
  2350   0.103717E+03   0.360091E+01   0.000000E+00  -0.889699E+01   0.933985E-09   0.238352E-06   0.149978E-07
  2351   0.103711E+03   0.356704E+01   0.000000E+00  -0.884915E+01   0.932959E-09   0.238070E-06   0.146136E-07
  2352   0.103702E+03   0.353340E+01   0.000000E+00  -0.880008E+01   0.931935E-09   0.237502E-06   0.142420E-07
  2353   0.103689E+03   0.350003E+01   0.000000E+00  -0.874972E+01   0.930911E-09   0.236659E-06   0.138826E-07
  2354   0.103673E+03   0.346691E+01   0.000000E+00  -0.869821E+01   0.929890E-09   0.235552E-06   0.135350E-07
  2355   0.103654E+03   0.343406E+01   0.000000E+00  -0.864540E+01   0.928869E-09   0.234193E-06   0.131988E-07
  2356   0.103631E+03   0.340150E+01   0.000000E+00  -0.859144E+01   0.927850E-09   0.232592E-06   0.128736E-07
  2357   0.103605E+03   0.336922E+01   0.000000E+00  -0.853639E+01   0.926831E-09   0.230760E-06   0.125590E-07
  2358   0.103576E+03   0.333725E+01   0.000000E+00  -0.848018E+01   0.925815E-09   0.228710E-06   0.122546E-07
  2359   0.103543E+03   0.330557E+01   0.000000E+00  -0.842289E+01   0.924799E-09   0.226451E-06   0.119600E-07
  2360   0.103506E+03   0.327421E+01   0.000000E+00  -0.836444E+01   0.923785E-09   0.223996E-06   0.116749E-07
  2361   0.103466E+03   0.324316E+01   0.000000E+00  -0.830505E+01   0.922772E-09   0.221356E-06   0.113988E-07
  2362   0.103422E+03   0.321244E+01   0.000000E+00  -0.824456E+01   0.921760E-09   0.218541E-06   0.111313E-07
  2363   0.103374E+03   0.318205E+01   0.000000E+00  -0.818313E+01   0.920750E-09   0.215563E-06   0.108721E-07
  2364   0.103322E+03   0.315199E+01   0.000000E+00  -0.812068E+01   0.919741E-09   0.212432E-06   0.106207E-07
  2365   0.103267E+03   0.312229E+01   0.000000E+00  -0.805736E+01   0.918733E-09   0.209161E-06   0.103768E-07
  2366   0.103208E+03   0.309293E+01   0.000000E+00  -0.799308E+01   0.917727E-09   0.205760E-06   0.101400E-07
  2367   0.103144E+03   0.306393E+01   0.000000E+00  -0.792793E+01   0.916721E-09   0.202241E-06   0.990976E-08
  2368   0.103077E+03   0.303530E+01   0.000000E+00  -0.786189E+01   0.915717E-09   0.198615E-06   0.968583E-08
  2369   0.103006E+03   0.300704E+01   0.000000E+00  -0.779512E+01   0.914715E-09   0.194892E-06   0.946778E-08
  2370   0.102930E+03   0.297916E+01   0.000000E+00  -0.772747E+01   0.913713E-09   0.191085E-06   0.925521E-08
  2371   0.102851E+03   0.295167E+01   0.000000E+00  -0.765908E+01   0.912713E-09   0.187204E-06   0.904773E-08
  2372   0.102768E+03   0.292456E+01   0.000000E+00  -0.758995E+01   0.911714E-09   0.183260E-06   0.884494E-08
  2373   0.102682E+03   0.289785E+01   0.000000E+00  -0.752016E+01   0.910716E-09   0.179265E-06   0.864644E-08
  2374   0.102590E+03   0.287155E+01   0.000000E+00  -0.744969E+01   0.909720E-09   0.175229E-06   0.845185E-08
  2375   0.102495E+03   0.284564E+01   0.000000E+00  -0.737855E+01   0.908725E-09   0.171165E-06   0.826077E-08
  2376   0.102396E+03   0.282014E+01   0.000000E+00  -0.730682E+01   0.907731E-09   0.167083E-06   0.807279E-08
  2377   0.102291E+03   0.279507E+01   0.000000E+00  -0.723448E+01   0.906738E-09   0.162994E-06   0.788754E-08
  2378   0.102184E+03   0.277041E+01   0.000000E+00  -0.716158E+01   0.905747E-09   0.158909E-06   0.770461E-08
  2379   0.102072E+03   0.274617E+01   0.000000E+00  -0.708817E+01   0.904756E-09   0.154841E-06   0.752361E-08
  2380   0.101956E+03   0.272236E+01   0.000000E+00  -0.701427E+01   0.903768E-09   0.150799E-06   0.734414E-08
  2381   0.101836E+03   0.269898E+01   0.000000E+00  -0.693991E+01   0.902780E-09   0.146795E-06   0.716582E-08
  2382   0.101712E+03   0.267604E+01   0.000000E+00  -0.686510E+01   0.901793E-09   0.142841E-06   0.698824E-08
  2383   0.101583E+03   0.265353E+01   0.000000E+00  -0.678989E+01   0.900808E-09   0.138947E-06   0.681100E-08
  2384   0.101450E+03   0.263147E+01   0.000000E+00  -0.671430E+01   0.899824E-09   0.135124E-06   0.663373E-08
  2385   0.101313E+03   0.260986E+01   0.000000E+00  -0.663835E+01   0.898841E-09   0.131385E-06   0.645602E-08
  2386   0.101172E+03   0.258868E+01   0.000000E+00  -0.656209E+01   0.897860E-09   0.127739E-06   0.627747E-08
  2387   0.101026E+03   0.256796E+01   0.000000E+00  -0.648554E+01   0.896879E-09   0.124199E-06   0.609770E-08
  2388   0.100877E+03   0.254770E+01   0.000000E+00  -0.640875E+01   0.895900E-09   0.120774E-06   0.591630E-08
  2389   0.100724E+03   0.252789E+01   0.000000E+00  -0.633173E+01   0.894922E-09   0.117478E-06   0.573288E-08
  2390   0.100566E+03   0.250854E+01   0.000000E+00  -0.625452E+01   0.893946E-09   0.114320E-06   0.554706E-08
  2391   0.100404E+03   0.248965E+01   0.000000E+00  -0.617715E+01   0.892970E-09   0.111312E-06   0.535843E-08
  2392   0.100239E+03   0.247123E+01   0.000000E+00  -0.609966E+01   0.891996E-09   0.108465E-06   0.516660E-08
  2393   0.100069E+03   0.245327E+01   0.000000E+00  -0.602207E+01   0.891023E-09   0.105790E-06   0.497117E-08
  2394   0.998951E+02   0.243578E+01   0.000000E+00  -0.594439E+01   0.890051E-09   0.103299E-06   0.477175E-08
  2395   0.997172E+02   0.241876E+01   0.000000E+00  -0.586668E+01   0.889081E-09   0.101002E-06   0.456795E-08
  2396   0.995358E+02   0.240220E+01   0.000000E+00  -0.578895E+01   0.888111E-09   0.989114E-07   0.435936E-08
  2397   0.993502E+02   0.238611E+01   0.000000E+00  -0.571123E+01   0.887143E-09   0.970375E-07   0.414561E-08
