#    L    TT             EE             BB             TE             PP             TP             EP          
  1096   0.117282E+04   0.198691E+02   0.000000E+00  -0.766702E+02   0.493855E-08  -0.162518E-06   0.378516E-06
  1097   0.117533E+04   0.196024E+02   0.000000E+00  -0.761262E+02   0.492989E-08  -0.168921E-06   0.373492E-06
  1098   0.117778E+04   0.193385E+02   0.000000E+00  -0.755634E+02   0.492125E-08  -0.175042E-06   0.368452E-06
  1099   0.118018E+04   0.190777E+02   0.000000E+00  -0.749819E+02   0.491264E-08  -0.180881E-06   0.363396E-06
  1100   0.118252E+04   0.188200E+02   0.000000E+00  -0.743824E+02   0.490404E-08  -0.186441E-06   0.358326E-06
  1101   0.118480E+04   0.185654E+02   0.000000E+00  -0.737641E+02   0.489546E-08  -0.191722E-06   0.353243E-06
  1102   0.118702E+04   0.183140E+02   0.000000E+00  -0.731284E+02   0.488691E-08  -0.196725E-06   0.348146E-06
  1103   0.118916E+04   0.180660E+02   0.000000E+00  -0.724747E+02   0.487838E-08  -0.201453E-06   0.343037E-06
  1104   0.119125E+04   0.178214E+02   0.000000E+00  -0.718042E+02   0.486986E-08  -0.205908E-06   0.337916E-06
  1105   0.119328E+04   0.175803E+02   0.000000E+00  -0.711171E+02   0.486137E-08  -0.210092E-06   0.332783E-06
  1106   0.119523E+04   0.173428E+02   0.000000E+00  -0.704137E+02   0.485290E-08  -0.214007E-06   0.327639E-06
  1107   0.119711E+04   0.171089E+02   0.000000E+00  -0.696943E+02   0.484444E-08  -0.217655E-06   0.322484E-06
  1108   0.119892E+04   0.168788E+02   0.000000E+00  -0.689594E+02   0.483601E-08  -0.221037E-06   0.317319E-06
  1109   0.120067E+04   0.166525E+02   0.000000E+00  -0.682094E+02   0.482760E-08  -0.224157E-06   0.312145E-06
  1110   0.120234E+04   0.164302E+02   0.000000E+00  -0.674447E+02   0.481921E-08  -0.227015E-06   0.306962E-06
  1111   0.120393E+04   0.162118E+02   0.000000E+00  -0.666656E+02   0.481084E-08  -0.229615E-06   0.301770E-06
  1112   0.120545E+04   0.159975E+02   0.000000E+00  -0.658726E+02   0.480249E-08  -0.231957E-06   0.296570E-06
  1113   0.120690E+04   0.157873E+02   0.000000E+00  -0.650661E+02   0.479416E-08  -0.234045E-06   0.291363E-06
  1114   0.120827E+04   0.155814E+02   0.000000E+00  -0.642465E+02   0.478585E-08  -0.235879E-06   0.286149E-06
  1115   0.120956E+04   0.153796E+02   0.000000E+00  -0.634143E+02   0.477756E-08  -0.237463E-06   0.280928E-06
  1116   0.121077E+04   0.151823E+02   0.000000E+00  -0.625698E+02   0.476929E-08  -0.238798E-06   0.275702E-06
  1117   0.121191E+04   0.149892E+02   0.000000E+00  -0.617135E+02   0.476104E-08  -0.239885E-06   0.270470E-06
  1118   0.121297E+04   0.148007E+02   0.000000E+00  -0.608457E+02   0.475281E-08  -0.240728E-06   0.265233E-06
  1119   0.121394E+04   0.146167E+02   0.000000E+00  -0.599671E+02   0.474460E-08  -0.241328E-06   0.259992E-06
  1120   0.121483E+04   0.144372E+02   0.000000E+00  -0.590777E+02   0.473640E-08  -0.241688E-06   0.254747E-06
  1121   0.121563E+04   0.142624E+02   0.000000E+00  -0.581782E+02   0.472823E-08  -0.241808E-06   0.249498E-06
  1122   0.121636E+04   0.140923E+02   0.000000E+00  -0.572690E+02   0.472008E-08  -0.241692E-06   0.244247E-06
  1123   0.121699E+04   0.139268E+02   0.000000E+00  -0.563505E+02   0.471195E-08  -0.241341E-06   0.238993E-06
  1124   0.121755E+04   0.137662E+02   0.000000E+00  -0.554230E+02   0.470383E-08  -0.240757E-06   0.233738E-06
  1125   0.121802E+04   0.136103E+02   0.000000E+00  -0.544870E+02   0.469574E-08  -0.239943E-06   0.228481E-06
  1126   0.121839E+04   0.134594E+02   0.000000E+00  -0.535432E+02   0.468767E-08  -0.238899E-06   0.223224E-06
  1127   0.121869E+04   0.133133E+02   0.000000E+00  -0.525919E+02   0.467961E-08  -0.237629E-06   0.217966E-06
  1128   0.121890E+04   0.131722E+02   0.000000E+00  -0.516336E+02   0.467158E-08  -0.236135E-06   0.212709E-06
  1129   0.121901E+04   0.130362E+02   0.000000E+00  -0.506688E+02   0.466356E-08  -0.234418E-06   0.207452E-06
  1130   0.121905E+04   0.129051E+02   0.000000E+00  -0.496981E+02   0.465556E-08  -0.232480E-06   0.202196E-06
  1131   0.121900E+04   0.127791E+02   0.000000E+00  -0.487218E+02   0.464759E-08  -0.230323E-06   0.196943E-06
  1132   0.121886E+04   0.126583E+02   0.000000E+00  -0.477404E+02   0.463963E-08  -0.227950E-06   0.191692E-06
  1133   0.121863E+04   0.125426E+02   0.000000E+00  -0.467544E+02   0.463169E-08  -0.225363E-06   0.186443E-06
  1134   0.121831E+04   0.124320E+02   0.000000E+00  -0.457642E+02   0.462377E-08  -0.222563E-06   0.181198E-06
  1135   0.121791E+04   0.123266E+02   0.000000E+00  -0.447703E+02   0.461586E-08  -0.219552E-06   0.175957E-06
  1136   0.121742E+04   0.122265E+02   0.000000E+00  -0.437729E+02   0.460798E-08  -0.216333E-06   0.170720E-06
  1137   0.121684E+04   0.121315E+02   0.000000E+00  -0.427726E+02   0.460012E-08  -0.212907E-06   0.165488E-06
  1138   0.121617E+04   0.120418E+02   0.000000E+00  -0.417699E+02   0.459227E-08  -0.209277E-06   0.160262E-06
  1139   0.121542E+04   0.119573E+02   0.000000E+00  -0.407650E+02   0.458444E-08  -0.205445E-06   0.155041E-06
  1140   0.121456E+04   0.118781E+02   0.000000E+00  -0.397586E+02   0.457663E-08  -0.201412E-06   0.149827E-06
  1141   0.121363E+04   0.118041E+02   0.000000E+00  -0.387512E+02   0.456885E-08  -0.197181E-06   0.144620E-06
  1142   0.121261E+04   0.117354E+02   0.000000E+00  -0.377431E+02   0.456107E-08  -0.192753E-06   0.139420E-06
  1143   0.121150E+04   0.116720E+02   0.000000E+00  -0.367348E+02   0.455332E-08  -0.188131E-06   0.134229E-06
  1144   0.121029E+04   0.116139E+02   0.000000E+00  -0.357267E+02   0.454559E-08  -0.183317E-06   0.129045E-06
  1145   0.120900E+04   0.115611E+02   0.000000E+00  -0.347194E+02   0.453787E-08  -0.178312E-06   0.123871E-06
  1146   0.120763E+04   0.115136E+02   0.000000E+00  -0.337133E+02   0.453017E-08  -0.173119E-06   0.118707E-06
  1147   0.120617E+04   0.114714E+02   0.000000E+00  -0.327087E+02   0.452249E-08  -0.167740E-06   0.113552E-06
  1148   0.120462E+04   0.114345E+02   0.000000E+00  -0.317061E+02   0.451483E-08  -0.162177E-06   0.108408E-06
  1149   0.120298E+04   0.114028E+02   0.000000E+00  -0.307060E+02   0.450719E-08  -0.156431E-06   0.103275E-06
  1150   0.120125E+04   0.113764E+02   0.000000E+00  -0.297088E+02   0.449956E-08  -0.150505E-06   0.981541E-07
  1151   0.119945E+04   0.113552E+02   0.000000E+00  -0.287148E+02   0.449196E-08  -0.144401E-06   0.930449E-07
  1152   0.119755E+04   0.113393E+02   0.000000E+00  -0.277246E+02   0.448437E-08  -0.138121E-06   0.879483E-07
  1153   0.119558E+04   0.113286E+02   0.000000E+00  -0.267385E+02   0.447680E-08  -0.131666E-06   0.828645E-07
  1154   0.119351E+04   0.113231E+02   0.000000E+00  -0.257570E+02   0.446924E-08  -0.125040E-06   0.777941E-07
  1155   0.119137E+04   0.113227E+02   0.000000E+00  -0.247805E+02   0.446171E-08  -0.118243E-06   0.727373E-07
  1156   0.118914E+04   0.113276E+02   0.000000E+00  -0.238096E+02   0.445419E-08  -0.111278E-06   0.676945E-07
  1157   0.118683E+04   0.113376E+02   0.000000E+00  -0.228444E+02   0.444669E-08  -0.104147E-06   0.626662E-07
  1158   0.118444E+04   0.113527E+02   0.000000E+00  -0.218856E+02   0.443921E-08  -0.968524E-07   0.576528E-07
  1159   0.118197E+04   0.113729E+02   0.000000E+00  -0.209337E+02   0.443174E-08  -0.893953E-07   0.526546E-07
  1160   0.117943E+04   0.113981E+02   0.000000E+00  -0.199888E+02   0.442429E-08  -0.817780E-07   0.476720E-07
  1161   0.117681E+04   0.114284E+02   0.000000E+00  -0.190515E+02   0.441686E-08  -0.740026E-07   0.427055E-07
  1162   0.117411E+04   0.114637E+02   0.000000E+00  -0.181220E+02   0.440945E-08  -0.660712E-07   0.377553E-07
  1163   0.117134E+04   0.115040E+02   0.000000E+00  -0.172008E+02   0.440206E-08  -0.579857E-07   0.328219E-07
  1164   0.116849E+04   0.115492E+02   0.000000E+00  -0.162884E+02   0.439468E-08  -0.497481E-07   0.279057E-07
  1165   0.116557E+04   0.115992E+02   0.000000E+00  -0.153849E+02   0.438732E-08  -0.413605E-07   0.230071E-07
  1166   0.116258E+04   0.116542E+02   0.000000E+00  -0.144909E+02   0.437998E-08  -0.328249E-07   0.181264E-07
  1167   0.115951E+04   0.117139E+02   0.000000E+00  -0.136067E+02   0.437265E-08  -0.241432E-07   0.132640E-07
  1168   0.115637E+04   0.117784E+02   0.000000E+00  -0.127326E+02   0.436534E-08  -0.153175E-07   0.842042E-08
  1169   0.115317E+04   0.118476E+02   0.000000E+00  -0.118689E+02   0.435805E-08  -0.634977E-08   0.359594E-08
  1170   0.114989E+04   0.119215E+02   0.000000E+00  -0.110161E+02   0.435078E-08   0.275795E-08  -0.120903E-08
  1171   0.114655E+04   0.120000E+02   0.000000E+00  -0.101746E+02   0.434352E-08   0.120037E-07  -0.599410E-08
  1172   0.114314E+04   0.120830E+02   0.000000E+00  -0.934454E+01   0.433628E-08   0.213854E-07  -0.107589E-07
  1173   0.113967E+04   0.121706E+02   0.000000E+00  -0.852639E+01   0.432905E-08   0.309010E-07  -0.155030E-07
  1174   0.113614E+04   0.122626E+02   0.000000E+00  -0.772048E+01   0.432185E-08   0.405486E-07  -0.202260E-07
  1175   0.113253E+04   0.123591E+02   0.000000E+00  -0.692705E+01   0.431466E-08   0.503262E-07  -0.249276E-07
  1176   0.112888E+04   0.124598E+02   0.000000E+00  -0.614644E+01   0.430748E-08   0.602318E-07  -0.296073E-07
  1177   0.112516E+04   0.125649E+02   0.000000E+00  -0.537893E+01   0.430033E-08   0.702632E-07  -0.342648E-07
  1178   0.112138E+04   0.126742E+02   0.000000E+00  -0.462483E+01   0.429319E-08   0.804186E-07  -0.388997E-07
  1179   0.111755E+04   0.127876E+02   0.000000E+00  -0.388444E+01   0.428607E-08   0.906959E-07  -0.435115E-07
  1180   0.111366E+04   0.129051E+02   0.000000E+00  -0.315805E+01   0.427896E-08   0.101093E-06  -0.481000E-07
  1181   0.110971E+04   0.130266E+02   0.000000E+00  -0.244594E+01   0.427187E-08   0.111608E-06  -0.526646E-07
  1182   0.110572E+04   0.131521E+02   0.000000E+00  -0.174836E+01   0.426479E-08   0.122239E-06  -0.572051E-07
  1183   0.110167E+04   0.132815E+02   0.000000E+00  -0.106559E+01   0.425774E-08   0.132984E-06  -0.617210E-07
  1184   0.109757E+04   0.134147E+02   0.000000E+00  -0.397894E+00   0.425070E-08   0.143841E-06  -0.662120E-07
  1185   0.109342E+04   0.135516E+02   0.000000E+00   0.254464E+00   0.424367E-08   0.154807E-06  -0.706776E-07
  1186   0.108922E+04   0.136922E+02   0.000000E+00   0.891221E+00   0.423666E-08   0.165882E-06  -0.751174E-07
  1187   0.108497E+04   0.138363E+02   0.000000E+00   0.151212E+01   0.422967E-08   0.177062E-06  -0.795312E-07
  1188   0.108069E+04   0.139840E+02   0.000000E+00   0.211697E+01   0.422270E-08   0.188346E-06  -0.839184E-07
  1189   0.107635E+04   0.141351E+02   0.000000E+00   0.270556E+01   0.421574E-08   0.199732E-06  -0.882787E-07
  1190   0.107197E+04   0.142895E+02   0.000000E+00   0.327770E+01   0.420879E-08   0.211218E-06  -0.926118E-07
  1191   0.106756E+04   0.144472E+02   0.000000E+00   0.383321E+01   0.420187E-08   0.222802E-06  -0.969171E-07
  1192   0.106310E+04   0.146081E+02   0.000000E+00   0.437188E+01   0.419495E-08   0.234481E-06  -0.101194E-06
  1193   0.105861E+04   0.147722E+02   0.000000E+00   0.489353E+01   0.418806E-08   0.246254E-06  -0.105443E-06
  1194   0.105409E+04   0.149391E+02   0.000000E+00   0.539798E+01   0.418118E-08   0.258119E-06  -0.109663E-06
  1195   0.104953E+04   0.151090E+02   0.000000E+00   0.588506E+01   0.417432E-08   0.270074E-06  -0.113854E-06
  1196   0.104494E+04   0.152818E+02   0.000000E+00   0.635464E+01   0.416747E-08   0.282116E-06  -0.118015E-06
  1197   0.104031E+04   0.154574E+02   0.000000E+00   0.680658E+01   0.416063E-08   0.294244E-06  -0.122146E-06
  1198   0.103567E+04   0.156355E+02   0.000000E+00   0.724075E+01   0.415382E-08   0.306456E-06  -0.126247E-06
  1199   0.103099E+04   0.158163E+02   0.000000E+00   0.765691E+01   0.414702E-08   0.318750E-06  -0.130317E-06
  1200   0.102629E+04   0.159996E+02   0.000000E+00   0.805508E+01   0.414023E-08   0.331123E-06  -0.134355E-06
  1201   0.102156E+04   0.161852E+02   0.000000E+00   0.843497E+01   0.413346E-08   0.343574E-06  -0.138363E-06
  1202   0.101681E+04   0.163732E+02   0.000000E+00   0.879665E+01   0.412671E-08   0.356101E-06  -0.142338E-06
  1203   0.101204E+04   0.165633E+02   0.000000E+00   0.913987E+01   0.411997E-08   0.368702E-06  -0.146281E-06
  1204   0.100725E+04   0.167556E+02   0.000000E+00   0.946464E+01   0.411324E-08   0.381375E-06  -0.150192E-06
  1205   0.100244E+04   0.169499E+02   0.000000E+00   0.977079E+01   0.410654E-08   0.394117E-06  -0.154071E-06
  1206   0.997619E+03   0.171462E+02   0.000000E+00   0.100583E+02   0.409984E-08   0.406927E-06  -0.157917E-06
  1207   0.992779E+03   0.173441E+02   0.000000E+00   0.103271E+02   0.409316E-08   0.419804E-06  -0.161730E-06
  1208   0.987932E+03   0.175440E+02   0.000000E+00   0.105771E+02   0.408650E-08   0.432744E-06  -0.165511E-06
  1209   0.983077E+03   0.177454E+02   0.000000E+00   0.108083E+02   0.407985E-08   0.445747E-06  -0.169258E-06
  1210   0.978206E+03   0.179484E+02   0.000000E+00   0.110205E+02   0.407322E-08   0.458810E-06  -0.172971E-06
  1211   0.973327E+03   0.181529E+02   0.000000E+00   0.112138E+02   0.406660E-08   0.471931E-06  -0.176651E-06
  1212   0.968448E+03   0.183587E+02   0.000000E+00   0.113883E+02   0.406000E-08   0.485108E-06  -0.180296E-06
  1213   0.963560E+03   0.185658E+02   0.000000E+00   0.115438E+02   0.405342E-08   0.498340E-06  -0.183908E-06
  1214   0.958672E+03   0.187741E+02   0.000000E+00   0.116803E+02   0.404684E-08   0.511624E-06  -0.187485E-06
  1215   0.953790E+03   0.189835E+02   0.000000E+00   0.117979E+02   0.404028E-08   0.524958E-06  -0.191028E-06
  1216   0.948901E+03   0.191938E+02   0.000000E+00   0.118964E+02   0.403374E-08   0.538341E-06  -0.194536E-06
  1217   0.944017E+03   0.194050E+02   0.000000E+00   0.119760E+02   0.402722E-08   0.551770E-06  -0.198009E-06
  1218   0.939140E+03   0.196170E+02   0.000000E+00   0.120367E+02   0.402070E-08   0.565244E-06  -0.201447E-06
  1219   0.934270E+03   0.198296E+02   0.000000E+00   0.120783E+02   0.401420E-08   0.578761E-06  -0.204849E-06
  1220   0.929398E+03   0.200428E+02   0.000000E+00   0.121010E+02   0.400772E-08   0.592318E-06  -0.208216E-06
  1221   0.924547E+03   0.202565E+02   0.000000E+00   0.121048E+02   0.400125E-08   0.605914E-06  -0.211547E-06
  1222   0.919696E+03   0.204706E+02   0.000000E+00   0.120896E+02   0.399480E-08   0.619547E-06  -0.214841E-06
  1223   0.914865E+03   0.206848E+02   0.000000E+00   0.120557E+02   0.398836E-08   0.633214E-06  -0.218100E-06
  1224   0.910040E+03   0.208994E+02   0.000000E+00   0.120030E+02   0.398193E-08   0.646915E-06  -0.221322E-06
  1225   0.905236E+03   0.211139E+02   0.000000E+00   0.119318E+02   0.397552E-08   0.660646E-06  -0.224507E-06
  1226   0.900445E+03   0.213285E+02   0.000000E+00   0.118421E+02   0.396913E-08   0.674407E-06  -0.227656E-06
  1227   0.895676E+03   0.215430E+02   0.000000E+00   0.117339E+02   0.396274E-08   0.688194E-06  -0.230767E-06
  1228   0.890926E+03   0.217573E+02   0.000000E+00   0.116076E+02   0.395638E-08   0.702007E-06  -0.233841E-06
  1229   0.886205E+03   0.219713E+02   0.000000E+00   0.114631E+02   0.395002E-08   0.715842E-06  -0.236877E-06
  1230   0.881505E+03   0.221850E+02   0.000000E+00   0.113006E+02   0.394368E-08   0.729699E-06  -0.239876E-06
  1231   0.876825E+03   0.223982E+02   0.000000E+00   0.111201E+02   0.393736E-08   0.743575E-06  -0.242837E-06
  1232   0.872173E+03   0.226109E+02   0.000000E+00   0.109220E+02   0.393105E-08   0.757469E-06  -0.245759E-06
  1233   0.867556E+03   0.228228E+02   0.000000E+00   0.107061E+02   0.392475E-08   0.771377E-06  -0.248643E-06
  1234   0.862959E+03   0.230340E+02   0.000000E+00   0.104727E+02   0.391847E-08   0.785299E-06  -0.251489E-06
  1235   0.858397E+03   0.232443E+02   0.000000E+00   0.102218E+02   0.391220E-08   0.799233E-06  -0.254295E-06
  1236   0.853864E+03   0.234537E+02   0.000000E+00   0.995368E+01   0.390595E-08   0.813176E-06  -0.257063E-06
  1237   0.849365E+03   0.236620E+02   0.000000E+00   0.966842E+01   0.389971E-08   0.827127E-06  -0.259791E-06
  1238   0.844901E+03   0.238692E+02   0.000000E+00   0.936625E+01   0.389348E-08   0.841083E-06  -0.262480E-06
  1239   0.840471E+03   0.240751E+02   0.000000E+00   0.904730E+01   0.388727E-08   0.855043E-06  -0.265129E-06
  1240   0.836077E+03   0.242796E+02   0.000000E+00   0.871179E+01   0.388107E-08   0.869004E-06  -0.267738E-06
  1241   0.831725E+03   0.244828E+02   0.000000E+00   0.835993E+01   0.387488E-08   0.882965E-06  -0.270307E-06
  1242   0.827415E+03   0.246845E+02   0.000000E+00   0.799194E+01   0.386871E-08   0.896924E-06  -0.272836E-06
  1243   0.823139E+03   0.248846E+02   0.000000E+00   0.760795E+01   0.386255E-08   0.910879E-06  -0.275324E-06
  1244   0.818906E+03   0.250830E+02   0.000000E+00   0.720811E+01   0.385641E-08   0.924828E-06  -0.277772E-06
  1245   0.814714E+03   0.252796E+02   0.000000E+00   0.679276E+01   0.385028E-08   0.938769E-06  -0.280178E-06
  1246   0.810572E+03   0.254744E+02   0.000000E+00   0.636207E+01   0.384416E-08   0.952700E-06  -0.282543E-06
  1247   0.806471E+03   0.256672E+02   0.000000E+00   0.591625E+01   0.383806E-08   0.966619E-06  -0.284867E-06
  1248   0.802420E+03   0.258580E+02   0.000000E+00   0.545552E+01   0.383197E-08   0.980524E-06  -0.287150E-06
  1249   0.798410E+03   0.260466E+02   0.000000E+00   0.498009E+01   0.382589E-08   0.994413E-06  -0.289390E-06
  1250   0.794457E+03   0.262329E+02   0.000000E+00   0.449021E+01   0.381983E-08   0.100828E-05  -0.291588E-06
  1251   0.790546E+03   0.264171E+02   0.000000E+00   0.398614E+01   0.381378E-08   0.102214E-05  -0.293745E-06
  1252   0.786683E+03   0.265988E+02   0.000000E+00   0.346819E+01   0.380774E-08   0.103597E-05  -0.295859E-06
  1253   0.782877E+03   0.267781E+02   0.000000E+00   0.293665E+01   0.380172E-08   0.104977E-05  -0.297930E-06
  1254   0.779120E+03   0.269550E+02   0.000000E+00   0.239180E+01   0.379571E-08   0.106356E-05  -0.299960E-06
  1255   0.775419E+03   0.271293E+02   0.000000E+00   0.183395E+01   0.378971E-08   0.107732E-05  -0.301948E-06
  1256   0.771774E+03   0.273010E+02   0.000000E+00   0.126338E+01   0.378373E-08   0.109105E-05  -0.303893E-06
  1257   0.768186E+03   0.274699E+02   0.000000E+00   0.680388E+00   0.377776E-08   0.110475E-05  -0.305797E-06
  1258   0.764655E+03   0.276362E+02   0.000000E+00   0.852616E-01   0.377180E-08   0.111842E-05  -0.307658E-06
  1259   0.761172E+03   0.277995E+02   0.000000E+00  -0.521705E+00   0.376585E-08   0.113206E-05  -0.309477E-06
  1260   0.757761E+03   0.279600E+02   0.000000E+00  -0.114022E+01   0.375992E-08   0.114567E-05  -0.311255E-06
  1261   0.754399E+03   0.281175E+02   0.000000E+00  -0.176999E+01   0.375400E-08   0.115924E-05  -0.312991E-06
  1262   0.751100E+03   0.282719E+02   0.000000E+00  -0.241073E+01   0.374810E-08   0.117278E-05  -0.314684E-06
  1263   0.747866E+03   0.284232E+02   0.000000E+00  -0.306214E+01   0.374220E-08   0.118627E-05  -0.316336E-06
  1264   0.744688E+03   0.285714E+02   0.000000E+00  -0.372393E+01   0.373632E-08   0.119973E-05  -0.317946E-06
