#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
  2152   0.163645E+03  -0.420026E+00   0.294791E-06  -0.420026E+00   0.463851E+01   0.326586E-07   0.294791E-06   0.326586E-07   0.116560E-08
  2153   0.162790E+03  -0.367929E+00   0.292575E-06  -0.367929E+00   0.466685E+01   0.330290E-07   0.292575E-06   0.330290E-07   0.116427E-08
  2154   0.161937E+03  -0.318738E+00   0.290654E-06  -0.318738E+00   0.469544E+01   0.333862E-07   0.290654E-06   0.333862E-07   0.116294E-08
  2155   0.161085E+03  -0.272448E+00   0.289017E-06  -0.272448E+00   0.472429E+01   0.337305E-07   0.289017E-06   0.337305E-07   0.116162E-08
  2156   0.160234E+03  -0.229057E+00   0.287653E-06  -0.229057E+00   0.475335E+01   0.340621E-07   0.287653E-06   0.340621E-07   0.116030E-08
  2157   0.159384E+03  -0.188559E+00   0.286550E-06  -0.188559E+00   0.478262E+01   0.343813E-07   0.286550E-06   0.343813E-07   0.115897E-08
  2158   0.158537E+03  -0.150952E+00   0.285697E-06  -0.150952E+00   0.481209E+01   0.346885E-07   0.285697E-06   0.346885E-07   0.115766E-08
  2159   0.157690E+03  -0.116233E+00   0.285083E-06  -0.116233E+00   0.484174E+01   0.349839E-07   0.285083E-06   0.349839E-07   0.115634E-08
  2160   0.156847E+03  -0.843947E-01   0.284697E-06  -0.843947E-01   0.487154E+01   0.352678E-07   0.284697E-06   0.352678E-07   0.115502E-08
  2161   0.156005E+03  -0.554312E-01   0.284527E-06  -0.554312E-01   0.490149E+01   0.355406E-07   0.284527E-06   0.355406E-07   0.115371E-08
  2162   0.155166E+03  -0.293305E-01   0.284563E-06  -0.293305E-01   0.493157E+01   0.358024E-07   0.284563E-06   0.358024E-07   0.115240E-08
  2163   0.154330E+03  -0.608477E-02   0.284792E-06  -0.608477E-02   0.496175E+01   0.360536E-07   0.284792E-06   0.360536E-07   0.115109E-08
  2164   0.153496E+03   0.143168E-01   0.285205E-06   0.143168E-01   0.499202E+01   0.362945E-07   0.285205E-06   0.362945E-07   0.114978E-08
  2165   0.152665E+03   0.318836E-01   0.285788E-06   0.318836E-01   0.502236E+01   0.365254E-07   0.285788E-06   0.365254E-07   0.114847E-08
  2166   0.151837E+03   0.466250E-01   0.286533E-06   0.466250E-01   0.505276E+01   0.367465E-07   0.286533E-06   0.367465E-07   0.114716E-08
  2167   0.151013E+03   0.585540E-01   0.287426E-06   0.585540E-01   0.508320E+01   0.369583E-07   0.287426E-06   0.369583E-07   0.114586E-08
  2168   0.150192E+03   0.676904E-01   0.288457E-06   0.676904E-01   0.511367E+01   0.371608E-07   0.288457E-06   0.371608E-07   0.114456E-08
  2169   0.149375E+03   0.740585E-01   0.289614E-06   0.740585E-01   0.514414E+01   0.373545E-07   0.289614E-06   0.373545E-07   0.114326E-08
  2170   0.148561E+03   0.776808E-01   0.290887E-06   0.776808E-01   0.517461E+01   0.375397E-07   0.290887E-06   0.375397E-07   0.114196E-08
  2171   0.147751E+03   0.785803E-01   0.292264E-06   0.785803E-01   0.520505E+01   0.377166E-07   0.292264E-06   0.377166E-07   0.114067E-08
  2172   0.146946E+03   0.767817E-01   0.293734E-06   0.767817E-01   0.523547E+01   0.378855E-07   0.293734E-06   0.378855E-07   0.113937E-08
  2173   0.146145E+03   0.723064E-01   0.295285E-06   0.723064E-01   0.526583E+01   0.380467E-07   0.295285E-06   0.380467E-07   0.113808E-08
  2174   0.145348E+03   0.651793E-01   0.296907E-06   0.651793E-01   0.529612E+01   0.382005E-07   0.296907E-06   0.382005E-07   0.113679E-08
  2175   0.144557E+03   0.554224E-01   0.298588E-06   0.554224E-01   0.532634E+01   0.383472E-07   0.298588E-06   0.383472E-07   0.113550E-08
  2176   0.143770E+03   0.430599E-01   0.300317E-06   0.430599E-01   0.535645E+01   0.384871E-07   0.300317E-06   0.384871E-07   0.113421E-08
  2177   0.142988E+03   0.281145E-01   0.302083E-06   0.281145E-01   0.538646E+01   0.386205E-07   0.302083E-06   0.386205E-07   0.113292E-08
  2178   0.142211E+03   0.106098E-01   0.303873E-06   0.106098E-01   0.541634E+01   0.387477E-07   0.303873E-06   0.387477E-07   0.113164E-08
  2179   0.141439E+03  -0.943167E-02   0.305679E-06  -0.943167E-02   0.544607E+01   0.388689E-07   0.305679E-06   0.388689E-07   0.113036E-08
  2180   0.140673E+03  -0.319856E-01   0.307487E-06  -0.319856E-01   0.547564E+01   0.389845E-07   0.307487E-06   0.389845E-07   0.112907E-08
  2181   0.139912E+03  -0.570280E-01   0.309286E-06  -0.570280E-01   0.550504E+01   0.390947E-07   0.309286E-06   0.390947E-07   0.112780E-08
  2182   0.139157E+03  -0.845275E-01   0.311067E-06  -0.845275E-01   0.553424E+01   0.391999E-07   0.311067E-06   0.391999E-07   0.112652E-08
  2183   0.138407E+03  -0.114452E+00   0.312816E-06  -0.114452E+00   0.556325E+01   0.393003E-07   0.312816E-06   0.393003E-07   0.112524E-08
  2184   0.137664E+03  -0.146768E+00   0.314523E-06  -0.146768E+00   0.559204E+01   0.393962E-07   0.314523E-06   0.393962E-07   0.112397E-08
  2185   0.136926E+03  -0.181444E+00   0.316178E-06  -0.181444E+00   0.562059E+01   0.394880E-07   0.316178E-06   0.394880E-07   0.112270E-08
  2186   0.136194E+03  -0.218446E+00   0.317767E-06  -0.218446E+00   0.564890E+01   0.395758E-07   0.317767E-06   0.395758E-07   0.112142E-08
  2187   0.135470E+03  -0.257743E+00   0.319281E-06  -0.257743E+00   0.567695E+01   0.396601E-07   0.319281E-06   0.396601E-07   0.112016E-08
  2188   0.134751E+03  -0.299302E+00   0.320708E-06  -0.299302E+00   0.570473E+01   0.397411E-07   0.320708E-06   0.397411E-07   0.111889E-08
  2189   0.134038E+03  -0.343089E+00   0.322037E-06  -0.343089E+00   0.573222E+01   0.398190E-07   0.322037E-06   0.398190E-07   0.111762E-08
  2190   0.133333E+03  -0.389070E+00   0.323256E-06  -0.389070E+00   0.575943E+01   0.398942E-07   0.323256E-06   0.398942E-07   0.111636E-08
  2191   0.132634E+03  -0.437213E+00   0.324355E-06  -0.437213E+00   0.578630E+01   0.399670E-07   0.324355E-06   0.399670E-07   0.111510E-08
  2192   0.131942E+03  -0.487482E+00   0.325322E-06  -0.487482E+00   0.581286E+01   0.400377E-07   0.325322E-06   0.400377E-07   0.111383E-08
  2193   0.131257E+03  -0.539845E+00   0.326145E-06  -0.539845E+00   0.583907E+01   0.401065E-07   0.326145E-06   0.401065E-07   0.111258E-08
  2194   0.130578E+03  -0.594268E+00   0.326815E-06  -0.594268E+00   0.586493E+01   0.401737E-07   0.326815E-06   0.401737E-07   0.111132E-08
  2195   0.129907E+03  -0.650716E+00   0.327318E-06  -0.650716E+00   0.589042E+01   0.402397E-07   0.327318E-06   0.402397E-07   0.111006E-08
  2196   0.129243E+03  -0.709147E+00   0.327645E-06  -0.709147E+00   0.591552E+01   0.403047E-07   0.327645E-06   0.403047E-07   0.110881E-08
  2197   0.128586E+03  -0.769521E+00   0.327783E-06  -0.769521E+00   0.594024E+01   0.403691E-07   0.327783E-06   0.403691E-07   0.110756E-08
  2198   0.127937E+03  -0.831788E+00   0.327723E-06  -0.831788E+00   0.596455E+01   0.404330E-07   0.327723E-06   0.404330E-07   0.110631E-08
  2199   0.127294E+03  -0.895917E+00   0.327451E-06  -0.895917E+00   0.598846E+01   0.404969E-07   0.327451E-06   0.404969E-07   0.110506E-08
  2200   0.126660E+03  -0.961857E+00   0.326958E-06  -0.961857E+00   0.601193E+01   0.405609E-07   0.326958E-06   0.405609E-07   0.110381E-08
  2201   0.126033E+03  -0.102958E+01   0.326235E-06  -0.102958E+01   0.603498E+01   0.406254E-07   0.326235E-06   0.406254E-07   0.110256E-08
  2202   0.125414E+03  -0.109901E+01   0.325285E-06  -0.109901E+01   0.605759E+01   0.406904E-07   0.325285E-06   0.406904E-07   0.110132E-08
  2203   0.124802E+03  -0.117015E+01   0.324114E-06  -0.117015E+01   0.607973E+01   0.407557E-07   0.324114E-06   0.407557E-07   0.110008E-08
  2204   0.124199E+03  -0.124292E+01   0.322730E-06  -0.124292E+01   0.610141E+01   0.408215E-07   0.322730E-06   0.408215E-07   0.109884E-08
  2205   0.123603E+03  -0.131730E+01   0.321138E-06  -0.131730E+01   0.612262E+01   0.408877E-07   0.321138E-06   0.408877E-07   0.109760E-08
  2206   0.123015E+03  -0.139326E+01   0.319346E-06  -0.139326E+01   0.614334E+01   0.409541E-07   0.319346E-06   0.409541E-07   0.109636E-08
  2207   0.122436E+03  -0.147074E+01   0.317358E-06  -0.147074E+01   0.616355E+01   0.410209E-07   0.317358E-06   0.410209E-07   0.109512E-08
  2208   0.121864E+03  -0.154970E+01   0.315182E-06  -0.154970E+01   0.618325E+01   0.410880E-07   0.315182E-06   0.410880E-07   0.109389E-08
  2209   0.121300E+03  -0.163011E+01   0.312825E-06  -0.163011E+01   0.620243E+01   0.411552E-07   0.312825E-06   0.411552E-07   0.109266E-08
  2210   0.120745E+03  -0.171192E+01   0.310291E-06  -0.171192E+01   0.622108E+01   0.412227E-07   0.310291E-06   0.412227E-07   0.109142E-08
  2211   0.120198E+03  -0.179508E+01   0.307589E-06  -0.179508E+01   0.623919E+01   0.412904E-07   0.307589E-06   0.412904E-07   0.109020E-08
  2212   0.119659E+03  -0.187955E+01   0.304724E-06  -0.187955E+01   0.625676E+01   0.413583E-07   0.304724E-06   0.413583E-07   0.108897E-08
  2213   0.119128E+03  -0.196527E+01   0.301703E-06  -0.196527E+01   0.627376E+01   0.414262E-07   0.301703E-06   0.414262E-07   0.108774E-08
  2214   0.118606E+03  -0.205221E+01   0.298531E-06  -0.205221E+01   0.629020E+01   0.414942E-07   0.298531E-06   0.414942E-07   0.108652E-08
  2215   0.118091E+03  -0.214032E+01   0.295217E-06  -0.214032E+01   0.630608E+01   0.415623E-07   0.295217E-06   0.415623E-07   0.108529E-08
  2216   0.117586E+03  -0.222954E+01   0.291765E-06  -0.222954E+01   0.632137E+01   0.416304E-07   0.291765E-06   0.416304E-07   0.108407E-08
  2217   0.117089E+03  -0.231984E+01   0.288182E-06  -0.231984E+01   0.633608E+01   0.416985E-07   0.288182E-06   0.416985E-07   0.108285E-08
  2218   0.116601E+03  -0.241116E+01   0.284475E-06  -0.241116E+01   0.635019E+01   0.417666E-07   0.284475E-06   0.417666E-07   0.108163E-08
  2219   0.116120E+03  -0.250346E+01   0.280650E-06  -0.250346E+01   0.636371E+01   0.418346E-07   0.280650E-06   0.418346E-07   0.108042E-08
  2220   0.115649E+03  -0.259669E+01   0.276713E-06  -0.259669E+01   0.637664E+01   0.419025E-07   0.276713E-06   0.419025E-07   0.107920E-08
  2221   0.115185E+03  -0.269082E+01   0.272671E-06  -0.269082E+01   0.638895E+01   0.419702E-07   0.272671E-06   0.419702E-07   0.107799E-08
  2222   0.114731E+03  -0.278577E+01   0.268530E-06  -0.278577E+01   0.640064E+01   0.420378E-07   0.268530E-06   0.420378E-07   0.107678E-08
  2223   0.114285E+03  -0.288152E+01   0.264298E-06  -0.288152E+01   0.641172E+01   0.421052E-07   0.264298E-06   0.421052E-07   0.107557E-08
  2224   0.113848E+03  -0.297801E+01   0.259979E-06  -0.297801E+01   0.642218E+01   0.421724E-07   0.259979E-06   0.421724E-07   0.107436E-08
  2225   0.113419E+03  -0.307521E+01   0.255580E-06  -0.307521E+01   0.643200E+01   0.422393E-07   0.255580E-06   0.422393E-07   0.107315E-08
  2226   0.112998E+03  -0.317306E+01   0.251108E-06  -0.317306E+01   0.644119E+01   0.423059E-07   0.251108E-06   0.423059E-07   0.107195E-08
  2227   0.112587E+03  -0.327151E+01   0.246570E-06  -0.327151E+01   0.644972E+01   0.423722E-07   0.246570E-06   0.423722E-07   0.107074E-08
  2228   0.112183E+03  -0.337053E+01   0.241971E-06  -0.337053E+01   0.645762E+01   0.424382E-07   0.241971E-06   0.424382E-07   0.106954E-08
  2229   0.111788E+03  -0.347005E+01   0.237318E-06  -0.347005E+01   0.646486E+01   0.425038E-07   0.237318E-06   0.425038E-07   0.106834E-08
  2230   0.111402E+03  -0.357005E+01   0.232617E-06  -0.357005E+01   0.647144E+01   0.425690E-07   0.232617E-06   0.425690E-07   0.106714E-08
  2231   0.111024E+03  -0.367045E+01   0.227875E-06  -0.367045E+01   0.647737E+01   0.426337E-07   0.227875E-06   0.426337E-07   0.106594E-08
  2232   0.110655E+03  -0.377124E+01   0.223099E-06  -0.377124E+01   0.648263E+01   0.426979E-07   0.223099E-06   0.426979E-07   0.106475E-08
  2233   0.110293E+03  -0.387235E+01   0.218294E-06  -0.387235E+01   0.648723E+01   0.427617E-07   0.218294E-06   0.427617E-07   0.106355E-08
  2234   0.109941E+03  -0.397374E+01   0.213466E-06  -0.397374E+01   0.649117E+01   0.428249E-07   0.213466E-06   0.428249E-07   0.106236E-08
  2235   0.109597E+03  -0.407535E+01   0.208624E-06  -0.407535E+01   0.649444E+01   0.428875E-07   0.208624E-06   0.428875E-07   0.106117E-08
  2236   0.109262E+03  -0.417715E+01   0.203772E-06  -0.417715E+01   0.649707E+01   0.429496E-07   0.203772E-06   0.429496E-07   0.105998E-08
  2237   0.108934E+03  -0.427908E+01   0.198917E-06  -0.427908E+01   0.649902E+01   0.430110E-07   0.198917E-06   0.430110E-07   0.105879E-08
  2238   0.108615E+03  -0.438110E+01   0.194065E-06  -0.438110E+01   0.650032E+01   0.430717E-07   0.194065E-06   0.430717E-07   0.105761E-08
  2239   0.108304E+03  -0.448317E+01   0.189224E-06  -0.448317E+01   0.650095E+01   0.431318E-07   0.189224E-06   0.431318E-07   0.105642E-08
  2240   0.108002E+03  -0.458525E+01   0.184399E-06  -0.458525E+01   0.650092E+01   0.431911E-07   0.184399E-06   0.431911E-07   0.105524E-08
  2241   0.107707E+03  -0.468728E+01   0.179597E-06  -0.468728E+01   0.650022E+01   0.432497E-07   0.179597E-06   0.432497E-07   0.105405E-08
  2242   0.107421E+03  -0.478924E+01   0.174823E-06  -0.478924E+01   0.649884E+01   0.433075E-07   0.174823E-06   0.433075E-07   0.105287E-08
  2243   0.107143E+03  -0.489105E+01   0.170086E-06  -0.489105E+01   0.649681E+01   0.433645E-07   0.170086E-06   0.433645E-07   0.105170E-08
  2244   0.106873E+03  -0.499270E+01   0.165390E-06  -0.499270E+01   0.649409E+01   0.434206E-07   0.165390E-06   0.434206E-07   0.105052E-08
  2245   0.106611E+03  -0.509413E+01   0.160742E-06  -0.509413E+01   0.649071E+01   0.434759E-07   0.160742E-06   0.434759E-07   0.104934E-08
  2246   0.106356E+03  -0.519531E+01   0.156149E-06  -0.519531E+01   0.648665E+01   0.435302E-07   0.156149E-06   0.435302E-07   0.104817E-08
  2247   0.106110E+03  -0.529618E+01   0.151618E-06  -0.529618E+01   0.648194E+01   0.435837E-07   0.151618E-06   0.435837E-07   0.104700E-08
  2248   0.105871E+03  -0.539671E+01   0.147153E-06  -0.539671E+01   0.647656E+01   0.436361E-07   0.147153E-06   0.436361E-07   0.104582E-08
  2249   0.105640E+03  -0.549687E+01   0.142763E-06  -0.549687E+01   0.647051E+01   0.436875E-07   0.142763E-06   0.436875E-07   0.104466E-08
  2250   0.105417E+03  -0.559659E+01   0.138453E-06  -0.559659E+01   0.646380E+01   0.437379E-07   0.138453E-06   0.437379E-07   0.104349E-08
  2251   0.105201E+03  -0.569585E+01   0.134229E-06  -0.569585E+01   0.645643E+01   0.437872E-07   0.134229E-06   0.437872E-07   0.104232E-08
  2252   0.104993E+03  -0.579460E+01   0.130093E-06  -0.579460E+01   0.644840E+01   0.438352E-07   0.130093E-06   0.438352E-07   0.104116E-08
  2253   0.104792E+03  -0.589280E+01   0.126049E-06  -0.589280E+01   0.643971E+01   0.438815E-07   0.126049E-06   0.438815E-07   0.103999E-08
  2254   0.104599E+03  -0.599041E+01   0.122097E-06  -0.599041E+01   0.643038E+01   0.439260E-07   0.122097E-06   0.439260E-07   0.103883E-08
  2255   0.104411E+03  -0.608739E+01   0.118240E-06  -0.608739E+01   0.642037E+01   0.439682E-07   0.118240E-06   0.439682E-07   0.103767E-08
  2256   0.104232E+03  -0.618371E+01   0.114479E-06  -0.618371E+01   0.640971E+01   0.440081E-07   0.114479E-06   0.440081E-07   0.103651E-08
  2257   0.104060E+03  -0.627932E+01   0.110818E-06  -0.627932E+01   0.639840E+01   0.440452E-07   0.110818E-06   0.440452E-07   0.103535E-08
  2258   0.103895E+03  -0.637418E+01   0.107257E-06  -0.637418E+01   0.638644E+01   0.440794E-07   0.107257E-06   0.440794E-07   0.103420E-08
  2259   0.103737E+03  -0.646825E+01   0.103799E-06  -0.646825E+01   0.637383E+01   0.441103E-07   0.103799E-06   0.441103E-07   0.103304E-08
  2260   0.103586E+03  -0.656150E+01   0.100446E-06  -0.656150E+01   0.636058E+01   0.441377E-07   0.100446E-06   0.441377E-07   0.103189E-08
  2261   0.103441E+03  -0.665389E+01   0.972004E-07  -0.665389E+01   0.634669E+01   0.441613E-07   0.972004E-07   0.441613E-07   0.103074E-08
  2262   0.103304E+03  -0.674539E+01   0.940634E-07  -0.674539E+01   0.633218E+01   0.441808E-07   0.940634E-07   0.441808E-07   0.102959E-08
  2263   0.103171E+03  -0.683596E+01   0.910374E-07  -0.683596E+01   0.631705E+01   0.441959E-07   0.910374E-07   0.441959E-07   0.102844E-08
  2264   0.103047E+03  -0.692555E+01   0.881245E-07  -0.692555E+01   0.630131E+01   0.442064E-07   0.881245E-07   0.442064E-07   0.102729E-08
  2265   0.102928E+03  -0.701414E+01   0.853265E-07  -0.701414E+01   0.628497E+01   0.442120E-07   0.853265E-07   0.442120E-07   0.102615E-08
  2266   0.102816E+03  -0.710173E+01   0.826457E-07  -0.710173E+01   0.626801E+01   0.442124E-07   0.826457E-07   0.442124E-07   0.102500E-08
  2267   0.102710E+03  -0.718820E+01   0.800840E-07  -0.718820E+01   0.625048E+01   0.442074E-07   0.800840E-07   0.442074E-07   0.102386E-08
  2268   0.102609E+03  -0.727358E+01   0.776433E-07  -0.727358E+01   0.623235E+01   0.441967E-07   0.776433E-07   0.441967E-07   0.102272E-08
  2269   0.102515E+03  -0.735780E+01   0.753259E-07  -0.735780E+01   0.621363E+01   0.441799E-07   0.753259E-07   0.441799E-07   0.102158E-08
  2270   0.102427E+03  -0.744093E+01   0.731336E-07  -0.744093E+01   0.619435E+01   0.441569E-07   0.731336E-07   0.441569E-07   0.102044E-08
  2271   0.102344E+03  -0.752283E+01   0.710685E-07  -0.752283E+01   0.617448E+01   0.441274E-07   0.710685E-07   0.441274E-07   0.101931E-08
  2272   0.102267E+03  -0.760350E+01   0.691327E-07  -0.760350E+01   0.615405E+01   0.440910E-07   0.691327E-07   0.440910E-07   0.101817E-08
  2273   0.102196E+03  -0.768293E+01   0.673281E-07  -0.768293E+01   0.613306E+01   0.440475E-07   0.673281E-07   0.440475E-07   0.101704E-08
  2274   0.102130E+03  -0.776106E+01   0.656568E-07  -0.776106E+01   0.611151E+01   0.439967E-07   0.656568E-07   0.439967E-07   0.101590E-08
  2275   0.102069E+03  -0.783788E+01   0.641208E-07  -0.783788E+01   0.608943E+01   0.439382E-07   0.641208E-07   0.439382E-07   0.101477E-08
  2276   0.102014E+03  -0.791340E+01   0.627221E-07  -0.791340E+01   0.606682E+01   0.438718E-07   0.627221E-07   0.438718E-07   0.101364E-08
  2277   0.101963E+03  -0.798754E+01   0.614628E-07  -0.798754E+01   0.604367E+01   0.437972E-07   0.614628E-07   0.437972E-07   0.101252E-08
  2278   0.101917E+03  -0.806030E+01   0.603449E-07  -0.806030E+01   0.602001E+01   0.437142E-07   0.603449E-07   0.437142E-07   0.101139E-08
  2279   0.101876E+03  -0.813168E+01   0.593705E-07  -0.813168E+01   0.599585E+01   0.436224E-07   0.593705E-07   0.436224E-07   0.101027E-08
  2280   0.101841E+03  -0.820162E+01   0.585415E-07  -0.820162E+01   0.597118E+01   0.435216E-07   0.585415E-07   0.435216E-07   0.100914E-08
  2281   0.101809E+03  -0.827002E+01   0.578599E-07  -0.827002E+01   0.594602E+01   0.434115E-07   0.578599E-07   0.434115E-07   0.100802E-08
  2282   0.101782E+03  -0.833698E+01   0.573278E-07  -0.833698E+01   0.592037E+01   0.432919E-07   0.573278E-07   0.432919E-07   0.100690E-08
  2283   0.101759E+03  -0.840249E+01   0.569473E-07  -0.840249E+01   0.589425E+01   0.431624E-07   0.569473E-07   0.431624E-07   0.100578E-08
  2284   0.101741E+03  -0.846640E+01   0.567204E-07  -0.846640E+01   0.586766E+01   0.430228E-07   0.567204E-07   0.430228E-07   0.100466E-08
  2285   0.101726E+03  -0.852879E+01   0.566490E-07  -0.852879E+01   0.584059E+01   0.428729E-07   0.566490E-07   0.428729E-07   0.100355E-08
  2286   0.101716E+03  -0.858958E+01   0.567352E-07  -0.858958E+01   0.581308E+01   0.427122E-07   0.567352E-07   0.427122E-07   0.100243E-08
  2287   0.101709E+03  -0.864885E+01   0.569810E-07  -0.864885E+01   0.578513E+01   0.425407E-07   0.569810E-07   0.425407E-07   0.100132E-08
  2288   0.101706E+03  -0.870645E+01   0.573885E-07  -0.870645E+01   0.575674E+01   0.423579E-07   0.573885E-07   0.423579E-07   0.100021E-08
  2289   0.101707E+03  -0.876245E+01   0.579597E-07  -0.876245E+01   0.572793E+01   0.421637E-07   0.579597E-07   0.421637E-07   0.999097E-09
  2290   0.101711E+03  -0.881679E+01   0.586967E-07  -0.881679E+01   0.569871E+01   0.419577E-07   0.586967E-07   0.419577E-07   0.997988E-09
  2291   0.101719E+03  -0.886953E+01   0.596013E-07  -0.886953E+01   0.566910E+01   0.417397E-07   0.596013E-07   0.417397E-07   0.996880E-09
  2292   0.101730E+03  -0.892061E+01   0.606757E-07  -0.892061E+01   0.563909E+01   0.415094E-07   0.606757E-07   0.415094E-07   0.995774E-09
  2293   0.101744E+03  -0.896994E+01   0.619219E-07  -0.896994E+01   0.560872E+01   0.412665E-07   0.619219E-07   0.412665E-07   0.994669E-09
  2294   0.101761E+03  -0.901769E+01   0.633420E-07  -0.901769E+01   0.557797E+01   0.410108E-07   0.633420E-07   0.410108E-07   0.993566E-09
  2295   0.101781E+03  -0.906362E+01   0.649379E-07  -0.906362E+01   0.554687E+01   0.407419E-07   0.649379E-07   0.407419E-07   0.992464E-09
  2296   0.101803E+03  -0.910788E+01   0.667116E-07  -0.910788E+01   0.551543E+01   0.404597E-07   0.667116E-07   0.404597E-07   0.991364E-09
  2297   0.101828E+03  -0.915041E+01   0.686653E-07  -0.915041E+01   0.548364E+01   0.401637E-07   0.686653E-07   0.401637E-07   0.990265E-09
  2298   0.101856E+03  -0.919127E+01   0.708009E-07  -0.919127E+01   0.545153E+01   0.398539E-07   0.708009E-07   0.398539E-07   0.989167E-09
  2299   0.101886E+03  -0.923032E+01   0.731204E-07  -0.923032E+01   0.541910E+01   0.395298E-07   0.731204E-07   0.395298E-07   0.988071E-09
  2300   0.101918E+03  -0.926756E+01   0.756259E-07  -0.926756E+01   0.538636E+01   0.391912E-07   0.756259E-07   0.391912E-07   0.986976E-09
  2301   0.101952E+03  -0.930313E+01   0.783175E-07  -0.930313E+01   0.535332E+01   0.388380E-07   0.783175E-07   0.388380E-07   0.985883E-09
  2302   0.101989E+03  -0.933682E+01   0.811874E-07  -0.933682E+01   0.532000E+01   0.384706E-07   0.811874E-07   0.384706E-07   0.984791E-09
  2303   0.102026E+03  -0.936885E+01   0.842258E-07  -0.936885E+01   0.528639E+01   0.380895E-07   0.842258E-07   0.380895E-07   0.983700E-09
  2304   0.102067E+03  -0.939898E+01   0.874232E-07  -0.939898E+01   0.525252E+01   0.376953E-07   0.874232E-07   0.376953E-07   0.982611E-09
  2305   0.102108E+03  -0.942738E+01   0.907697E-07  -0.942738E+01   0.521840E+01   0.372886E-07   0.907697E-07   0.372886E-07   0.981523E-09
  2306   0.102150E+03  -0.945395E+01   0.942557E-07  -0.945395E+01   0.518403E+01   0.368699E-07   0.942557E-07   0.368699E-07   0.980437E-09
  2307   0.102195E+03  -0.947870E+01   0.978715E-07  -0.947870E+01   0.514943E+01   0.364397E-07   0.978715E-07   0.364397E-07   0.979352E-09
  2308   0.102240E+03  -0.950164E+01   0.101607E-06  -0.950164E+01   0.511461E+01   0.359987E-07   0.101607E-06   0.359987E-07   0.978268E-09
  2309   0.102286E+03  -0.952275E+01   0.105453E-06  -0.952275E+01   0.507958E+01   0.355473E-07   0.105453E-06   0.355473E-07   0.977186E-09
  2310   0.102333E+03  -0.954211E+01   0.109400E-06  -0.954211E+01   0.504435E+01   0.350862E-07   0.109400E-06   0.350862E-07   0.976105E-09
  2311   0.102382E+03  -0.955964E+01   0.113438E-06  -0.955964E+01   0.500893E+01   0.346158E-07   0.113438E-06   0.346158E-07   0.975026E-09
  2312   0.102430E+03  -0.957528E+01   0.117557E-06  -0.957528E+01   0.497334E+01   0.341368E-07   0.117557E-06   0.341368E-07   0.973948E-09
  2313   0.102480E+03  -0.958915E+01   0.121747E-06  -0.958915E+01   0.493758E+01   0.336497E-07   0.121747E-06   0.336497E-07   0.972871E-09
  2314   0.102530E+03  -0.960127E+01   0.126000E-06  -0.960127E+01   0.490167E+01   0.331550E-07   0.126000E-06   0.331550E-07   0.971796E-09
  2315   0.102580E+03  -0.961149E+01   0.130304E-06  -0.961149E+01   0.486561E+01   0.326534E-07   0.130304E-06   0.326534E-07   0.970722E-09
  2316   0.102631E+03  -0.961995E+01   0.134651E-06  -0.961995E+01   0.482943E+01   0.321452E-07   0.134651E-06   0.321452E-07   0.969649E-09
  2317   0.102681E+03  -0.962657E+01   0.139030E-06  -0.962657E+01   0.479312E+01   0.316312E-07   0.139030E-06   0.316312E-07   0.968578E-09
  2318   0.102732E+03  -0.963135E+01   0.143433E-06  -0.963135E+01   0.475671E+01   0.311119E-07   0.143433E-06   0.311119E-07   0.967508E-09
  2319   0.102782E+03  -0.963437E+01   0.147848E-06  -0.963437E+01   0.472019E+01   0.305878E-07   0.147848E-06   0.305878E-07   0.966440E-09
  2320   0.102833E+03  -0.963563E+01   0.152268E-06  -0.963563E+01   0.468358E+01   0.300595E-07   0.152268E-06   0.300595E-07   0.965373E-09
  2321   0.102882E+03  -0.963504E+01   0.156681E-06  -0.963504E+01   0.464690E+01   0.295274E-07   0.156681E-06   0.295274E-07   0.964307E-09
  2322   0.102931E+03  -0.963268E+01   0.161078E-06  -0.963268E+01   0.461015E+01   0.289923E-07   0.161078E-06   0.289923E-07   0.963242E-09
  2323   0.102981E+03  -0.962856E+01   0.165450E-06  -0.962856E+01   0.457335E+01   0.284547E-07   0.165450E-06   0.284547E-07   0.962180E-09
  2324   0.103028E+03  -0.962266E+01   0.169786E-06  -0.962266E+01   0.453651E+01   0.279150E-07   0.169786E-06   0.279150E-07   0.961118E-09
  2325   0.103076E+03  -0.961507E+01   0.174078E-06  -0.961507E+01   0.449964E+01   0.273738E-07   0.174078E-06   0.273738E-07   0.960058E-09
  2326   0.103122E+03  -0.960570E+01   0.178314E-06  -0.960570E+01   0.446276E+01   0.268318E-07   0.178314E-06   0.268318E-07   0.958999E-09
  2327   0.103167E+03  -0.959455E+01   0.182487E-06  -0.959455E+01   0.442587E+01   0.262895E-07   0.182487E-06   0.262895E-07   0.957941E-09
  2328   0.103212E+03  -0.958178E+01   0.186585E-06  -0.958178E+01   0.438900E+01   0.257473E-07   0.186585E-06   0.257473E-07   0.956885E-09
  2329   0.103255E+03  -0.956730E+01   0.190600E-06  -0.956730E+01   0.435215E+01   0.252059E-07   0.190600E-06   0.252059E-07   0.955830E-09
  2330   0.103297E+03  -0.955111E+01   0.194520E-06  -0.955111E+01   0.431533E+01   0.246659E-07   0.194520E-06   0.246659E-07   0.954776E-09
